序号,诉求,诉求时间,回复时间
18,我们金湖路9号楼院的地面极其坑洼不平！走起路来稍有不慎就会磕磕碰碰的。疫情之后，为了不给政府添麻烦，院内老人都自觉的不外出在院内活动，作为快60岁的我们行走都要格外小心！更何况是七八十岁的老人！希望政府能在百忙中到现场进行实地考察，尽快安排将地面进行修整，切实为居民创造有一个舒适的休闲环境。,2020-03-31,2020-04-07
19,市南区朝城路第九人民医院，门诊楼楼顶加高，影响周围居民，请城管拆除,2020-03-30,2020-04-07
20,疫情期间路边烧烤摊仍然在肆意妄为烟雾缭绕极其不卫生，相关部门为什么不管管呢？国家政府花费了太多的人力物力才是的国内的疫情得以平息，希望不要被路边摊给破坏了大家的努力九。希望相关部门能尽快处理水东路与巨峰路交叉口的路边烧烤摊！！！,2020-03-27,2020-04-07
21,莱西水集一村村委大楼西邻，正在新建一排南北向的混凝土违建。赶紧去拆！快完工了。是北庄书记盖的还是一村村委盖的？,2020-04-02,2020-04-07
22,  青岛开发区九华山路濠洼夜市三毛烧烤店入口进入一直走到头，有个违章建筑堵住了出口 ，周围也是垃圾乱堆，现在为什么都不管违章建筑了，是不是都可以随便盖，什么叫历史遗留，难道盖起来说时间久了点就算历史的了吗？就不用拆了吗？那是不是每个人都可以这样？,2020-03-30,2020-04-07
23,胶南市灵山卫街道办事处保利海上罗兰2期别墅123-2户，一楼二楼，三楼，整体违建，更改外观，私封乱阔，严重遮挡邻居，造成其他邻居纷纷效仿，反应2个月了为何部门迟迟不处理！如果执法部门这样做事，只能向国务院总理信箱投诉，曝光！！,2020-03-31,2020-04-07
24,李沧区虎山路和君峰路交叉口东北角工地施工噪音污染严重，违反环保要求标准，请立即进行环保检查。,2020-03-29,2020-04-07
25,李沧区永安路街道兴山路87号院内平房，公鸡早晨不到五点高声嘹亮鸣唱，扰民影响休息睡眠，建议尽快解决为盼。,2020-03-30,2020-04-07
26,李沧区君峰路9号达翁农贸市场太过杂乱，旁边的居民小区也太过破旧，社区服务几乎都不给这个小区争取国家的像外墙保温，小区优化等等一系列的措施，希望有关部门管管我们就像没娘的孩子一样的居住环境吧,2020-03-28,2020-04-07
27,在当前疫情非常时期，近日，长期在武昌路上收废品，捡垃圾的闲散外来人员，开始游街穿巷，将各类垃圾堆积在路口，人行道，马路上，严重危害公共安全，给辖区居民，带来了安全隐患，截止今日，我连续四天打12345电话举报投诉，反映问题的严重性，但是，没有任何部门和人员，前来处理。现在的状况，是多年沉积的顽疾，疫情期间，小区居民，团结一致，维护了自己的切身利益，为国家做出了贡献，该彻底反思，公共卫生，公共安全的隐患问题了，譬如这类外来收售废品和捡垃圾的闲散人员，该如何处理，这种死灰复燃，以及不担当不作为的有关部门，该给党和人民群众一个交代的时候了。谢谢！,2020-03-30,2020-04-07
28,尊敬的市领导，李沧区十梅庵路上天泰城迦南美地南边的山上，小区窗外就是十梅庵村民私自建的坟，现在三个小区围着建满坟墓的山，非常恐怖，非常影响市容市貌。最主要每年村民私自上山烧纸都会引起火灾，记录可在119电话查询，看着窗外的火，心惊胆战，守山的老人拿着简单的工具在灭火，让人为他们的生命安全感到担心，村民祭祀的食物会引来很多野狗上山，冲到马路上有交通隐患，还会冲到周围小区里吓到老人孩子。这不应该是时尚青岛，文明青岛该有的现象。难道李沧区没有专门的怀念堂？让逝去的亲人有更好的安眠之地？望有关部门能够解决周边居民的幸福生活指数，更能够解决逝去亲人的心愿。希望美丽的青岛成为所有人幸福生活向往的地方。,2020-03-28,2020-04-07
29,    您好，近期由于冠状病毒，学生都在家上网课。尤其是初三高三年纪的孩子。    但是，市北区坛顶山上经常会出现在山上活动（唱歌，锻炼，太极等）的市民，音响声音开得过大，或者歌唱声音过大等。由于坛顶山离居民楼非常近，给附件居民尤其是有学生家庭带来很大困扰。    我们政府相关职能部门在坛顶山公园建有管理部门，而且有相关工作人员每天在那里。是不是能随时监督，及时发现劝阻制止呢？是不是能加大力度解决扰民问题呢？尤其在现在这个特殊时期。    以上，请我们的政府引起重视并加强工作管理。谢谢！,2020-03-31,2020-04-07
30,小区门口流动商贩乱摆摊  没人处理吗？ 车多人多 成自由市场了  超市天天露天摆摊卖肉  质量卫生有保证吗？  天天如此  执法力度就那么弱吗？  相关部门都不处理一下吗？ 非得出事了才想起来管理整顿吗？,2020-03-31,2020-04-07
序号,诉求,诉求时间,回复时间
31,西元庄六期，弘泰苑小区，所有绿化要旱死了，没有人看到吗？物业干啥吃呢？居委会网格员上报情况报哪去了？,2020-04-07,2020-04-07
32,年后，奉化路与福州北路的金盾加油站在加油后（估计是手机支付的客户），会由一个女声进行播报“……几号箱，手机尾号……，支付……”，晚上持续到10点多，早上不到6点就开始。另外加油员偶尔用扩音器，声音也很大。希望加油站或者迁走，或者不要播报，太扰民，晚上睡不好，早晨被惊醒。,2020-04-03,2020-04-07
33,此户在5楼楼前院子三处堆放杂物，已半年多，堆放的杂物里老鼠乱窜，影响环境卫生，居民反映强烈，多次劝说清理，此户拒不清理。,2020-04-05,2020-04-07
34,现在是23.55分。工地还在施工拉运东西。严重扰民。希望了解查处。,2020-04-07,2020-04-07
35,隐珠街道东冯公寓馒头房噪音扰民，你说的打开机器没听见声音，机器在和面的时候才有震动声音，机器空转声音很小，他测的分贝是机器在工作。还是只是打开机器开关，有谁证明，都知道和面机越是往里面放面，搅拌的力越大。震动越大，早上那么早震楼，你们可以来现场听。具体根据现场实际来解决,2020-04-01,2020-04-05
36,胶州市机关大楼西北角停车场周边原有完整绿化带，可是部分机关工作人员上下班为了图方便，少走那十步八步的路，不走正路而是抄近道，硬生生破坏了绿化带而踩出来一条“邪道”。上下班从那儿路过感觉非常扎眼难看，与周围的整洁环境格格不入：一方面把原本好好的绿化带被破坏了；另一方面也体现了部分人公德素质不高。建议有关部门把被破坏的绿化带进行补植，把停车场周围的篱笆扎紧扎牢，切断部分人经常走的“邪道”,2020-03-30,2020-04-03
37,胶州三里河公园西桥南岸公厕周围有一条健康小路，其中北侧半圆是一条按摩脚底的小路，有86块石头，早晚有很多人在上面走，按摩脚底，非常受欢迎，省去到按摩店花钱按摩脚底。近期被拆除了，听说是为了孩子行走安全。其实按摩石两边都是平道，孩子可以在平道上走，不要因噎废食吧。强烈要求能再恢复。,2020-03-29,2020-04-03
38,酒吧每晚声音过大，低音炮声音太大。十几楼都可以清楚的听到酒吧的声音。请问可以投诉哪个部门处理一下谢谢,2020-03-28,2020-04-03
39,村里借着疫情的事，把村主要路口设置拦杆，不让在村租房人员车辆进村。不知道是政府部门批准还是台头村干部私自加装的，看目前情况是要进村收费。这件事情关系台头若干租户的权益和利益，希望政府部门尽快给解决。,2020-04-01,2020-04-03
40,共同抗击病毒,2020-04-02,2020-04-03
41,请问现在疫情刚刚过去，收购旧金属的都没有营业，即使有营业的也把价格压的很低。你们城管叫我们清理门口，可是我们把废料放在哪里难道是放在自己床上吗？问你们城管都叼着烟和二大爷似的一口一个我们不管。,2020-04-02,2020-04-03
42,以反映多次，一直没有解决，生活非常不便，请尽快解决！！请领导关注一下！,2020-03-27,2020-04-03
43,市北区湖清路御景新苑小区外侧人行道何时能改造拓宽，人行道过窄，只能并排走两个人，碰上有车辆停放的地方就只能在车行道走，存在极大的安全隐患，而且杂草丛生，垃圾遍地，严重影响市容市貌，18年时就打过12345热线，回复当年改造，这都过去两年了，还没有施工迹象，希望予以明确答复,2020-04-01,2020-04-03
44,市长你好，市民们投诉马山国家级自然保护区内违规违法问题，工作人员的回复纯属扯蛋，回复的都是没有用的，青威路北侧北山东村刘某某的饭店和南山东村村刘某某的花棚和车间、北山入口处西侧刘方福的房屋、蒙古包的房屋、济公井的房屋为何不拆，石林前侧的娱乐场为何不拆，国家级自然保护区可以开发旅游吗？为何只把小木屋清理了，难道就小木屋这几个平方破坏生态环境吗？现在没有流动小贩卖东西，过几天清明节的时候肯定有，因为这个小贩每年清明节开始就每个周末和节假日都在这卖，马山国家级自然保护区内要是没有违规违法的问题为何还得把石林单独圈起来，马山部队东侧这片地里是没有垃圾吗？难道这些垃圾是工作人员吃的饭吗？难道是市民眼不好使吗？还是工作人员眼不好使，这里为何只拆了海来福大棚，难道只有海来福大棚破坏生态环境吗？难道这家的大棚就不是破坏生态环境吗？要是他也像山上那几家看山户那样就一处看山房我们什么意见都没有，他现在能承诺不扩大养殖吗？他能承诺不养猪吗？他能承诺不租给别人开饭店吗？要是他能承诺就养这20来只羊我们什么意见都没有，妈妈菜饭店改变了土地用途拆了难道这家的就没有改变土地用途吗？即墨区主管部门承诺要将这片地进行封闭为何不兑现，承诺平坟头立卧杯园林式为何不兑现，每年五一节前后就是槐花盛开的季节，每年都有很多不良村民在这里严重毁树采摘槐花，从来没有工作人员过来管，即墨区主管部门承诺要将这片地进行封闭为何不兑现，要是封闭起来的话肯定没有人往这里倒垃圾，肯定没有人在这里毁树，电话是16526263211,2020-03-27,2020-04-03
45,抗击新冠疫情已经2个多月，现在秩序基本恢复了，也复工复产了，现在城阳区流亭街道白沙湾片区道路仍然乱乱的，一个是云河路天一金色海湾小区南门路的违规晚上17点前后卖菜的天天造成路阻，城管要管管，别变成城不管，难道就驱离到农贸市场？交警方面也需要恢复道路管控了，云河路，白沙湾路现在早晨上班天天堵，乱停太多，并且挡视线的太严重，需要治理了。没别的其他事，就希望城阳区交警和城管严格管管。,2020-03-30,2020-04-03
序号,诉求,诉求时间,回复时间
46,市长你好，市民们投诉马山国家级自然保护区内违规违法问题，工作人员的回复纯属扯蛋，回复的都是没有用的，青威路北侧北山东村刘某某的饭店和南山东村村刘某某的花棚和车间、北山入口处西侧刘方福的房屋、蒙古包的房屋、济公井的房屋为何不拆，石林前侧的娱乐场为何不拆，国家级自然保护区可以开发旅游吗？为何只把小木屋清理了，难道就小木屋这几个平方破坏生态环境吗？现在没有流动小贩卖东西，过几天清明节的时候肯定有，因为这个小贩每年清明节开始就每个周末和节假日都在这卖，马山国家级自然保护区内要是没有违规违法的问题为何还得把石林单独圈起来，马山部队东侧这片地里是没有垃圾吗？难道这些垃圾是工作人员吃的饭吗？难道是市民眼不好使吗？还是工作人员眼不好使，这里为何只拆了海来福大棚，难道只有海来福大棚破坏生态环境吗？难道这家的大棚就不是破坏生态环境吗？要是他也像山上那几家看山户那样就一处看山房我们什么意见都没有，他现在能承诺不扩大养殖吗？他能承诺不养猪吗？他能承诺不租给别人开饭店吗？要是他能承诺就养这20来只羊我们什么意见都没有，妈妈菜饭店改变了土地用途拆了难道这家的就没有改变土地用途吗？即墨区主管部门承诺要将这片地进行封闭为何不兑现，承诺平坟头立卧杯园林式为何不兑现，每年五一节前后就是槐花盛开的季节，每年都有很多不良村民在这里严重毁树采摘槐花，从来没有工作人员过来管，即墨区主管部门承诺要将这片地进行封闭为何不兑现，要是封闭起来的话肯定没有人往这里倒垃圾，肯定没有人在这里毁树，电话是16526263211,2020-03-27,2020-04-03
47,穿着橘子皮颜色衣服的环卫工人在车后面上小便。人民政府,2020-04-01,2020-04-03
48,墨河公园内大荧幕白天不间断循环播放广告，声音极大。公园附近500米内的住宅区都能听到，严重影响到休息、工作和学习。强烈要求适度下调播放音量，使大荧幕既能正常运作，也不会影响周围居民。,2020-04-02,2020-04-03
49,虎山路君峰路东北角施工（保利中央公园南区）从白天到黑夜，噪声严重超标！居民无法正常生活！请解决！不要糊弄！不要糊弄！我们有证据，请不要搪塞！噪音可以可以解决！民生问题请领导关注！,2020-03-26,2020-04-03
50,这个问题去年就反应过，物业不作为，小区绿化改为菜地，小区乱草丛生，砖头瓦块到处是！希望有关部门解决，不要应付我们，你们最好来看看！,2020-04-02,2020-04-03
51,共同抗击病毒,2020-04-02,2020-04-03
52,共同抗击病毒,2020-04-02,2020-04-03
53,共同抗击病毒,2020-04-02,2020-04-03
54,你好：菜市二路与东山路处，这种货车噪音扰民越来越没人管了，怎么了？车辆归属公安部门怎么没有责任敢管了？占用公共环境的车辆外加扰民谁的值班滴？,2020-04-02,2020-04-03
55,几方勾结侵占我即墨通济新区西元庄村民集体土地中饱私囊，在西元庄四期东北侧我村村民口粮地里以及西元庄八期北门对面新建一片违建楼房对外销售，严重侵害我村村民权益，请上级领导给我村村民做主,2020-03-30,2020-04-03
56,西元庄八期北门北，违建房，侵占村民集体利益！！！,2020-03-30,2020-04-03
57, 张家楼镇岭前马家庄村很多处私建蓝色彩钢瓦钢结构大棚，以国家鼓励养猪为名义，没有规划施工手续 违法建设钢结构房子 扩建原来的房子 明着暗着，偷着摸着干都快1年了吧， 不要把咱们城管局对新生违法建设实行源头治理 早发现 早制止 早查处当成口号 做为政绩 强烈请求市城管局早日拆除违章建筑 并恢复原貌,2020-04-03,2020-04-03
58,西海岸新区薛家岛街道珠江路海信悦华里周边绿化用地，街道办改变土地用途，违规出租开办驾校，2019年居民多次反映，答复是大面积绿化和休闲公园，结果半年时间过去了，一共就栽了几棵树，现在驾校又开始施工，请问政府领导，驾校练车场可以在小区楼下的绿化地里开办吗？是哪个部门批准的？街道办工作人员都是法盲吗？街道办欺上瞒下，知法犯法就没人管吗？你们政务网回复的和现场事实相符吗？如此作为政府的公信力何在？难道这就是我们政府从深圳学回来的经验吗？希望相关部门严查此事，严查相关部门和责任人！！！,2020-03-30,2020-04-03
59,兴隆一路147号隆盛家园13号楼2单元101户，将居民住宅改成群租房，将房子租赁给华电（青岛发电厂）的工人，居住了接近十个工人，严重影响居民的生活和安全，且违反了青岛市颁布的《商品房屋租赁管理办法》。入住人员并未出示任何解除隔离证明，现在各地都在积极防疫，对于未经过隔离的外来人员，趁夜色搬入小区，故意违反青岛市颁布的租赁管理办法，简直拿人民群众的生命健康和财产安全当儿戏！希望相关部门依据相关法律规定，对该处群租房予以取缔，还周边居民一个安静祥和的居住环境。谢谢！,2020-03-20,2020-04-03
60,   现对物业管理提出管理建议，希望物业能够加强小区管理1、时值春季，应尽快对一些冬季死亡的植物进行复种复栽，对部分退化的草坪进行绿化复原。天气干旱时应及时对小区绿化带予以浇水。对个别业主在公共绿地上无规划的种植的绿植（如挖坑种无花果树）予以拔除，并及时予以绿化复原。2、对河道水池进行清污，并及时蓄水。3、木栈道已经腐朽不堪，虽然历史上曾组织过部分修缮，但整体已经超过使用年限，人员安全无法保障，如再不更换，未来出事故只是时间问题。4、建立固定的卫生大扫除制度，小区一期很多草丛里、树丛里，楼道转角处存在遗留、堆放的废弃建筑、家居垃圾，请组织人员进行巡查并及时清理。5、夏季来临前组织防火隐患大排查，对二期高层住户楼道内堆放杂物及时进行清理。6、对二期高层个别业主随意圈院子、破坏绿化带的现象进行制止并责令强制恢复，经劝阻无效的应及时报城管部门予以强制拆除！7、对小区部分公共活动区域地面进行修复，更换破损残缺的砖石、大理石。8、建立日常巡查机制，主动作为、主动管理，主动检查单元门故障、楼道走廊灯故障、夜间违章停车的管理排查。,2020-03-25,2020-04-03
序号,诉求,诉求时间,回复时间
61,北岭山森林公园每天清晨不到6点就有人喊山，影响了正常的睡眠休息，周围居民常年不堪其扰，毕竟是城市森林公园，不是什么荒山野岭。此种行为是否违反了治安管理处罚条例和青岛市噪声管理规定，望有关部门能依法处理，还居民和山上的小动物一个正常安宁的环境。,2020-03-26,2020-04-03
62,老百姓要说没有违法乱停车谁也不好在马路上上厕所。中国联通违法乱停车您人民政府不管的。,2020-04-02,2020-04-03
63,即墨区高迪墨香郡违建众多，部分业主私自改建破坏楼体外立面占为私用，私自圈占一楼外公共绿地私用并建围墙开门，楼顶住户建玻璃房安全隐患极大。以上问题突出并且有关部门不作为任其自由发展。即墨区政府，区城管局，环秀办事处环秀城管，墨香郡居委会，天泰物业你们打算怎么整治。,2020-03-26,2020-04-03
64,小区疫情防控不到位，一个通行证给谁拿手里就能进小区。小区脏乱差，这么重要的时期，卫生消毒工作都不到位，就会做面子工程，物业给员工照个照片，员工摆个消毒动作。形势主意。楼道都没人打扫卫生就更别提消毒了。这个物业目前我看就留保安上班行了，其他都可以休息了，上班跟没上班一样，就要物业费厉害。希望政府暗访，现在依然是关键时期。房产中介打个电话就能人进小区，哎，,2020-03-28,2020-04-03
65,小区疫情防控不到位，一个通行证给谁拿手里就能进小区。小区脏乱差，这么重要的时期，卫生消毒工作都不到位，就会做面子工程，物业给员工照个照片，员工摆个消毒动作。形势主意。楼道都没人打扫卫生就更别提消毒了。这个物业目前我看就留保安上班行了，其他都可以休息了，上班跟没上班一样，就要物业费厉害。希望政府暗访，现在依然是关键时期。房产中介打个电话就能人进小区，哎，,2020-03-28,2020-04-03
66,小区疫情防控不到位，一个通行证给谁拿手里就能进小区。小区脏乱差，这么重要的时期，卫生消毒工作都不到位，就会做面子工程，物业给员工照个照片，员工摆个消毒动作。形势主意。楼道都没人打扫卫生就更别提消毒了。这个物业目前我看就留保安上班行了，其他都可以休息了，上班跟没上班一样，就要物业费厉害。希望政府暗访，现在依然是关键时期。房产中介打个电话就能人进小区，哎，,2020-03-28,2020-04-03
67,问题现状：公共免费车位本就严重不足，随处可见各种破椅子、破安全桩、破框、各种无牌破车、私装地锁等杂物占用公共免费车位，变成私家自用车位，对这种现象，市领导一方面大谈特谈研究解决停车难问题，研究解决了N多年，只见问题越来越严重，收费车位越来越贵，免费车位越来越少，私占免费车位却越来越严重。所谓主管部门，万能的城管呢？交警呢？对这种随处可见的问题却都视若无睹，都眼瞎了吗？群众反映过无数次，市领导充其量对具体某条路的某个破筐子去下指示收走？还是等群众斗群众？看看车主们谁能斗过谁？还是装聋作哑？市领导大人们，能走出你们有专用车位的豪宅，到马路上看看那些私自占用免费公用车位的行为吗？不难找到的啊？建议：所谓一屋不扫何以扫天下，咱先不研究那些所谓高大上的解决方案了吧，从小处着眼，先把那些破框、破椅子收走了行不？在此建议，建立长效机制，授权环卫随时收走占车位物体，同时和城管和交警和街道的考核挂钩，建立老百姓监督举报平台，比如，老百姓在一小时拍摄上传2次同一地点同一私占公共免费车位行为的，政府对相关城管、交警、街道人员各罚款100元如何？奖励给举报人员。有了这种激励政策，可能那些影响市容的破椅子、破筐子、破车会减少很多了吧？如果建议不采纳，我是否需要考虑，也去找把破凳子占个车位？大不了和人打一架呗。,2020-03-28,2020-04-03
68,每天下午4点半有商贩占路经营，长度为200米，请有关部门来取缔，交通晚高峰严重影响交通，,2020-03-25,2020-04-03
69,城阳区长水山庄小区未履行基本建设程序，无规划和施工许可，开发商私自毁坏小区中心湖、绿地，存在非法建设、违规改造等严重问题。,2020-04-02,2020-04-03
70,位置，胶州市三里河街道办事处贵州路最西侧，偏南位置！多次信箱反映，终于给维修了，但是过了没几天又被车压坏了！能不能彻底的维修一边？负责部门，三里河街道办事处！,2020-03-23,2020-04-03
71,李沧区河南社区金色摇篮幼儿园什么时候改普惠,2020-04-03,2020-04-03
72,道路两旁有大量卖盒饭的人，有些人在那里违章停车买东西，造成交通堵塞。希望有关部门能够进行检查，取缔违法占路经营。,2020-03-31,2020-04-02
73,位于内蒙古路和长春路路口几处门头房在门前人行道私自安装地锁，使本来就不宽敞的道路变的更加狭窄，进出药店和超市更是不便。前几日晚上去药店买药还因站立的地锁磕伤了小腿，而且车辆停满后大家出行都不方便。人行道上安装地锁本属违法操作，请有关部门予以重视进行拆除。路口有家卖摩托车的，长期把在售车辆摆放到人行道上，每次路过都要绕道而行，及其不便。希望有关部门予以重视，整改此处。,2020-03-28,2020-04-02
74,去年汇通金融大厦在东墙外私自搭建电梯被平度市城管局勒令拆除，今年又开始搭建了，也不知道有木有手续，该出行人车辆较多，如出现事故后果不堪设想。,2020-03-22,2020-04-02
75,你好，在西海岸新区井冈山路社区内九华山路21号楼对面一楼的张亮麻辣烫、麻小碗重庆火锅店门头灯光非常亮又很刺眼，直接影响对面居民楼的正常休息。该地方的这两家店经常夜间营业到半夜甚至更晚，门头醒目的灯光严重扰民。此问题一直持续有一年左右的事件，期间之前也有执法人员到该店沟通过，然而店主配合过一两天马上恢复扰民的常态。希望相关部门能够出面协调这个事情，把这个扰民问题解决一下。本人的诉求是希望10点以后，灯光灭掉，营业可以，但不允许噪音扰民。谢谢！,2020-03-30,2020-04-02
