序号,诉求,诉求时间,回复时间
42,近期胶州产业新区在大面积修路，之前的公路，创新大道，尚德大道等都是新的公路，路况非常好，完全没有破损。为什么现在又大面积维修？两边的行人道路也有重新修理的。不方便通车，关键是否造成国家资源的浪费？,2020-04-02,2020-04-03
43,2019年年底，小区内外进行了自来水改造，本是一件惠民利民的好事，可是改造完毕后，对原本就路面破损的小区造成了更大的损坏，几场雨雪过后，小区居民出行，如同在沼泽地里行进，泥泞不堪不说，坑坑洼洼，老人孩子根本不敢走极其容易摔倒扭伤，安全隐患极大，消防通道路面也破损严重，居民多次向物业反映，居委会反映，办事处反映均无明确答复，推三阻四的相互推脱，就是不给修复，眼看春夏雷雨季节将至，恳请上级领导尽快未小区居民排忧解难，还居民一个安全的出行环境。,2020-03-28,2020-04-03
44,204国道石灰窑段噪音扰民 办理流程2020/3/9 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好！交通噪声不属于生态环境部门监管职责，建议您向交通运输部门反映。谢谢！ 我向交通运输局反映，他们回复一句G204（洋河崖桥至姜家洼子段）改造 工程（一期）已经取得环评，我还能怎么办？只能找你们？谁让你们在环评上盖章的？ 办理流程2020/3/19  青岛市生态环境局办公室（信访）  接收并查看了此信件。2020/3/27  青岛市生态环境局办公室（信访）  发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/27答复信息您好！感谢您对生态环境工作的关注！经调查，我局黄岛分局未受理石灰窑段拓宽道路的环评审批申请。就反映的问题，我局黄岛分局已对接交通部门进行调查处理。督促其尽快完善相关手续。在审批之前，严禁进行对周边有影响的施工，审批之后，将严格按照环评文件要求对施工造成的环境污染进行控制，加强监管力度。 什么时间能解决问题？,2020-03-27,2020-04-03
45,204（洋河崖桥至姜家洼子段）改造工程（一期）工程内容包括G204改道工程，石灰窑桥拓宽改造工程、薛家庄南桥拓宽改造工程三部分。G204改道工程起点为环台东路与S328黄张路交叉口，沿原环台东路线位向南，在环台东路与环台南路交叉口转向西，沿原换台南路线位，终于环台南路与原204国道平面交叉口，公路全长约3.58km，按照一级公路标准设计，设计速度80km/h，路面宽25.5m，红线宽33.5m，双向四车道，沥青混凝土路面。沿线敏感点有天龙花园（86.5m）、石梁杨村（117m）、阳光学苑（42.5m），沿线水体为错水河（40m，不穿越河流，位于错水河西侧200m范围内，饮用水水源二级保护区）。薛家庄改造方式为拆除现状右幅拱桥（宽7.5m）后原址新建13.5m的右半幅；并于原左幅桥左侧拼宽5.5m；建成后桥宽27m，桥梁长82.6m。项目跨越巨洋河（已调整为景观用水）石灰窑桥改造方式为于原左幅桥左侧拼宽17m；建成后桥宽34m，桥梁长52m。周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）；项目跨越巨洋河（已调整为景观用水）。项目总投资20429万元，其中环保投资约310万元。周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）你们怎么量出来的？ 办理流程2020/3/6 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！从项目环评单位了解到，关于项目离敏感点的具体距离，是环评单位根据桥梁设计图纸并聘请专业单位现场测量得出的。 请问是哪家专业单位？他们什么时间到现场测量的？石灰窑东村在哪儿？他们怎么量出来的20米？石灰窑北村在哪儿？他们怎么量出来的3米？石灰窑西村在哪里？他们怎么量出来的20米？去年起我多次反映这份环评存在很多错误，你们为什么置之不理？你们为什么不去现场调查？ 办理流程2020/3/19  青岛市生态环境局办公室（信访）  接收并查看了此信件。2020/3/27  青岛市生态环境局办公室（信访）  发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/27答复信息您好，感谢您对生态环境工作的关心和支持！我局黄岛分局日已对《青岛西海岸新区交通运输局G204（洋河崖桥至姜家洼子段）改造工程（一期）环境影响报告表暨饮用水水源保护区环境保护专章》进行了批复，该项目环评内容包括G204改道工程，石灰窑桥、薛家庄南桥2座桥梁拓宽改造工程三部分。根据环评报告以及申报材料，石灰窑桥扩宽新建半幅桥梁工程西边界距离石灰窑西村最近民房边界3m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑北村最近民房20m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑东村最近民房20m。根据《建设项目环境影响报告书（表）编制监督管理办法》，“第三条建设单位应当对环境影响报告书（表）的内容和结论负责；技术单位对其编制的环境影响报告书（表）承担相应责任”。为确保环评报告信息准确，我局再次与项目环评单位对接核实，经了解，在环评编制阶段，区交通运输局提供了“204国道（洋河崖桥-姜家洼子）段改造工程初步设计-石灰窑桥桥位布置图（带矢量坐标测绘底图）” （山东省交通规划设计院出具），敏感点与本工程距离等信息资料在设计图上读取，环评单位同时现场采用测距仪进行了测量。请您留下具体联系方式，便于我局了解项目具体位置，核实相关情况。 你们去实地看了吗？,2020-03-27,2020-04-03
序号,诉求,诉求时间,回复时间
46,204（洋河崖桥至姜家洼子段）改造工程（一期）工程内容包括G204改道工程，石灰窑桥拓宽改造工程、薛家庄南桥拓宽改造工程三部分。G204改道工程起点为环台东路与S328黄张路交叉口，沿原环台东路线位向南，在环台东路与环台南路交叉口转向西，沿原换台南路线位，终于环台南路与原204国道平面交叉口，公路全长约3.58km，按照一级公路标准设计，设计速度80km/h，路面宽25.5m，红线宽33.5m，双向四车道，沥青混凝土路面。沿线敏感点有天龙花园（86.5m）、石梁杨村（117m）、阳光学苑（42.5m），沿线水体为错水河（40m，不穿越河流，位于错水河西侧200m范围内，饮用水水源二级保护区）。薛家庄改造方式为拆除现状右幅拱桥（宽7.5m）后原址新建13.5m的右半幅；并于原左幅桥左侧拼宽5.5m；建成后桥宽27m，桥梁长82.6m。项目跨越巨洋河（已调整为景观用水）石灰窑桥改造方式为于原左幅桥左侧拼宽17m；建成后桥宽34m，桥梁长52m。周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）；项目跨越巨洋河（已调整为景观用水）。项目总投资20429万元，其中环保投资约310万元。周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）你们怎么量出来的？ 办理流程2020/3/6 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！从项目环评单位了解到，关于项目离敏感点的具体距离，是环评单位根据桥梁设计图纸并聘请专业单位现场测量得出的。 请问是哪家专业单位？他们什么时间到现场测量的？石灰窑东村在哪儿？他们怎么量出来的20米？石灰窑北村在哪儿？他们怎么量出来的3米？石灰窑西村在哪里？他们怎么量出来的20米？去年起我多次反映这份环评存在很多错误，你们为什么置之不理？你们为什么不去现场调查？ 办理流程2020/3/19  青岛市生态环境局办公室（信访）  接收并查看了此信件。2020/3/27  青岛市生态环境局办公室（信访）  发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/27答复信息您好，感谢您对生态环境工作的关心和支持！我局黄岛分局日已对《青岛西海岸新区交通运输局G204（洋河崖桥至姜家洼子段）改造工程（一期）环境影响报告表暨饮用水水源保护区环境保护专章》进行了批复，该项目环评内容包括G204改道工程，石灰窑桥、薛家庄南桥2座桥梁拓宽改造工程三部分。根据环评报告以及申报材料，石灰窑桥扩宽新建半幅桥梁工程西边界距离石灰窑西村最近民房边界3m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑北村最近民房20m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑东村最近民房20m。根据《建设项目环境影响报告书（表）编制监督管理办法》，“第三条建设单位应当对环境影响报告书（表）的内容和结论负责；技术单位对其编制的环境影响报告书（表）承担相应责任”。为确保环评报告信息准确，我局再次与项目环评单位对接核实，经了解，在环评编制阶段，区交通运输局提供了“204国道（洋河崖桥-姜家洼子）段改造工程初步设计-石灰窑桥桥位布置图（带矢量坐标测绘底图）” （山东省交通规划设计院出具），敏感点与本工程距离等信息资料在设计图上读取，环评单位同时现场采用测距仪进行了测量。请您留下具体联系方式，便于我局了解项目具体位置，核实相关情况。 环评上写的：周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）；项目跨越巨洋河（已调整为景观用水）。你们回复的：石灰窑桥扩宽新建半幅桥梁工程西边界距离石灰窑西村最近民房边界3m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑北村最近民房20m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑东村最近民房20m。石灰窑三个村在哪里你们都没弄清楚，石灰窑西村离204国道是3米还是20米？石灰窑北村离204国道是3米还是20米？石灰窑东村到底哪里？现在正在施工的路段离两侧民房距离更近，你们如何保证现在办环评就能没有错误？,2020-03-27,2020-04-03
47,204（洋河崖桥至姜家洼子段）改造工程（一期）工程内容包括G204改道工程，石灰窑桥拓宽改造工程、薛家庄南桥拓宽改造工程三部分。G204改道工程起点为环台东路与S328黄张路交叉口，沿原环台东路线位向南，在环台东路与环台南路交叉口转向西，沿原换台南路线位，终于环台南路与原204国道平面交叉口，公路全长约3.58km，按照一级公路标准设计，设计速度80km/h，路面宽25.5m，红线宽33.5m，双向四车道，沥青混凝土路面。沿线敏感点有天龙花园（86.5m）、石梁杨村（117m）、阳光学苑（42.5m），沿线水体为错水河（40m，不穿越河流，位于错水河西侧200m范围内，饮用水水源二级保护区）。薛家庄改造方式为拆除现状右幅拱桥（宽7.5m）后原址新建13.5m的右半幅；并于原左幅桥左侧拼宽5.5m；建成后桥宽27m，桥梁长82.6m。项目跨越巨洋河（已调整为景观用水）石灰窑桥改造方式为于原左幅桥左侧拼宽17m；建成后桥宽34m，桥梁长52m。周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）；项目跨越巨洋河（已调整为景观用水）。项目总投资20429万元，其中环保投资约310万元。周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）你们怎么量出来的？ 办理流程2020/3/6 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！从项目环评单位了解到，关于项目离敏感点的具体距离，是环评单位根据桥梁设计图纸并聘请专业单位现场测量得出的。 请问是哪家专业单位？他们什么时间到现场测量的？石灰窑东村在哪儿？他们怎么量出来的20米？石灰窑北村在哪儿？他们怎么量出来的3米？石灰窑西村在哪里？他们怎么量出来的20米？去年起我多次反映这份环评存在很多错误，你们为什么置之不理？你们为什么不去现场调查？ 办理流程2020/3/19 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/27 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/27答复信息您好，感谢您对生态环境工作的关心和支持！我局黄岛分局日已对《青岛西海岸新区交通运输局G204（洋河崖桥至姜家洼子段）改造工程（一期）环境影响报告表暨饮用水水源保护区环境保护专章》进行了批复，该项目环评内容包括G204改道工程，石灰窑桥、薛家庄南桥2座桥梁拓宽改造工程三部分。根据环评报告以及申报材料，石灰窑桥扩宽新建半幅桥梁工程西边界距离石灰窑西村最近民房边界3m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑北村最近民房20m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑东村最近民房20m。根据《建设项目环境影响报告书（表）编制监督管理办法》，“第三条建设单位应当对环境影响报告书（表）的内容和结论负责；技术单位对其编制的环境影响报告书（表）承担相应责任”。为确保环评报告信息准确，我局再次与项目环评单位对接核实，经了解，在环评编制阶段，区交通运输局提供了“204国道（洋河崖桥-姜家洼子）段改造工程初步设计-石灰窑桥桥位布置图（带矢量坐标测绘底图）” （山东省交通规划设计院出具），敏感点与本工程距离等信息资料在设计图上读取，环评单位同时现场采用测距仪进行了测量。请您留下具体联系方式，便于我局了解项目具体位置，核实相关情况。 你们去实地看了吗？ ,2020-03-29,2020-04-03
48,204国道石灰窑段噪音扰民 办理流程2020/3/9 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好！交通噪声不属于生态环境部门监管职责，建议您向交通运输部门反映。谢谢！ 我向交通运输局反映，他们回复一句G204（洋河崖桥至姜家洼子段）改造 工程（一期）已经取得环评，我还能怎么办？只能找你们？谁让你们在环评上盖章的？ 办理流程2020/3/19 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/27 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/27答复信息您好！感谢您对生态环境工作的关注！经调查，我局黄岛分局未受理石灰窑段拓宽道路的环评审批申请。就反映的问题，我局黄岛分局已对接交通部门进行调查处理。督促其尽快完善相关手续。在审批之前，严禁进行对周边有影响的施工，审批之后，将严格按照环评文件要求对施工造成的环境污染进行控制，加强监管力度。 什么时间能解决问题？ ,2020-03-29,2020-04-03
49,204（洋河崖桥至姜家洼子段）改造工程（一期）工程内容包括G204改道工程，石灰窑桥拓宽改造工程、薛家庄南桥拓宽改造工程三部分。G204改道工程起点为环台东路与S328黄张路交叉口，沿原环台东路线位向南，在环台东路与环台南路交叉口转向西，沿原换台南路线位，终于环台南路与原204国道平面交叉口，公路全长约3.58km，按照一级公路标准设计，设计速度80km/h，路面宽25.5m，红线宽33.5m，双向四车道，沥青混凝土路面。沿线敏感点有天龙花园（86.5m）、石梁杨村（117m）、阳光学苑（42.5m），沿线水体为错水河（40m，不穿越河流，位于错水河西侧200m范围内，饮用水水源二级保护区）。薛家庄改造方式为拆除现状右幅拱桥（宽7.5m）后原址新建13.5m的右半幅；并于原左幅桥左侧拼宽5.5m；建成后桥宽27m，桥梁长82.6m。项目跨越巨洋河（已调整为景观用水）石灰窑桥改造方式为于原左幅桥左侧拼宽17m；建成后桥宽34m，桥梁长52m。周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）；项目跨越巨洋河（已调整为景观用水）。项目总投资20429万元，其中环保投资约310万元。周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）你们怎么量出来的？ 办理流程2020/3/6 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！从项目环评单位了解到，关于项目离敏感点的具体距离，是环评单位根据桥梁设计图纸并聘请专业单位现场测量得出的。 请问是哪家专业单位？他们什么时间到现场测量的？石灰窑东村在哪儿？他们怎么量出来的20米？石灰窑北村在哪儿？他们怎么量出来的3米？石灰窑西村在哪里？他们怎么量出来的20米？去年起我多次反映这份环评存在很多错误，你们为什么置之不理？你们为什么不去现场调查？ 办理流程2020/3/19 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/27 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/27答复信息您好，感谢您对生态环境工作的关心和支持！我局黄岛分局日已对《青岛西海岸新区交通运输局G204（洋河崖桥至姜家洼子段）改造工程（一期）环境影响报告表暨饮用水水源保护区环境保护专章》进行了批复，该项目环评内容包括G204改道工程，石灰窑桥、薛家庄南桥2座桥梁拓宽改造工程三部分。根据环评报告以及申报材料，石灰窑桥扩宽新建半幅桥梁工程西边界距离石灰窑西村最近民房边界3m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑北村最近民房20m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑东村最近民房20m。根据《建设项目环境影响报告书（表）编制监督管理办法》，“第三条建设单位应当对环境影响报告书（表）的内容和结论负责；技术单位对其编制的环境影响报告书（表）承担相应责任”。为确保环评报告信息准确，我局再次与项目环评单位对接核实，经了解，在环评编制阶段，区交通运输局提供了“204国道（洋河崖桥-姜家洼子）段改造工程初步设计-石灰窑桥桥位布置图（带矢量坐标测绘底图）” （山东省交通规划设计院出具），敏感点与本工程距离等信息资料在设计图上读取，环评单位同时现场采用测距仪进行了测量。请您留下具体联系方式，便于我局了解项目具体位置，核实相关情况。 环评上写的：周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）；项目跨越巨洋河（已调整为景观用水）。你们回复的：石灰窑桥扩宽新建半幅桥梁工程西边界距离石灰窑西村最近民房边界3m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑北村最近民房20m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑东村最近民房20m。石灰窑三个村在哪里你们都没弄清楚，石灰窑西村离204国道是3米还是20米？石灰窑北村离204国道是3米还是20米？石灰窑东村到底哪里？现在正在施工的路段离两侧民房距离更近，你们如何保证现在办环评就能没有错误？ ,2020-03-29,2020-04-03
50,204（洋河崖桥至姜家洼子段）改造工程（一期）工程内容包括G204改道工程，石灰窑桥拓宽改造工程、薛家庄南桥拓宽改造工程三部分。G204改道工程起点为环台东路与S328黄张路交叉口，沿原环台东路线位向南，在环台东路与环台南路交叉口转向西，沿原换台南路线位，终于环台南路与原204国道平面交叉口，公路全长约3.58km，按照一级公路标准设计，设计速度80km/h，路面宽25.5m，红线宽33.5m，双向四车道，沥青混凝土路面。沿线敏感点有天龙花园（86.5m）、石梁杨村（117m）、阳光学苑（42.5m），沿线水体为错水河（40m，不穿越河流，位于错水河西侧200m范围内，饮用水水源二级保护区）。薛家庄改造方式为拆除现状右幅拱桥（宽7.5m）后原址新建13.5m的右半幅；并于原左幅桥左侧拼宽5.5m；建成后桥宽27m，桥梁长82.6m。项目跨越巨洋河（已调整为景观用水）石灰窑桥改造方式为于原左幅桥左侧拼宽17m；建成后桥宽34m，桥梁长52m。周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）；项目跨越巨洋河（已调整为景观用水）。项目总投资20429万元，其中环保投资约310万元。周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）你们怎么量出来的？ 办理流程2020/3/6 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！从项目环评单位了解到，关于项目离敏感点的具体距离，是环评单位根据桥梁设计图纸并聘请专业单位现场测量得出的。 请问是哪家专业单位？他们什么时间到现场测量的？石灰窑东村在哪儿？他们怎么量出来的20米？石灰窑北村在哪儿？他们怎么量出来的3米？石灰窑西村在哪里？他们怎么量出来的20米？去年起我多次反映这份环评存在很多错误，你们为什么置之不理？你们为什么不去现场调查？ 办理流程2020/3/19 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/27 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/27答复信息您好，感谢您对生态环境工作的关心和支持！我局黄岛分局日已对《青岛西海岸新区交通运输局G204（洋河崖桥至姜家洼子段）改造工程（一期）环境影响报告表暨饮用水水源保护区环境保护专章》进行了批复，该项目环评内容包括G204改道工程，石灰窑桥、薛家庄南桥2座桥梁拓宽改造工程三部分。根据环评报告以及申报材料，石灰窑桥扩宽新建半幅桥梁工程西边界距离石灰窑西村最近民房边界3m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑北村最近民房20m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑东村最近民房20m。根据《建设项目环境影响报告书（表）编制监督管理办法》，“第三条建设单位应当对环境影响报告书（表）的内容和结论负责；技术单位对其编制的环境影响报告书（表）承担相应责任”。为确保环评报告信息准确，我局再次与项目环评单位对接核实，经了解，在环评编制阶段，区交通运输局提供了“204国道（洋河崖桥-姜家洼子）段改造工程初步设计-石灰窑桥桥位布置图（带矢量坐标测绘底图）” （山东省交通规划设计院出具），敏感点与本工程距离等信息资料在设计图上读取，环评单位同时现场采用测距仪进行了测量。请您留下具体联系方式，便于我局了解项目具体位置，核实相关情况。 环评上写的：周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）；项目跨越巨洋河（已调整为景观用水）。你们回复的：石灰窑桥扩宽新建半幅桥梁工程西边界距离石灰窑西村最近民房边界3m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑北村最近民房20m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑东村最近民房20m。石灰窑三个村在哪里你们都没弄清楚，石灰窑西村离204国道是3米还是20米？石灰窑北村离204国道是3米还是20米？石灰窑东村到底哪里？现在正在施工的路段离两侧民房距离更近，你们如何保证现在办环评就能没有错误？ ,2020-03-30,2020-04-03
51,204国道石灰窑段噪音扰民 办理流程2020/3/9 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好！交通噪声不属于生态环境部门监管职责，建议您向交通运输部门反映。谢谢！ 我向交通运输局反映，他们回复一句G204（洋河崖桥至姜家洼子段）改造 工程（一期）已经取得环评，我还能怎么办？只能找你们？谁让你们在环评上盖章的？ 办理流程2020/3/19 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/27 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/27答复信息您好！感谢您对生态环境工作的关注！经调查，我局黄岛分局未受理石灰窑段拓宽道路的环评审批申请。就反映的问题，我局黄岛分局已对接交通部门进行调查处理。督促其尽快完善相关手续。在审批之前，严禁进行对周边有影响的施工，审批之后，将严格按照环评文件要求对施工造成的环境污染进行控制，加强监管力度。 什么时间能解决问题？ ,2020-03-30,2020-04-03
52,204（洋河崖桥至姜家洼子段）改造工程（一期）工程内容包括G204改道工程，石灰窑桥拓宽改造工程、薛家庄南桥拓宽改造工程三部分。G204改道工程起点为环台东路与S328黄张路交叉口，沿原环台东路线位向南，在环台东路与环台南路交叉口转向西，沿原换台南路线位，终于环台南路与原204国道平面交叉口，公路全长约3.58km，按照一级公路标准设计，设计速度80km/h，路面宽25.5m，红线宽33.5m，双向四车道，沥青混凝土路面。沿线敏感点有天龙花园（86.5m）、石梁杨村（117m）、阳光学苑（42.5m），沿线水体为错水河（40m，不穿越河流，位于错水河西侧200m范围内，饮用水水源二级保护区）。薛家庄改造方式为拆除现状右幅拱桥（宽7.5m）后原址新建13.5m的右半幅；并于原左幅桥左侧拼宽5.5m；建成后桥宽27m，桥梁长82.6m。项目跨越巨洋河（已调整为景观用水）石灰窑桥改造方式为于原左幅桥左侧拼宽17m；建成后桥宽34m，桥梁长52m。周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）；项目跨越巨洋河（已调整为景观用水）。项目总投资20429万元，其中环保投资约310万元。周边的敏感点主要是石灰窑北村（3m）、石灰窑西村（20m）、石灰窑东村（20m）你们怎么量出来的？ 办理流程2020/3/6 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！从项目环评单位了解到，关于项目离敏感点的具体距离，是环评单位根据桥梁设计图纸并聘请专业单位现场测量得出的。 请问是哪家专业单位？他们什么时间到现场测量的？石灰窑东村在哪儿？他们怎么量出来的20米？石灰窑北村在哪儿？他们怎么量出来的3米？石灰窑西村在哪里？他们怎么量出来的20米？去年起我多次反映这份环评存在很多错误，你们为什么置之不理？你们为什么不去现场调查？ 办理流程2020/3/19 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/27 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/27答复信息您好，感谢您对生态环境工作的关心和支持！我局黄岛分局日已对《青岛西海岸新区交通运输局G204（洋河崖桥至姜家洼子段）改造工程（一期）环境影响报告表暨饮用水水源保护区环境保护专章》进行了批复，该项目环评内容包括G204改道工程，石灰窑桥、薛家庄南桥2座桥梁拓宽改造工程三部分。根据环评报告以及申报材料，石灰窑桥扩宽新建半幅桥梁工程西边界距离石灰窑西村最近民房边界3m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑北村最近民房20m，石灰窑桥扩宽新建半幅桥梁工程东边界（新桥和老桥交接线处）距离石灰窑东村最近民房20m。根据《建设项目环境影响报告书（表）编制监督管理办法》，“第三条建设单位应当对环境影响报告书（表）的内容和结论负责；技术单位对其编制的环境影响报告书（表）承担相应责任”。为确保环评报告信息准确，我局再次与项目环评单位对接核实，经了解，在环评编制阶段，区交通运输局提供了“204国道（洋河崖桥-姜家洼子）段改造工程初步设计-石灰窑桥桥位布置图（带矢量坐标测绘底图）” （山东省交通规划设计院出具），敏感点与本工程距离等信息资料在设计图上读取，环评单位同时现场采用测距仪进行了测量。请您留下具体联系方式，便于我局了解项目具体位置，核实相关情况。 你们去实地看了吗？ ,2020-03-30,2020-04-03
