序号,诉求,诉求时间,回复时间
12,青岛妇女儿童医院医生态度服务差，一天换两个医生挂两次号，很不合理！我们想一天把病看完，上午挂号了看病拍片，下午换了医生就必须重新挂号！而且态度不好，建议有关部门调查清楚,2020-03-23,2020-04-02
13,因山东和陕西的健康码还未互认，父母需要从陕西省汉中市来西海岸新区，父母身体健康，无异常症状，请问隔离是居家隔离还是集中隔离？另外陕西和山东的健康码什么时候才能互认？,2020-03-24,2020-04-02
14,南方很多地方的游泳池已经可以游泳了，为什么青岛市还不开放？请尽快开放！,2020-04-01,2020-04-02
15,我弟弟候强经确诊为结核性胸膜炎，颈椎胸椎结核，在青岛市胸科医院治疗了1个多月，由于当地外科还在建设中，我们出院到济南市胸科医院治疗，医保卡报备已通过，但是在济南市胸科医院审核中也不知道医生哪一块弄错了上传了撤不回来，说给反馈了还没回复，我们都不明白怕影响住院治疗非常着急，急需帮助，谢谢,2020-04-01,2020-04-02
序号,诉求,诉求时间,回复时间
16,如果开学了难保有孩子不普通感冒发烧，现在这种情况下，学校肯定要求去医院，可家长怕去医院交叉感染啊，这怎么好,2020-04-01,2020-04-02
17,"核酸检测点工作人员允许外国人插队，外国人辱骂国人，chinese get out 是中国人滚出去的意思，这已经是辱华言论，这已经不是卫生部门的职责了, 我们虽喊着大青岛， 但某些人心底却还是德占区， 请对这起事件的相关责任人和侮辱中国人的外国人做出相应的处理，谢谢",2020-04-02,2020-04-02
18,最近微信上传言：“今日市北区新增四例聚集性确诊病例，居即墨路街道晓港名城二期家庭成员四人，奥地利籍男性38岁，中国山东籍40岁女性，奥地利籍10岁男性，奥地利籍8岁男性。流行病学调查初步显示为境外输入病例。该四例确诊病例3月8日从奥地利维也纳出发，先后由英国伦敦、北京转机，3月9日抵达青岛流亭国际机场，乘坐出租车回家。此后自行居家隔离。3月17、18日奥地利籍两名男童先后出现发热、咳嗽症状，其母中国山东籍40岁女性违反居家隔离管理规定，未对社区进行通报，于18日14：00、19日9：00、14：00多次步行至海逸景园4号楼诊所购买药品。3月24日奥地利籍38岁男性因尿路结石急性发作，自行拨打120救护车至青岛市市立医院本部就诊。来院时因已过14天隔离期并无发热症状，收入急诊留观病房。3月26日40岁中国籍女性出现发热症状，自行乘坐出租车就诊于青岛市市立医院本部发热门诊，核酸检测阳性。紧急检测其他家庭成员，发现上述三位男性密切基础者均为阳性，现已转至我院确诊病房隔离观察。现该病例初步调查涉及密切接触者69名，4名为38岁奥地利籍男性父母2人，居即墨路街道前进嘉苑3号楼；其姐、姐夫2人，居即墨路街道海逸景园8号楼，均已转运至市北区馆陶路2号医学集中隔离点进行医学隔离观察。其余65名密切接触者为青岛市市立医院本部当日急诊留观患者、家属及医护人员，均已转运至市北区馆陶路2号医学集中隔离点进行医学隔离观察。”即墨路街道办事处出来辟谣说不属实！可是不能就这样算了啊！公安网警执法部门应该查出谣言编造着，严肃处理并向市民通报，杜绝此类违法行为，减少市民恐慌，助力复工复产！,2020-03-31,2020-04-02
19,我3月28日预约的口罩经查己成功，为什么到今天还未通知我取口罩？,2020-04-01,2020-04-02
20,网传如下内容，造成市民恐慌，请问是否为真？若为假，内容非常具体，若为真为何官方未见通报？今日市北区新增四例聚集性确诊病例，居即墨路街道晓港名城二期家庭成员四人，奥地利籍男性38岁，中国山东籍40岁女性，奥地利籍10岁男性，奥地利籍8岁男性。流行病学调查初步显示为境外输入病例。该四例确诊病例3月8日从奥地利维也纳出发，先后由英国伦敦、北京转机，3月9日抵达青岛流亭国际机场，乘坐出租车回家。此后自行居家隔离。3月17、18日奥地利籍两名男童先后出现发热、咳嗽症状，其母中国山东籍40岁女性违反居家隔离管理规定，未对社区进行通报，于18日14：00、19日9：00、14：00多次步行至海逸景园4号楼诊所购买药品。3月24日奥地利籍38岁男性因尿路结石急性发作，自行拨打120救护车至青岛市市立医院本部就诊。来院时因已过14天隔离期并无发热症状，收入急诊留观病房。3月26日40岁中国籍女性出现发热症状，自行乘坐出租车就诊于青岛市市立医院本部发热门诊，核酸检测阳性。紧急检测其他家庭成员，发现上述三位男性密切基础者均为阳性，现已转至我院确诊病房隔离观察。现该病例初步调查涉及密切接触者69名，4名为38岁奥地利籍男性父母2人，居即墨路街道前进嘉苑3号楼；其姐、姐夫2人，居即墨路街道海逸景园8号楼，均已转运至市北区馆陶路2号医学集中隔离点进行医学隔离观察。其余65名密切接触者为青岛市市立医院本部当日急诊留观患者、家属及医护人员，均已转运至市北区馆陶路2号医学集中隔离点进行医学隔离观察。,2020-03-31,2020-04-01
21,打电话询问李沧区九水路街道上流家园社区询问宝宝可以打疫苗的时间，之前因为孩子感冒有一针没打，被告知暂时不打，等市里通知，青岛市只通知给一岁之前的宝宝打针。但是朋友有同龄的孩子已经开始打疫苗了，请问关于儿童疫苗接种何时恢复？,2020-03-30,2020-03-31
22,您年领导，问一下考过了中西医结合执业医师，注册过程中有3个专业可选。1中西医结合专业2中西医结合（全科）3中西医结合（精神）。可以选择注册中西结合全科吗？有什么限制？听别人说只能注册1中西医专业。这三个可以同时注册吗？,2020-03-27,2020-03-31
23,疫情期间，有的工作人员工作不负责，在这里我要投诉两名中心医院女工作人员，她们是位于市北区四流南路的青岛市中心医院的新门诊楼的一楼大厅的入口处，靠右手边的两名女的（都戴着眼镜）负责登记的医护人员。这两个女工作人员太不负责，这两个人只顾聊天，工作态度不负责任，并且也没有礼貌。疫情期间，身为中心医院的医护人员，竟然如此的懈怠，我们建议中心医院应该严肃处理这两个人。,2020-03-27,2020-03-31
24,领导您好，上次我反应过高新区社区医院的问题，这次我还想再问一下，高新区有没有规划类似于青医附院的医院？高新区社区医院也可以说整个城阳区的医院，都不能使人满意。看病要去市南市北才放心。请重视一下我们高新区人民的医疗卫生问题。医疗卫生条件不好，难道要引进的人才也跟我们一样，跑出去看病？高新区的社区医院，我是去一次再也不想去第二次。令人失望。,2020-03-25,2020-03-31
25,八医中医科隔物灸采购管理混乱，没有按照正规招标采购流程购买隔物灸，一切使用采购管理都是科主任自己说了算，而且只从特定一家公司购买，流程也极不正规，此现象已存在多年，相关管理人员也置若罔闻，是否存在其他不按流程采购的中医产品及相关负责人员和相关管理人员违规违法行为，请计委领导明察,2020-03-22,2020-03-31
26,青岛胶州中心医院院内停着的黑救护车司机利用医院个别人的关系挂着中心医院项目部的旗号，其实车不是中心医院的，串通物业公司主管部门垄断，控制病号出院入院转院的运输业务，美其名曰便民服务车，其实就是搞非法营运，而且私自改装车辆，容易给病人造成二次伤害的风险，并且乱收费。,2020-03-16,2020-03-31
27,件内容农商银行乱收费问题，开始告诉我是乱收费给我，赔礼道歉，现在又不承认，告诉我需要收费，希望有关部门详细调查，结果告诉我。我的卡号是900开头的。,2020-03-31,2020-03-31
28,本人在2014年-2016年间在青岛市市北区牙博士做过牙齿矫正治疗，但并未达到治疗目标，牙齿看似整齐但咬合情况较之前更差。本人当时并未同意结束治疗，但牙博士以目测整齐为由结束治疗，并表示咬合问题后期慢慢会自行改善。但在此过程至结束治疗期间，牙博士并未出示本人的治疗方案、治疗记录。而由于本人在2016年6月怀孕，后期对诊疗情况没有做任何追责，也没有收到牙博士复查及二次治疗通知。由于咬合情况愈加恶化，2019年7月本人再次与牙博士取得联系，表示要做二次治疗，经一系列沟通在2019年8月与牙博士主治医生王芸确认可以通过隐形矫正达到矫正目的，因距前次矫正已过三年，经综合考量便未对前次矫正问题进行追责，且在其一再建议下完成隐形矫正缴费14250元（共计16000元，后续补齐），但后续牙博士陆续给出治疗方案3次皆不合理后，主治医生王芸又告知隐形矫正不能解决本人的牙齿矫正问题，将隐形矫正方式改为传统矫正，两种方案之前报价差异较大，费用退减问题却不再提及。在做传统矫正第二次面诊时本人要求由主治医生进行诊治，主治医生却以问题很小等原因十分不耐烦不愿治疗，将我交由实习医生治疗。在经历之前矫正失败、再到二次治疗时治疗方案频繁更改以及医生态度等问题，让我对牙博士医师医疗水平产生怀疑，对二次矫正也失去了信心，便提出结束治疗要求退费的要求。但在退费过程中牙博士前后说辞不一，第一次协商时牙博士要求在已缴14250元中扣除3000元传统矫正材料费，本人不予认同，因为只去了三次仅仅在牙齿上贴了几个贴片。第二次协商时牙博士将要扣除的3000元改为隐形矫正方案费，但请问隐形矫正方案并未采用且最终改为传统治疗，为何要收取隐形矫正的方案费用？之后本人便与牙博士进行长达半年的拉锯协商，但该商家缺乏诚信，我前后三次与牙博士负责人联系，两次与牙博士前台联系，一次与经理人联系都表示要协商退费，但实际却无人应我诉求。且牙博士向我出示的隐形矫正与传统矫正价格存在问题，在更换诊疗方案为传统矫正后表示二者价格皆为16000元，并表示退费可以但要扣除的3000元的方案费用，这明显属于乱收费。本人于2020年3月份拨打12315投诉牙博士，12315委托青岛市市北区卫生局处理协商，被告知市北区卫生局权限为处理10000元以内的投诉，让我转由向市局投诉，且市北区卫生局接到牙博士的反馈是其并不知情本人有退费的要求，该行为属恶意欺骗政府部门，最终投诉协商未果。本人诉求：青岛市牙博士回应本人关于退费事宜，并积极处理退费，剔除乱收费项目。青岛市牙博士对本人因第一次牙齿矫正遗留问题出具解决方案。请相关部门对其乱收费问题进行调查取证。请相关部门加强该类整形机构的监管。,2020-03-25,2020-03-30
29,湖北籍武汉人员和非武汉人员是否能返青？若能够，需要哪些证明材料。,2020-03-30,2020-03-30
30,你好，2019年通过的执业医师考试，今年到底几月份发放医师资格证书？去哪里领取，具体地址，谢谢,2020-03-28,2020-03-30
序号,诉求,诉求时间,回复时间
31,深圳市宝安区医院体检科已经对个人放开核酸检测，青岛不是学深圳赶深圳吗，什么时候也有医院非发热门诊可以放开对个人用户的核酸检测？,2020-03-24,2020-03-30
32,青岛西海岸发布微信公众平台发布的信息：入境发现的新冠肺炎患者及密切接触者安排到西海岸新区集中隔离点进行治疗、隔离，我想问一下这是出于何种考虑，机场并不在西海岸，病例也不是西海岸发现的，为什么要放在西海岸医院进行隔离治疗，还不只这一次，之前有过其他区转院到西海岸的情况。请问这样安排的目的是什么？希望有关领导能给解释一下。是不是以后出现类似未知传染病情况都要先放到西海岸进行集中隔离治疗？,2020-03-25,2020-03-27
33,真是活久见，每次中午到灵山医院买药 收款窗口都没有收钱的，总要等大夫看完其他病人慢腾腾的来给我收，这么冷的天站在窗口面前浪费我很多时间真是气死我了，我在厂子上班就中午有点时间还的赶回家给老人做饭，时间很紧 还有一次我没带现金一位身材矮小的女大夫还不会收我微信白跑一趟，真是活久见灵山医院收钱的都死光了吗连个人影都没有 灵山医院是不是要倒闭了？没有领导管事了？那些管收钱的中午都跑哪儿去了？    希望当官的赶快出来管管,2020-03-20,2020-03-27
34,我于昨天由青岛入境。机场情况异常混乱，从落地后就没有任何沟通，什么流程，如何安排，零信息。检测取样多人在同一个狭小空间进行，交叉感染概率极大。工作人员取样后不换手套。机场各部工作人员一问三不知，都说找下一个部门的工作人员问。隔离在哪里，多久，什么条件一概无人知晓。机场人员说问司机，司机说问宾馆，宾馆说要请示领导。这些情况给希望配合隔离政策的人也造成巨大困难。还有一些不会中文的外国人更加迷茫。到达隔离点后工作人员没有基本的训练，行李消毒不到位。负责登记的人员居然看着我的中国护照问我的国籍是什么。。每个人房间里有一个蓝色桶装水，但居然都是开封的拿塑料盖着口，不知多久的。有人喝了以后今天出现腹泻。房间有异味，没有酒精消毒用品或者纸巾之类的基本用品。昨天晚餐是晚上十点左右到的，今天早晨是十点半到的，现在下午一点没有午餐的信息，晚上有没有饭也不知道。工作人员禁止外卖和快递。所以我们想自费解决问题也没办法。,2020-03-21,2020-03-26
35,黄岛中医医院icu.1:多重耐药菌病人、和普通病人未分离。2:收治病人超出实际床位。3:护士人数与实际床位数之比低于3:1。,2020-03-25,2020-03-26
36,达因伊可新  维生素AD滴剂有时候报销有时候不报销，今年2020年社区医院说医保要求今年不报销？请问孩子吃的这个伊可新什么原因不报销了，有替代的可报销的药品吗？李沧区大枣园社区医院答复此药品不报销，请青岛市相关单位落实处理，尽快恢复相关药品医疗报销问题。以上,2020-03-25,2020-03-26
37,今年青岛的基层医疗卫生机构是否也会进行扩招,2020-03-26,2020-03-26
38,自来水公司胶州路收费处只收现金，不支持微信，支付宝等支付方式导致居民不方便，这不利于疫情的防空，只收现金增加了密切接触度，增加了疫情风险,2020-03-12,2020-03-26
39,青大附院西海岸院区已经人满为患，请问何时进行二期建设？,2020-03-23,2020-03-26
40,学护理，想考编。请问市立医院、社区卫生院什么时候招聘呢？挺急的，在线等,2020-03-25,2020-03-26
41,我想市政府也应该知道青岛人的性格，尤其是中年人，不到死的那一天，他们即使出现轻微症状，比如乏力、轻微咳嗽、胸口疼痛等等，都不会主动去医院就医的，也有害怕交叉感染的成分在里面，可是核酸检测现在除了发热门诊，其他机构只对单位开放不对个人开放，万一这些拒绝就诊或者独居的人里面真的有感染者怎么办？,2020-03-23,2020-03-26
42,领导你好，我户籍是湖北籍，目前在青岛居家定居，年前1月22号回到湖北省襄阳市枣阳市过年，因疫情滞留至今，滞留期间严格居家，身体健康，无发烧，乏力等症状，湖北底风险地区已经解封，开通点对点包车，本人已向居住地居委会报备，最近可能会返青，最近公司让尽快返青复工，请问现在青岛对于湖北过去的人员是什么政策，是居家隔离，还是需要自费酒店隔离？还是去医院做核酸检测？,2020-03-20,2020-03-26
43,你好，我刚才预约了口罩，我的身份证，电话都写对了，但是我的姓名写错了咋办呀，已经预约成功了，能取消吗,2020-03-26,2020-03-26
44,青岛市新冠肺炎疫情防控指挥部印发通知。所有青岛入境人员不分目的地，一律就地隔离，全部做核酸检测。14日内从其他口岸入境进青人员，全部集中隔离观察，全部做核酸检测。所有青岛入境的境外输入病例一律就地治疗。,2020-03-26,2020-03-26
45,青岛市新冠肺炎疫情防控指挥部印发通知。所有青岛入境人员不分目的地，一律就地隔离，全部做核酸检测。14日内从其他口岸入境进青人员，全部集中隔离观察，全部做核酸检测。所有青岛入境的境外输入病例一律就地治疗。,2020-03-26,2020-03-26
序号,诉求,诉求时间,回复时间
46,青岛市新冠肺炎疫情防控指挥部印发通知。所有青岛入境人员不分目的地，一律就地隔离，全部做核酸检测。14日内从其他口岸入境进青人员，全部集中隔离观察，全部做核酸检测。所有青岛入境的境外输入病例一律就地治疗。,2020-03-26,2020-03-26
47,前几次买的口罩都送到了，怎么3月23号买的没有呢，不知道找什么地方只能在这里留言了。,2020-03-26,2020-03-26
48,3.19从青岛政务网预约的口罩，至今没有接到任何通知。无论配送与否，都希望有关部门，可以有始有终，有回应。谢谢。,2020-03-24,2020-03-25
49,我觉得现在成人口罩已经不那么紧俏了，反倒是儿童口罩买不到，,2020-03-24,2020-03-25
50,尊敬的领导：您好，为了节约您的时间，先说一下我咨询的问题。1:我们3月26日机票航班号JD472，温哥华飞往青岛，我们已经跟淄博市、区、镇、村每一级报备协商好，派车去青岛接我们回淄博隔离。请问可以回淄博隔离吗？2:我们带有一个两岁一个三岁的加拿大籍儿童，如果在青岛统一隔离，两个孩子吃饭成问题，而且我们两个孩子肠胃不好，在家里都是单独给他们做饭，很怕在隔离期间吃不好肠胃闹老毛病，不想在疫情期间占用医生们宝贵时间，也很害怕因为肠胃问题去医院增加感染风险。3:我们大人无所谓，只是很担心两个小孩的吃饭问题，我们并不是因为疫情躲到国外，我们于12月底去加拿大探亲，后因为疫情困在国外，现因先生工作必须返回国内，无奈之举带两个孩子返回祖国，在此占用国家资源很抱歉。    希望领导能给我们回淄博隔离的机会，我们一定严格遵守国家政策进行隔离。这样我们家人给我们两个孩子送饭会更容易些，在青岛举目无亲，两个孩子吃饭受限，请领导体会一下一个做母亲的心。      耽误领导时间，很抱歉。也希望能尽快得到您的回复。祝工作顺利，生活愉快。,2020-03-22,2020-03-25
51,我有执业兽医师资格证，现在朋友找我到他的诊疗机构上班，听说从事动物诊疗还要注册，是必须的吗？,2020-03-25,2020-03-25
52,手机预约不到口罩,2020-03-22,2020-03-25
53,黄岛中医医院icu.1:多重耐药菌病人、和普通病人未分离。2:收治病人超出实际床位。3:护士人数与实际床位数之比低于3:1。,2020-03-25,2020-03-25
54,黄岛中医医院icu.1:多重耐药菌病人、和普通病人未分离。2:收治病人超出实际床位。3:护士人数与实际床位数之比低于3:1。,2020-03-25,2020-03-25
55,黄岛中医医院icu.1:多重耐药菌病人、和普通病人未分离。2:收治病人超出实际床位。3:护士人数与实际床位数之比低于3:1。,2020-03-25,2020-03-25
56,黄岛中医医院icu.1:多重耐药菌病人、和普通病人未分离。2:收治病人超出实际床位。3:护士人数与实际床位数之比低于3:1。,2020-03-25,2020-03-25
57,自己没预约口罩，却显示一周只能预约一次,2020-03-11,2020-03-25
58,现在从山东省菏泽市东明县回青岛西海岸新区还需要隔离两周吗？无武汉接触史，从过年至今一直在东明老家没出去去过，无法热咳嗽症状，准备自驾回青岛，请问是否还需要再隔离两周？,2020-03-18,2020-03-25
59,青岛应该加强传染病医疗的建设了，我孩子去年肺结核在青岛 只开药在家吃 什么建议都没，连确诊都确诊不了，而且除了四医 青岛所有医院都拒收，后来自行去的济南，切除了一叶肺，终于保住性命了[允悲]         还有在济南是两家医院同时治疗 济南儿童做检查 手术，省胸科医院住院 ，造成两家医院同时住院，医保只能把其中一家作为未转诊报销.....,2020-03-13,2020-03-25
60,喉咙不舒服，嗓子有东西感觉咽不下去。胸部CT，甲状腺都做过检查没问题。吃了半个月治疗咽炎的药不见好转。想做一个喉镜看看是不是张了东西。各大医院都不能做。万一延误病情怎么办。向有关部门求助一下，希望有没有什么好的解决办法。特殊时期不能做检查也是为了保护大家。但是病人焦急的心情希望也能体谅,2020-03-13,2020-03-25
序号,诉求,诉求时间,回复时间
61,即墨大华正信小区，于2020年3月19日下午5时许，被区政府（不知是开发区政府还是即墨区政府）安排一日本人（实际是一远嫁日本15年的中国女人），在东区37号楼3单元202户“居家”隔离，其实这也不是她的房子，不是她的家，她的房子在信特名苑，她不是中国公民，为什么被安排在这样一个约1700户5000余人的居民小区隔离，为什么不集中到宾馆隔离，即墨区不是将入境的韩国人集中隔离在锦茂宾馆吗？这个日本人为什么搞特殊？难道是区政府与居委会的主任王自涛就决定了安排在这里隔离？此事未同业主协商，我们全体业主坚决不同意，第一：她不是大华正信花园的居民，第二：她是来华的外国人，第三：她与华人归国不同，第四：一个在日本定居15年并取得日本国籍的女人单单在疫情这么紧张的时刻来华，干什么？值得我们深思，要慎重处理啊！要慎之又慎，不要象蒋超良、马国强一样犯了麻痹大意的错误。青岛市官方规定对入境人员中的“四类情形”，一律实行集中隔离或留观：\u3000\u3000一是有疫区旅行史或居住史并有发热或呼吸道症状的；\u3000\u3000二是与新型冠状病毒感染者有接触史的；\u3000\u3000三是所乘坐交通工具中出现发热病例的；\u3000\u3000四是在现场检疫查验中检测有发热或呼吸道症状的。现在关键问题是她来自疫区这是确定的，但有谁知道她有没有接触史？有没有呼吸道症状？不要心存侥幸，恳请即墨区政府领导还是将其集中到宾馆隔离为好，为了降低风险远离这样人口稠密的居住区好吗？如果真的造成疫情传播的话，到时候什么都来不及了。急急急！,2020-03-19,2020-03-24
62,今下午挂号去青大附院市南院区泌尿外科看病，六楼泌尿外科护士询问近期14天有无出过青岛，我回答上周日去了趟济南。被告知只要出青岛回来就要隔离14天，14天后再来看病。青岛市有这规定么？一楼门诊服务台也是这么说。,2020-03-18,2020-03-24
63,转市卫健委。新冠肺炎教训惨痛，能否重启位于市民健康中心的传染性综合医院作为传染病治疗中心？(原计划市传染病医院)？另外健康中心计划2020年建设的综合征医院今年能否按时开工？是康复大学附属医院还是青大附院？住院病房是否同步建设？,2020-03-20,2020-03-24
64,当前情况下，培训如何规避新冠肺炎感染风险？,2020-03-24,2020-03-24
65,请问领导，在我们大中国，有那家医院，出院必须物业提供车辆。美名其曰，便民服务车。请问谁给他们的权力。本身老百姓住院，花费很大，出院还要被他们操控。,2020-03-18,2020-03-24
66,请问领导，在我们大中国，有那家医院，出院必须物业提供车辆。美名其曰，便民服务车。请问谁给他们的权力。本身老百姓住院，花费很大，出院还要被他们操控。,2020-03-18,2020-03-24
67,请问领导，在我们大中国，有那家医院，出院必须物业提供车辆。美名其曰，便民服务车。请问谁给他们的权力。本身老百姓住院，花费很大，出院还要被他们操控。,2020-03-18,2020-03-24
68,疫情期间实习生2月未上班 该如何支付这期间工资,2020-03-24,2020-03-24
69,晚上到西海岸新区中心医院住院部看病，病房墙上的挂号交款机坏了，好像没纸了，其他科室锁门不让进去使用他们里面的挂号交款机，去门诊大厅交的钱，又被测体温，不但多走路，还有被感染的风险。能不能在一楼住院处大厅安放一台台式的挂号交款机？医师交代让预约挂号，再次就诊取号，但是病房墙上的挂号交款机不能预约挂号，也不能取号？能不能给墙上的挂号交款机增加预约挂号盒取号功能？,2020-03-16,2020-03-24
70,我于3月17日在政务网订购了由顺丰配送的口罩，今天使用时发现口罩质量非常差，又软又薄又小，实在怀疑它能不能起到应有的防护作用。大家把疫情下的防疫工作比作打仗，那么防疫用品应该就是我们的武器了吧，可我们拿着劣质武器打得赢吗？恳请调查并予以答复。谢谢 ！,2020-03-21,2020-03-24
71,请问市北区新冠肺炎防疫咨询电话是多少？,2020-03-24,2020-03-24
72,强制入境转机乘客 高价自费隔离。没有钱 挨冻 即将冻感冒。打电话 无人问津 都不负责 ,2020-03-22,2020-03-24
73,喉咙不舒服，嗓子有东西感觉咽不下去。胸部CT，甲状腺都做过检查没问题。吃了半个月治疗咽炎的药不见好转。想做一个喉镜看看是不是张了东西。各大医院都不能做。万一延误病情怎么办。向有关部门求助一下，希望有没有什么好的解决办法。特殊时期不能做检查也是为了保护大家。但是病人焦急的心情希望也能体谅,2020-03-13,2020-03-24
74,我要投诉胶州中心医院原医务科主任王善良，王现在药房主任，作为一个科主任，一个党员，应该以身作则，政治品德高尚，他经常对女下属女同事动手动脚，抚摸女同事女下属，这样的人怎么担任科主任？院领导有没有责任？希望院领导，卫生局的领导，能够彻查此事，并且只要下一次王再对我动手动脚，现在都有监控，都有手机，我第一时间把视频曝光，并且上报青岛市纪委，让青岛纪委看看，胶州中心医院，就让这样的人担任领导职务的？,2020-03-12,2020-03-23
75,政府预约口罩极大缓解了口罩紧张，随着口罩产能加大，很多地方能买到口罩，建议政府预约口罩一次只能预约五只，不能改成预约十只？,2020-03-23,2020-03-23
