序号,诉求,诉求时间,回复时间
11,村里办卡的商用饮水机一直有水，村民的生活用水每天只出水几分钟，这到底是为什么？利益至上？？？？？有很多老人用水都不方便，希望不要只顾利益，先把村民基本生活用水解决一下,2020-04-03,2020-04-07
12,前天晚上七点半我在沧口下街，德佰利超市买了六个鹅蛋，价格应该是各超市里最贵的但是只要新鲜我也就买了，平均一个月5.5元！今天早上做饭发现臭了一个，搞得连饭都没吃好！这种情况怎么处理？,2020-03-28,2020-04-07
13,西元庄商品房小区绿化没人维护，旱死了！！！社区书记不作为，物业经理不作为！！！,2020-03-29,2020-04-07
14,本应停热了，很担心这乍暖还寒的天气老年人会受不了，但今天家里的暖气片还是温热的，心里也很温暖，谢谢！为供热企业点赞！,2020-04-06,2020-04-07
15,现在开通的短信提示电费，只告知用户用电量和缴费金额，能不能再加上每次用电量的始止数，方便用户核对。,2020-04-03,2020-04-07
序号,诉求,诉求时间,回复时间
16,鑫江水青木华四期经常停水，在不通知小区业主的情况下随时都有停水的状况。水系注水影响业主用水都不提前通知业主，洗衣做饭，入厕都是问题。昨晚到现在一直停水，疫情期间老人孩子在家居多，影响业主正常生活。如果鑫江集团没有稳定的用水水源，是否可以使用青岛市的水源，我们需要正常的生活用水，希望市领导为我们解决一下难题，期待我们生活质量。,2020-03-27,2020-04-07
17,海信广场附近人行道缺的应该是雨水篦子，还不是古力盖，不止一个，存在安全隐患,2020-04-06,2020-04-07
18,湖北的回胶州居家隔离政府有补贴吗,2020-04-02,2020-04-03
19,李哥庄水岸绿城电费代缴方是不是应该给我们核对每次的表底数而不是说多少度电就多少度电,2020-04-02,2020-04-03
20,隔离人员的饮用水是自己掏钱买吗？为什么水都不管了？桔子酒店,2020-04-03,2020-04-03
21,请问东郭庄地铁站的高压线入地，有没有规划？,2020-03-25,2020-04-03
22,2020/4/2信件内容：我去找了，社区主任让俺去物业，物业经理说永乐路属于老百姓集体自治。后又去找主任又让去找交警，杭州路交警张主任又让俺去找原武警消防，我去了就说我说话声音大了不好意思，你要解决问题的！结果110让他叫去了，最后就说12345。办理流程：2020/4/2  青岛市政府办公厅政务服务热线办公室  接收并查看了此信件。2020/4/2  青岛市政府办公厅政务服务热线办公室  将此信件交予  青岛市公安局民生警务办公室  办理。之后我又去找特二消防队北岭那个，因为要去北岭车管所学习考试内容。遇到二楼长官，长官所言去找海润自来水，杭州路1号海润自来水刘领导信访则说，他是把俺当消防部门了，俺是自来水公司不是消防部门。找俺没用，杭州路1号广饶路128号，太平路水务，宁国路水务你都找了找不出来的。人民政府,2020-04-02,2020-04-03
23,各位市领导您好，由于黄岛区隐珠街道王戈庄七居委主要街道封闭，造成我们商户至今无法正常运转，之前我们商户有过多次12345热线投诉，一个多星期过去了，至今都未得到任何相关处理和回复！在此就想弱弱的问一下咱领导，防控疫情有关文件不是要求，防控与经济并发展？我们连生活都担忧，还怎么发展？主要针对有疫情小区进行封闭，而咱黄岛区是小区就封，是街道就堵……眼下到四月份了，黄岛区集市都开通了好几个，我想说还让不让我们这条街得商户活了？？这是最后一次恳请咱领阅读此案件了，如果说就连咱市领导也官官相护的话，我们商户也只好绕路找省领导为我商户做主，如果不是为了生活，又有谁愿意这样低三下四的哭求,2020-03-29,2020-04-02
24,如今疫情当下日子不好过啊。,2020-04-02,2020-04-02
25,在城阳区水电安装材料JDG管要求送检吗？,2020-03-31,2020-04-02
26,王台镇鑫源小区（供销社小区），电费每月还是得去供销社交，别的小区包括下面村里都有个人的电费缴费编号可以支付宝缴纳，为什么供销社没有？,2020-03-31,2020-04-02
27,我去浙江出差回来，健康码都有，也没接触疑似病例，身体一切正常，是不是还要隔离半个月？,2020-04-02,2020-04-02
28,盛福山庄小区还早就停地暖了，现在我家温度在16度到17度。为何这么早就停地暖了，温度不达标是否可以退费，规定是4月5日停地暖。我们作为用户，不能让我们来承担，请政府部门处理此事，请退供热费。不要忽悠人民,2020-03-30,2020-04-02
29,高新区有先进的综合管廊，预留了供电位置，但目前地上还是有大量电线杆，闲置造成资源的浪费。要求高新区管委协调电力单位，迁改全境电线入廊，不能光弄政绩工程，表面工程！,2020-03-22,2020-04-02
30,根据青岛市的物业费收费标准，位于城阳区崇阳路152号的金日唐郡物业费收费标准严重超标～请相关部分求助处理～,2020-03-24,2020-04-02
序号,诉求,诉求时间,回复时间
31,去年购置放款依然不退回。他们口头说好退款。结果推到现在。一年了。投诉遍了。部门互相推诿。只接过电话没有人出面解决。我确实得把杀人了，才能要回我得钱吗。,2020-03-24,2020-04-02
32,银杏名都小区在当初建立小区的时候，并没有弄自来水管道，而是用的地下水管道，现在楼道的门上又贴着要用自来水管道了，还必须每户交700多元钱，现在正在修理好像，我感觉被坑了，真想让开发商出这笔钱，当时建小区的时候开发商干什么去了？现在小区的水成了臭水了，知道用自来水了吗？还是一种变相的收费呢？如果以后每个拆迁的地区都被强制改造要钱的话，那开发商不是真的把我们全坑了吗？反正我打心里不想交那比费用，感觉被坑了，用了好几天的臭水还多交钱，气死我了。,2020-03-25,2020-04-01
33,现在很多省份随着疫情得到了大幅度控制，已经陆续改成了三级卫生响应。青岛什么时候是三级响应啊，闷在家里两个月了，二月份都闷过去了，三月份好到尾声了，没想到三月份也是闷过去了，都好变成神仙了。虽然闷在家里面无聊，但是还是安全的地方啊。,2020-03-31,2020-04-01
34,现在很多省份随着疫情得到了大幅度控制，已经陆续改成了三级卫生响应。青岛什么时候是三级响应啊，闷在家里两个月了，二月份都闷过去了，三月份好到尾声了，没想到三月份也是闷过去了，都好变成神仙了。虽然闷在家里面无聊，但是还是安全的地方啊。,2020-03-31,2020-04-01
35,水清沟河道 什么时候改造，这个项目归哪个部门负责。,2020-04-01,2020-04-01
36,正常暖气是4.5号停，迄今为止已经一周没有暖气了，联系物业又不管，说没有停暖气，然而地板冰凉，一点温度没有。,2020-03-28,2020-04-01
37,本人于去年在卓越蔚蓝群岛订购房产花费团购费和精装修费用76000多元，后与对方领导之经理电话13805325712达成口头退款协议，至今还未退款。一年多来本人通过市长热线和区长信箱多次反馈。却只有消协和住建部门打电话过问走走过场，互相推诿。压根解决不了问题。请过律师，律师却告诉我城阳区正常维权开庭竟然需要一年之久。哈哈哈。当下国家点名深圳、青岛，一南一北两城市被委以重任。足以见得国家对青岛的重视，但是政府对于民众服务问题是否能向南方城市看齐？我在网上搜索相关退款问题，南方相关部门都是现场执法为民众维权。我在有收据和电话录音的相关证据，却诉苦无门。还被对方耍的团团转。习大大总书记一再强调群众冷暖是我们的风向标。。青岛部门让我感觉的不只是冷，简直要逼死我。就请市长一句话能不能处理，不能我自行处理。。政府如果不帮助我维权，我自行处理时。也请政府不要对我的行为做出处罚。截图已留。,2020-03-19,2020-04-01
38,本人是胶州市胶东镇爱国庄村民，本村几年来都是饮用村建自来水，平时经常停水，一停两三天，并且就算有水，水流很小，时断时续，经常接不到水，洗菜做饭洗衣都很不方便。还有就是每天停水太早，晚上八点就没了，下班吃完饭想洗衣服都没水用，非常非常不方便。希望有关部门能督促一下，让我们用水不再困难，谢谢。,2020-03-23,2020-04-01
39,本人是胶州市胶东镇爱国庄村民，本村几年来都是饮用村建自来水，平时经常停水，一停两三天，并且就算有水，水流很小，时断时续，经常接不到水，洗菜做饭洗衣都很不方便。还有就是每天停水太早，晚上八点就没了，下班吃完饭想洗衣服都没水用，非常非常不方便。希望有关部门能督促一下，让我们用水不再困难，谢谢。,2020-03-23,2020-04-01
40,你好！自去年西海岸生物热电给王台镇供暖后有300多户暖气片漏水其原因在哪里？热电公司供暖压力忽高忽低是否有关系，是否可以安装减压阀给平衡一下，不可能都是暖气片质量不好吧！供暖马上结束了担心下一个供暖季还会出问题！这每年换暖气片谁能负担了！这关系到整个王台镇供暖户的供暖，希望有关领导给关注解决问题！谢谢！！！,2020-03-27,2020-04-01
41,现在很多省份随着疫情得到了大幅度控制，已经陆续改成了三级卫生响应。青岛什么时候是三级响应啊，闷在家里两个月了，都好变成神仙了。虽然闷在家里面无聊，但是还是安全的地方啊。,2020-03-31,2020-03-31
42,你好，今年由于疫情的原因很多的老人和孩子都在家里不出门了，4月5日马上供暖季就结束了，每年供暖结束后都要冷一周时间，咱能不能把供暖时间延长一周左右，让老人和孩子能温暖的过五一,2020-03-30,2020-03-31
43,希望政府，根据天气延长几天供热，因为，现在气温忽高忽低，，容易感冒，都到医院扎堆，对疫情防护不利，所以建议一下。,2020-03-27,2020-03-31
44,现在疫情尚未结束，供暖却即将结束。而青岛每年都有倒春寒，停热后家里比较寒冷尤其是很多老城区的老房子，即使加了保温层也不暖和，停热后经常感冒。为了更好的抗击疫情，建议延迟停热，延迟到5月初立夏后再停，届时室外温度逐渐升高，对抗击疫情有帮助。,2020-03-30,2020-03-31
45,"220kv,35kv,10kv输电线路入地工程,环评手续是要否要办理环境影响报告表,是只有220kv的做报告表还是都要做,",2020-03-28,2020-03-31
序号,诉求,诉求时间,回复时间
46,市有关部门领导：青岛的供暖时间很快就到了，青岛清明前后的倒春寒是厉害的，我是气象局退休人员，这点从资料整理上就能显示出来!今年冬天是个特出的冬天，出现了世界性的疫情，咱们党和国家，采取措施很好的控制事态严重化！现在年轻人响应国家号召复工，上班！老年人不能做什么，但是还是积极响应国家号召，在家呆着，不给国家添麻烦！特出的冬天，是否特出处理，供暖时间能否延长十天，半月就行，哪怕大家再交费都行！不用像寒冬一样供热，有点暖气就行，毕竟现在在家呆着的，除了老人就是孩子！希望有关部门领导能考虑一下我的建议，我也向社区提出建议！谢谢！,2020-03-27,2020-03-31
47,青岛润举置业恶意拖欠青岛市胶州市李哥庄镇水岸绿城业主暖气流量表退费事项（举例：公司领导人不在；出国度假未归，等其公司领导通知。），鉴于上述所列，建议上述领导给予广大业主公正。谢谢！,2020-03-22,2020-03-31
48,尊敬的青岛市市长：  你们好！我们是青岛市市北区错埠岭小区广大群众。  现在向你们急切反映并举报一件错埠岭三路14号楼后花园两个古力下水道改造失败，造成害人工程和豆腐渣工程。  辽源路街道办事处的领导们在2015年对此下水井进行了改造，造成了一个古力下水道成为了废物，不正常工作，失去了储藏粪便、污水的功能！变成了一个废井！（有图片为证）相应的北边一个古力下水道，施工者把排水管道提高了1米多，形成了长期的污水粪便倒灌入14号楼医源诊所，使得医源诊所成为了污水粪便的储藏处！经常遭到倒灌（有图片为证）。  从2015年至今，长期倒灌，使诊所无法工作，经常用人工排除大便和污水，每次多达17水桶！  2020年2月9日至3月21日，该诊所遭到倒灌1个半月之久！（有图片为证）  为此，我们广大群众上百次要求12345市民热线反映解决此问题（可查12345热线），并且多次报警求助......但是问题至今没有解决！  这种害人工程和豆腐渣工程，是辽源路街道办事处工作不到位、乱作为所导致！至今施工方承认要重新维修，但以后再无下文。  青岛电视台于3月12日到现场做了采访，市政污水处理站来现场检查，多次给予12345市民热线回复，指出造成居民粪便倒灌和古力改造错误是街道办事处和施工方的工作失误所造成的严重后果！给市北医源诊所带来了重大的伤害，无法正常生活和开展医疗工作！  在此，我们强烈要求市领导尽快处理此事，还公平正义给广大群众，维护群众利益，请尽快对这两个古力下水井系统重新修理！  2015年以前这两个古力下水井经常冒溢，粪便和污水经常溢出到院子里，市民出行遭到不便，臭气熏天，也经常倒灌医源诊所。  为此，医源诊所自费花了近60多次投下水道，费用近7000元；这个费用应该是物业公司来负责，但是至今没有补偿此费用，而且2020年2月到3月20日，又投了36次，花费了近4000元（有图片为证）！受害人代表：李贵海  电话：13969785630            翟喜秋  电话：13370891876            李建文  电话：13646487351            赵维庆  电话：13863983865            崔永俊  电话：15054826158            戴  阔  电话：18678996526                                                                                                2020年2月到3月20日                                                                                    ,2020-03-21,2020-03-31
49,尊敬的青岛市市长：你们好！我们是青岛市市北区错埠岭小区广大群众。现在向你们急切反映并举报一件错埠岭三路14号楼后花园两个古力下水道改造失败，造成害人工程和豆腐渣工程。辽源路街道办事处的领导们在2015年对此下水井进行了改造，造成了一个古力下水道成为了废物，不正常工作，失去了储藏粪便、污水的功能！变成了一个废井！（有图片为证）相应的北边一个古力下水道，施工者把排水管道提高了1米多，形成了长期的污水粪便倒灌入14号楼医源诊所，使得医源诊所成为了污水粪便的储藏处！经常遭到倒灌（有图片为证）。从2015年至今，长期倒灌，使诊所无法工作，经常用人工排除大便和污水，每次多达17水桶！2020年2月9日至3月21日，该诊所遭到倒灌1个半月之久！（有图片为证）为此，我们广大群众上百次要求12345市民热线反映解决此问题（可查12345热线），并且多次报警求助......但是问题至今没有解决！这种害人工程和豆腐渣工程，是辽源路街道办事处工作不到位、乱作为所导致！至今施工方承认要重新维修，但以后再无下文。青岛电视台于3月12日到现场做了采访，市政污水处理站来现场检查，多次给予12345市民热线回复，指出造成居民粪便倒灌和古力改造错误是街道办事处和施工方的工作失误所造成的严重后果！给市北医源诊所带来了重大的伤害，无法正常生活和开展医疗工作！在此，我们强烈要求市领导尽快处理此事，还公平正义给广大群众，维护群众利益，请尽快对这两个古力下水井系统重新修理！2015年以前这两个古力下水井经常冒溢，粪便和污水经常溢出到院子里，市民出行遭到不便，臭气熏天，也经常倒灌医源诊所。为此，医源诊所自费花了近60多次投下水道，费用近7000元；这个费用应该是物业公司来负责，但是至今没有补偿此费用，而且2020年2月到3月20日，又投了36次，花费了近4000元（有图片为证）！受害人代表：李贵海  电话：13969785630            翟喜秋  电话：13370891876            李建文  电话：13646487351            赵维庆  电话：13863983865            崔永俊  电话：15054826158            戴  阔  电话：18678996526                                                                                                  2020年2月到3月20日,2020-03-22,2020-03-31
50,在华地热力2019年下发的停暖通知书，我在最后一天拨打客服电话要求办理，客服回复称会有工作人员排查未缴费住户，到时候就给关上了。一整个冬天，我每次回来家里都是凉的，暖气片也是凉的！我很确定华地热力给关上了！今天回家门上贴了一张华地热力催费通知。要求我去缴费。打了华地热力服务热线，态度超级差。不给解决！如果我用了暖气，我肯定交这个钱，但是在没有开暖气之前我打电话沟通过。通话记录我可以去打印。现在请有关领导帮忙处理此事,2020-03-23,2020-03-31
51,去年六月份在青岛大桥销售有限公司购买北汽新能源汽车一辆，2020年正月十一发现中控屏幕无缘无故有俩处裂痕，由于当时在老家加上疫情原因不让出门所以没找4s店售后，待来青岛以后找过售后俩次都未解决，说我屏幕属于人为，厂家不与赔付，即没有检测报告书也没有任何书面证明我的中控屏属于人为造成破裂，在此请求领导在百忙之中帮我解决一下，谢谢领导,2020-03-15,2020-03-31
52,您好，希望能得到您的帮助，我是春阳丽景3号楼的业主，这个房子是我们2017交的首付，发型的是18年交房。我们被拖拉到18年才签正事合同。说19年12月份交房，过去这么久了，开发商各种理由推脱，不交房，也不建房子，我们本来外地人，一直靠租房子。后期由于孩子出生，迫于压力，我们不得不改变生活方式，被迫回老家，可是房子已经还房贷一年了，还是继续拖着，没有交房的意向。好不容易买了个房子。已经三年了，遥遥无期。开发商地头龙似的压迫我们，我们就像早点住进自己买的房子有错？希望得到您的回复。帮助我们早点争取交房时间,2020-03-22,2020-03-31
53,"地下水利用-取水许可-哪个部门负责,请提供咨询和服务电话,",2020-03-27,2020-03-31
54,因不具备集中供暖条件，响应上级号召，我于2018年冬天安装了天然气取暖炉，属于绿色能源独立采暖用户，根据上级文件精神，像这样的用户都可以享受市级和区级补贴，据说市里补贴已经拨到区里，可至今也没见区里进行这方面的统计，不知补贴何时能够发放到位？,2020-03-29,2020-03-30
55,历经13年村民的保障住房项目还没完工？你们准备怎么办，有什么具体措施。已经协调 督促了13年，搞点实际的行不行。,2020-03-25,2020-03-27
56,陆主任您好，感谢有这样的机会对话。作为市住房和城乡建设局住房保障中心，就“住房保障政策解读”这一问政主题，我想提问一个问题：市北区大水清沟改造，这项工程历经13年（二期工程），与当时承诺老百姓回迁协议的2.5年的时间相差甚远，目前存在的主要问题是什么？是否可以通过网络公示？作为市里的住房和城乡建设局住房保障中心的主管部门2020年有什么措施？市北区今年的住房改造工作中有没有大水清沟项目？,2020-03-25,2020-03-27
57,你好，我居住证在李哥庄镇东方花园小区4号楼，目前我所在小区已经连续五天饮用水出现发黄现象，请相关领导及时调查一下，及时把居民饮用水恢复正常，谢谢！,2020-03-21,2020-03-27
58,你好，我居住证在李哥庄镇东方花园小区4号楼，目前我所在小区已经连续五天饮用水出现发黄现象，请相关领导及时调查一下，及时把居民饮用水恢复正常，谢谢！,2020-03-21,2020-03-27
59,我已经投诉过求助过多次了，每一次，都被踢会供热企业，这样，只能激化大家的矛盾，无助于问题的彻底解决，请勿转给供热企业，请市政府牵头，协调住建局，崂山区共同解决困扰小区多年的供暖问题吧！求求你们了！,2020-03-20,2020-03-27
60,最近在李沧区翠海宜居看望老人，老人住最后一幢小高层，白天发现10多度的时候老人却穿了厚衣服在家，本以为老人年纪大，可到了下晚，发现自己也觉得冷。睡前摸了摸暖气片，微微微微微热，连续两三天这样了。今天外面风大温度也不高，暖气依然这样。这还没到供暖截止日期呢，麻烦相关部分调研好，从老百姓的角度考虑问题，该认真供热就好好烧，别因为这寒了人心。老年人不抗冻，也没少交供热费用，因为“节省”导致人员生病，你良心能过得去吗,2020-03-19,2020-03-27
序号,诉求,诉求时间,回复时间
61,我想咨询一下，家里暖气从23号开始就停了，24号就开始降温供热这是提前结束了吗？咨询过热电公司，回复是开始低压运行了，看天气预报，未来一个星期气温都会很低，咱相关部门能不能协调一下，疫情期间又碰上降温，能不能把暖气温度提高一下，现在每天都待在家里，屋里又凉，老人孩子很容易受凉生病，如果生病了，去医院还感觉不安全,2020-03-26,2020-03-27
62,尊敬的市长:                 您好！疫情严重不容忽视，我是大华正信花园的一名居民。我们小区昨天下午120送来了一名日本回国人员。说是领导让她居家隔离。我就想问，现在回国人员不是都应该集中隔离吗？为什么这一个人能居家隔离？而且这个人的家不在我们大华正信。        我们已经拨打了很多次12345市长热线，我们也没有得到回复。我们就想让他去集中点隔离，远离我们小区。我们就想问是哪位领导让他居家隔离的？   疫情期间不给祖国添乱，这是我们作为公民的最基本义务和道德！     我们想尽快得到回复。让她离开我们小区去集中隔离点隔离。,2020-03-20,2020-03-27
63,"您好,请问放射许可证校验附件内容为图片格式还是压缩包,有没有对文件格式和大小有要求,谢谢",2020-03-26,2020-03-26
64,平度市南村镇徐家庄村村北河道及河水被铺设在此的污水管道流出的污水污染，我村村民两年来多次向市长热线反映此事，但是乡镇环保部门对此却只是用了抽水机抽了几次水，对于被污染的河水来说是杯水车薪。对污染起不到任何作用。环保部门对污染的无视，对群众诉求的应付令人愤慨。希望上级部门督促南村镇政府和环保部门拿出行之有效的污染治理方案和措施，不要再糊弄人民群众了。,2020-03-22,2020-03-26
65,2018年拆迁3月5号拆迁，2018年和2019年租房费正常给，2020年租房费没有给怎么回事？这情况下是不是违约了？,2020-03-26,2020-03-26
66,我是胶州市铺集镇张家屯村民，我想问一下我村自2017年开始改造自来水题，村内大街水管，水表都按装好了入户管也引到居民屋内了，可一直没接上放水阀门，都一直敞露着，一直没有水放，村民不方便想知道什么时间能供水。麻烦答复。,2020-03-08,2020-03-26
67,我是胶州市铺集镇张家屯村民，我想问一下我村自2017年开始改造自来水题，村内大街水管，水表都按装好了入户管也引到居民屋内了，可一直没接上放水阀门，都一直敞露着，一直没有水放，村民不方便想知道什么时间能供水。麻烦答复。,2020-03-08,2020-03-26
68,太阳能是清洁能源，也是国家大力提倡使用的新能源。天一赫廷小区洋房均安装了楼顶室外太阳能，但17层高层均未安装。恳请政府协调天一房地产，允许业主在阳台外墙或其他地方安装光电一体太阳能。,2020-03-13,2020-03-26
69,胶南高城路的路灯（铁山路至唐岛湾路）为啥一直不亮？以前反映了多次，回复说督促供电公司接电，你们没算算从修完这条路到现在多长时间了？你们的办事效率也太低了吧，最好10年后再亮。我就住在这里，随时关注你们的办事效率。,2020-03-22,2020-03-26
70,未到停暖时间，暖气温度过低，直接就是在糊弄人，到家都感觉冷！！！,2020-03-25,2020-03-26
71,请问，青岛保利香雪山东西区之间一大片空地是什么规划呢？最近看到有动工迹象。另外遵义路以南，文昌路以西那边动工是建什么 呢,2020-03-23,2020-03-25
72,请市北市政部门领导关注，市北区莱芜二路37号临街的雨水落水管（莱芜二路上可见，37号青岛啤酒门头旁边）断开很久没有人来维修，断开的管子耷拉在上面很危险，楼上不时有水从管子流出，因为无法通入地下管道，积水在一楼影响市容，希望相关部门尽快修复,2020-03-14,2020-03-25
73,前天看到一篇公众号文章通告，今年清明节期间暂停公众扫墓活动，请问3月底之前，避开清明节期间的高峰，是否可以去百龄园扫墓呢？,2020-03-22,2020-03-25
74,领导你好，限价商品房买的时候配套费是否包含在房价里，就是天然气和暖气的安装费要单独收吗？青啤酒香苑的房子我们买的时候单独收的配套费，希望能正面回答，不要踢皮球或者打马虎眼,2020-03-25,2020-03-25
75,瑞昌路凤凰城下网店卜蜂莲花装修好久了，请问什么时候开业？至少能缓解周边小区居民日常需要,2020-03-24,2020-03-25
