序号,诉求,诉求时间,回复时间
11,我公司安排人员去隔离酒店执勤，不是自愿去的，是不商量直接安排去的，现在人员执勤回来，是不是得隔离14天再让上班啊，要不对我们及办公楼及他们小区都有危险？,2020-04-03,2020-04-07
12,什么时候能建立完整统一的交通网，连接即墨和主城区，不然在即墨买房，在主城上班太不方便,2020-03-28,2020-04-07
13,对于即墨划区后在即墨主城区买房，在主城区工作的上班族来说，交通特别不便利，没办法在买的房子住，因为开车消费和花销时间太长，没有直达公交，没有直达地铁，所以只能在主城租房子住，成本太高，建议开通直达公交（即墨主城到市北，市南的），或者青荣铁路早晚点时间拉长，票价下降。或者加快地铁7号线建设。地铁11号线到即墨主城区多开几条线，拉大早晚的公交出行时间，让即墨真正融入大青岛。,2020-03-28,2020-04-07
14,我是青岛公交城阳巴士七分公司的一名驾驶员。我想反应一下城阳七分公司无故增加工作时间，总调无故改动计划把原来的双班车改成单班，,2020-03-31,2020-04-07
15,湖北省低风险地区的人员乘坐火车到青岛转车到山东日照，是否需要隔离？,2020-04-05,2020-04-07
序号,诉求,诉求时间,回复时间
16,各位领导，前两天咨询了766车辆问题，回复为“经青岛高新区建设部落实，自3月15日安顺路与仙山西路封路施工影响，造成路堵严重，针对此情况766路公交车发车间隔重新调整，现该车早晚高峰期发车间隔为35分钟左右。后期会根据道路施工情况以及实际路况、车况，合理调配发车时间”。。但是，各位是不是不知道，修路前发车间隔就是30分钟，现在修路实际高峰期车次是1小时间隔，7点发车一次，下一次按您的回复应该是7：30~7：40，实际是8点发车，就因为另一端的车到不站，导致发车延误，这种情况不能适度调整一下吗，调度明显旱涝不均。因为汽车北站修地铁，到高新区的几个车辆北站站点取消了，一片狼藉，只有766过来了。上下班高峰期本来35分钟的间隔就够久了，现在1小时更是过分，等车40分钟+，乘坐40分钟+，如果再有转车的乘客，高新区上班就要2小时，上下班4个小时。望各位领导综合考虑一下。,2020-03-23,2020-04-07
17,请问，1号线衡山路站出口位置设置了几个，分别在什么位置，谢谢,2020-04-02,2020-04-05
18,请问15号地铁黑龙江路到石老人路段什么时候建？11号什么时候延长到国信体育场,2020-04-01,2020-04-04
19,根据刚刚公布的统计数据，2019年整个红岛经济区人口增长只有1400人，这还是红岛河套加高新区三个区域的人数，现在红岛经济区已废除，而实际单论高新区的增长人数只能是几百人，而分摊到高新区东片所谓世茂珊瑚湾片区的增长人口数只能更少，原因在于高新区的房产大部分都是投资性的，实际来居住的人很少，通过这次的数据就可以看出，某些人所谓的过几年交房之后人口会暴增二三十万根本就是谎言，而且东片住宅用地基本开发殆尽，人口密度也就这样了，整个高新区人口数都不到上马街道的三分之一。所以有的人写信要求9号线走高新区东片人口密集区的理由是根本不成立的，9号线只有遵循原来路线将上马、棘洪滩与城阳城区东西串联起来才能发挥该线路的最大功效。建议9号线仍走上马经岙东路、正阳西路再北拐棘洪滩往东正好连接上正阳路，这样可照顾到胶州湾北岸绝大部分人口及重点发展区域。,2020-03-27,2020-04-04
20,水清沟地区，一直以来都是连接青岛城市南北之间的重要交通枢纽。周边公交车数量繁多，大型公交停车场有两座，分别为南丰路停车场，大沙路停车场。可以为地铁提供庞大的换乘客流。同时，该区域内人口居住密集。尤其是随着保利百合花园建成，以及未来纺织机械厂片区，以及天丰造纸厂片区的搬迁，该区域将成为青岛市内居住最为密集的区域，恐怕没有之一！但是此处只规划了地铁1号线一处地铁站，完全不能满路该处的出行需求。同时也不良费了此处庞大的乘客资源。因此，强列建议地铁5号线在水清沟设站，与地铁1号线形成换乘！,2020-03-28,2020-04-04
21,你好，请问地铁6号线一期（21个站点）每站的设计出入口有几个？分别位于的位置？因为在网上没有查找到相关的具体车站规划公示示意图，谢谢告知,2020-03-29,2020-04-04
22,现在，南工北宿的年轻人非常非常多，从公交车爆满程度上就可见一斑。黑龙江路是连接青岛南北的主干线，然而非常遗憾，海尔路站以北一条地铁都没有，和兄弟城市相比，青岛交通发展太慢太慢已经非常落后。建议加快地铁三期规划上报，优先建设地铁15号线黑龙江路段，并且在李村公园站和地铁2号线接驳，真正实现通行青岛南北的便利性，真正做到为人民服务。,2020-03-27,2020-04-04
23,某小区核酸检测，三个外国人插队，扔掉中国人的检查单，并让他们滚出去。负责人没骨气的说，给个面子。这里是中国，不是租界，中国人能不能有点骨气，中国的地界，外国人在这猖狂！青岛当局能不能像西安那样有点骨气，不要跪着。这种应该直接驱逐！！！！,2020-04-01,2020-04-03
24,请问一下领导关于地铁7号线北段预计什么时间会施工。地铁7号线的开通会带动整个即墨的出行方便，希望早日动工,2020-04-01,2020-04-03
25,青岛地铁11号线的延长线到海阳段何时开工？何时完工？,2020-03-31,2020-04-03
26,您好，为了减轻上下班地铁口到目的地的几公里行走压力，咨询相关部门电动滑板车能否进入地铁站，电动滑板车13KG，折叠后尺寸113cm*15cm。谢谢,2020-03-30,2020-04-03
27,你好，请问洋河镇董城村有没有计划规划为王台镇管辖？,2020-04-02,2020-04-03
28,拟批准环境影响评价文件的建设项目公示项目名称：G204（洋河崖桥至姜家洼子段）改造 工程（一期）建设地点：青岛西海岸新区，道路段起点为环台东路与 S328 黄张路交叉口，终点环 台南路与原 204 国道平面交叉口， G204 石灰窑桥、薛家庄南桥1．噪声影响项目周边天龙花园小区、石梁杨村噪声预测值满足《声环境质量标准》（GB3096-2008）2类标准要求。项目营运近、中期，阳光学苑首排楼座各楼层昼间噪声预测值满足《声环境质量标准》（GB3096-2008）2类标准要求，远期超标0.3-0.7dB（A）；近、中、远期夜间首排楼座各楼层夜间噪声预测值均超出《声环境质量标准》（GB3096-2008）2类标准要求，超标值1.7-4.2dB（A）。采取吸声减噪路面、加强绿化；加强交通管理和公路养护；做好跟踪监测和周边用地规划等措施后可降低本项目交通噪声对敏感点的影响。采取措施后超标量相对较小，建议建设单位近期不采取针对性的噪声防护措施，但预留部分噪声治理经费，根据营运期踪监测结果再对噪声防护措施进行调整。建设地点包括石灰窑，噪音就不用管了？ 办理流程2020/3/10 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！石灰窑桥改造桥梁属于一期工程内容。目前，该桥梁尚未正式投入使用，需G204二期工程即桥梁两端公路拓宽后方可正常使用。从现场调查了解，石灰窑西村居民、石灰窑东村、石灰窑北村居民住宅主要分布在非桥梁段公路两侧（属于G204二期工程），G204二期工程目前处于设计阶段，噪声防护措施将在二期工程中论证实施。 《建设项目环境影响评价分类管理名录》里面哪条写了国道扩宽改造不需要办理环境影响评价报告书？ 办理流程2020/3/10 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！根据《建设项目环境影响评价分类管理名录》第四十九类交通运输业、管道运输业和仓储业第157项具体规定：等级公路（不含维护，不含改扩建四级公路）有以下几种情形。（一）新建30公路以上的三级及以上等级公路；新建涉及环境敏感区的1公里及以上的隧道；新建涉及环境敏感区的主桥长度1公里及以上的桥梁需编制环境影响报告书。（二）其他（配套设施、不涉及环境敏感区的四级公路除外）需编制报告表。（三）配套设施、不涉及环境敏感区的四级公路为登记表项目。 我去年就向你们反映二期工程没有办环评就开工，你们不是回复说不用办环评吗？你们是打算二期工程完工以后再补办环评？ ,2020-03-26,2020-04-03
29,拟批准环境影响评价文件的建设项目公示项目名称：G204（洋河崖桥至姜家洼子段）改造 工程（一期）建设地点：青岛西海岸新区，道路段起点为环台东路与 S328 黄张路交叉口，终点环 台南路与原 204 国道平面交叉口， G204 石灰窑桥、薛家庄南桥1．噪声影响项目周边天龙花园小区、石梁杨村噪声预测值满足《声环境质量标准》（GB3096-2008）2类标准要求。项目营运近、中期，阳光学苑首排楼座各楼层昼间噪声预测值满足《声环境质量标准》（GB3096-2008）2类标准要求，远期超标0.3-0.7dB（A）；近、中、远期夜间首排楼座各楼层夜间噪声预测值均超出《声环境质量标准》（GB3096-2008）2类标准要求，超标值1.7-4.2dB（A）。采取吸声减噪路面、加强绿化；加强交通管理和公路养护；做好跟踪监测和周边用地规划等措施后可降低本项目交通噪声对敏感点的影响。采取措施后超标量相对较小，建议建设单位近期不采取针对性的噪声防护措施，但预留部分噪声治理经费，根据营运期踪监测结果再对噪声防护措施进行调整。建设地点包括石灰窑，噪音就不用管了？ 办理流程2020/3/10 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！石灰窑桥改造桥梁属于一期工程内容。目前，该桥梁尚未正式投入使用，需G204二期工程即桥梁两端公路拓宽后方可正常使用。从现场调查了解，石灰窑西村居民、石灰窑东村、石灰窑北村居民住宅主要分布在非桥梁段公路两侧（属于G204二期工程），G204二期工程目前处于设计阶段，噪声防护措施将在二期工程中论证实施。 《建设项目环境影响评价分类管理名录》里面哪条写了国道扩宽改造不需要办理环境影响评价报告书？ 办理流程2020/3/10 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！根据《建设项目环境影响评价分类管理名录》第四十九类交通运输业、管道运输业和仓储业第157项具体规定：等级公路（不含维护，不含改扩建四级公路）有以下几种情形。（一）新建30公路以上的三级及以上等级公路；新建涉及环境敏感区的1公里及以上的隧道；新建涉及环境敏感区的主桥长度1公里及以上的桥梁需编制环境影响报告书。（二）其他（配套设施、不涉及环境敏感区的四级公路除外）需编制报告表。（三）配套设施、不涉及环境敏感区的四级公路为登记表项目。 我去年就向你们反映二期工程没有办环评就开工，你们不是回复说不用办环评吗？你们是打算二期工程完工以后再补办环评？ ,2020-03-27,2020-04-03
30,您好，来信收悉。您反映的问题青岛市环境保护局黄岛分局进行了落实。经核实，关于改道工程石灰窑段的环评手续问题及噪声解决方案；G204（洋河崖桥至姜家洼子段）改造工程一期包括G204改道工程，石灰窑桥、薛家庄南桥2座桥梁拓宽改造工程三部分。不包含石灰窑段道路改造拓宽项目。我局未受理石灰窑段拓宽道路的环评审批申请。我局未受理石灰窑南桥的环评审批申请，根据《建设项目环境影响评价分类管理名录》，桥梁拓宽不在名录内。就您反映的问题，我局将对接交通部门进行调查处理。交通噪声以及建筑施工噪声不属于我局职责。感谢您对青岛西海岸新区的关注与支持!你们在环评上盖章了，这事就该你们管！！！不管是十年还是二十年，除非没有你们这个部门了 ,2020-03-27,2020-04-03
序号,诉求,诉求时间,回复时间
31,拟批准环境影响评价文件的建设项目公示项目名称：G204（洋河崖桥至姜家洼子段）改造 工程（一期）建设地点：青岛西海岸新区，道路段起点为环台东路与 S328 黄张路交叉口，终点环 台南路与原 204 国道平面交叉口， G204 石灰窑桥、薛家庄南桥1．噪声影响项目周边天龙花园小区、石梁杨村噪声预测值满足《声环境质量标准》（GB3096-2008）2类标准要求。项目营运近、中期，阳光学苑首排楼座各楼层昼间噪声预测值满足《声环境质量标准》（GB3096-2008）2类标准要求，远期超标0.3-0.7dB（A）；近、中、远期夜间首排楼座各楼层夜间噪声预测值均超出《声环境质量标准》（GB3096-2008）2类标准要求，超标值1.7-4.2dB（A）。采取吸声减噪路面、加强绿化；加强交通管理和公路养护；做好跟踪监测和周边用地规划等措施后可降低本项目交通噪声对敏感点的影响。采取措施后超标量相对较小，建议建设单位近期不采取针对性的噪声防护措施，但预留部分噪声治理经费，根据营运期踪监测结果再对噪声防护措施进行调整。建设地点包括石灰窑，噪音就不用管了？ 办理流程2020/3/10 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！石灰窑桥改造桥梁属于一期工程内容。目前，该桥梁尚未正式投入使用，需G204二期工程即桥梁两端公路拓宽后方可正常使用。从现场调查了解，石灰窑西村居民、石灰窑东村、石灰窑北村居民住宅主要分布在非桥梁段公路两侧（属于G204二期工程），G204二期工程目前处于设计阶段，噪声防护措施将在二期工程中论证实施。 《建设项目环境影响评价分类管理名录》里面哪条写了国道扩宽改造不需要办理环境影响评价报告书？ 办理流程2020/3/10 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！根据《建设项目环境影响评价分类管理名录》第四十九类交通运输业、管道运输业和仓储业第157项具体规定：等级公路（不含维护，不含改扩建四级公路）有以下几种情形。（一）新建30公路以上的三级及以上等级公路；新建涉及环境敏感区的1公里及以上的隧道；新建涉及环境敏感区的主桥长度1公里及以上的桥梁需编制环境影响报告书。（二）其他（配套设施、不涉及环境敏感区的四级公路除外）需编制报告表。（三）配套设施、不涉及环境敏感区的四级公路为登记表项目。 我去年就向你们反映二期工程没有办环评就开工，你们不是回复说不用办环评吗？你们是打算二期工程完工以后再补办环评？ ,2020-03-29,2020-04-03
32,您好，来信收悉。您反映的问题青岛市环境保护局黄岛分局进行了落实。经核实，关于改道工程石灰窑段的环评手续问题及噪声解决方案；G204（洋河崖桥至姜家洼子段）改造工程一期包括G204改道工程，石灰窑桥、薛家庄南桥2座桥梁拓宽改造工程三部分。不包含石灰窑段道路改造拓宽项目。我局未受理石灰窑段拓宽道路的环评审批申请。我局未受理石灰窑南桥的环评审批申请，根据《建设项目环境影响评价分类管理名录》，桥梁拓宽不在名录内。就您反映的问题，我局将对接交通部门进行调查处理。交通噪声以及建筑施工噪声不属于我局职责。感谢您对青岛西海岸新区的关注与支持!你们在环评上盖章了，这事就该你们管！！！不管是十年还是二十年，除非没有你们这个部门了 ,2020-03-29,2020-04-03
33,您好，来信收悉。您反映的问题青岛市环境保护局黄岛分局进行了落实。经核实，关于改道工程石灰窑段的环评手续问题及噪声解决方案；G204（洋河崖桥至姜家洼子段）改造工程一期包括G204改道工程，石灰窑桥、薛家庄南桥2座桥梁拓宽改造工程三部分。不包含石灰窑段道路改造拓宽项目。我局未受理石灰窑段拓宽道路的环评审批申请。我局未受理石灰窑南桥的环评审批申请，根据《建设项目环境影响评价分类管理名录》，桥梁拓宽不在名录内。就您反映的问题，我局将对接交通部门进行调查处理。交通噪声以及建筑施工噪声不属于我局职责。感谢您对青岛西海岸新区的关注与支持!你们在环评上盖章了，这事就该你们管！！！不管是十年还是二十年，除非没有你们这个部门了 ,2020-03-30,2020-04-03
34,您好，来信收悉。您反映的问题青岛市环境保护局黄岛分局进行了落实。经核实，关于改道工程石灰窑段的环评手续问题及噪声解决方案；G204（洋河崖桥至姜家洼子段）改造工程一期包括G204改道工程，石灰窑桥、薛家庄南桥2座桥梁拓宽改造工程三部分。不包含石灰窑段道路改造拓宽项目。我局未受理石灰窑段拓宽道路的环评审批申请。我局未受理石灰窑南桥的环评审批申请，根据《建设项目环境影响评价分类管理名录》，桥梁拓宽不在名录内。就您反映的问题，我局将对接交通部门进行调查处理。交通噪声以及建筑施工噪声不属于我局职责。感谢您对青岛西海岸新区的关注与支持!你们在环评上盖章了，这事就该你们管！！！不管是十年还是二十年，除非没有你们这个部门了 ,2020-03-26,2020-04-03
35,拟批准环境影响评价文件的建设项目公示项目名称：G204（洋河崖桥至姜家洼子段）改造 工程（一期）建设地点：青岛西海岸新区，道路段起点为环台东路与 S328 黄张路交叉口，终点环 台南路与原 204 国道平面交叉口， G204 石灰窑桥、薛家庄南桥1．噪声影响项目周边天龙花园小区、石梁杨村噪声预测值满足《声环境质量标准》（GB3096-2008）2类标准要求。项目营运近、中期，阳光学苑首排楼座各楼层昼间噪声预测值满足《声环境质量标准》（GB3096-2008）2类标准要求，远期超标0.3-0.7dB（A）；近、中、远期夜间首排楼座各楼层夜间噪声预测值均超出《声环境质量标准》（GB3096-2008）2类标准要求，超标值1.7-4.2dB（A）。采取吸声减噪路面、加强绿化；加强交通管理和公路养护；做好跟踪监测和周边用地规划等措施后可降低本项目交通噪声对敏感点的影响。采取措施后超标量相对较小，建议建设单位近期不采取针对性的噪声防护措施，但预留部分噪声治理经费，根据营运期踪监测结果再对噪声防护措施进行调整。建设地点包括石灰窑，噪音就不用管了？ 办理流程2020/3/10 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！石灰窑桥改造桥梁属于一期工程内容。目前，该桥梁尚未正式投入使用，需G204二期工程即桥梁两端公路拓宽后方可正常使用。从现场调查了解，石灰窑西村居民、石灰窑东村、石灰窑北村居民住宅主要分布在非桥梁段公路两侧（属于G204二期工程），G204二期工程目前处于设计阶段，噪声防护措施将在二期工程中论证实施。 《建设项目环境影响评价分类管理名录》里面哪条写了国道扩宽改造不需要办理环境影响评价报告书？ 办理流程2020/3/10 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！根据《建设项目环境影响评价分类管理名录》第四十九类交通运输业、管道运输业和仓储业第157项具体规定：等级公路（不含维护，不含改扩建四级公路）有以下几种情形。（一）新建30公路以上的三级及以上等级公路；新建涉及环境敏感区的1公里及以上的隧道；新建涉及环境敏感区的主桥长度1公里及以上的桥梁需编制环境影响报告书。（二）其他（配套设施、不涉及环境敏感区的四级公路除外）需编制报告表。（三）配套设施、不涉及环境敏感区的四级公路为登记表项目。 我去年就向你们反映二期工程没有办环评就开工，你们不是回复说不用办环评吗？你们是打算二期工程完工以后再补办环评？ ,2020-03-31,2020-04-03
36,您好，来信收悉。您反映的问题青岛市环境保护局黄岛分局进行了落实。经核实，关于改道工程石灰窑段的环评手续问题及噪声解决方案；G204（洋河崖桥至姜家洼子段）改造工程一期包括G204改道工程，石灰窑桥、薛家庄南桥2座桥梁拓宽改造工程三部分。不包含石灰窑段道路改造拓宽项目。我局未受理石灰窑段拓宽道路的环评审批申请。我局未受理石灰窑南桥的环评审批申请，根据《建设项目环境影响评价分类管理名录》，桥梁拓宽不在名录内。就您反映的问题，我局将对接交通部门进行调查处理。交通噪声以及建筑施工噪声不属于我局职责。感谢您对青岛西海岸新区的关注与支持!你们在环评上盖章了，这事就该你们管！！！不管是十年还是二十年，除非没有你们这个部门了 ,2020-03-31,2020-04-03
37,拟批准环境影响评价文件的建设项目公示项目名称：G204（洋河崖桥至姜家洼子段）改造 工程（一期）建设地点：青岛西海岸新区，道路段起点为环台东路与 S328 黄张路交叉口，终点环 台南路与原 204 国道平面交叉口， G204 石灰窑桥、薛家庄南桥1．噪声影响项目周边天龙花园小区、石梁杨村噪声预测值满足《声环境质量标准》（GB3096-2008）2类标准要求。项目营运近、中期，阳光学苑首排楼座各楼层昼间噪声预测值满足《声环境质量标准》（GB3096-2008）2类标准要求，远期超标0.3-0.7dB（A）；近、中、远期夜间首排楼座各楼层夜间噪声预测值均超出《声环境质量标准》（GB3096-2008）2类标准要求，超标值1.7-4.2dB（A）。采取吸声减噪路面、加强绿化；加强交通管理和公路养护；做好跟踪监测和周边用地规划等措施后可降低本项目交通噪声对敏感点的影响。采取措施后超标量相对较小，建议建设单位近期不采取针对性的噪声防护措施，但预留部分噪声治理经费，根据营运期踪监测结果再对噪声防护措施进行调整。建设地点包括石灰窑，噪音就不用管了？ 办理流程2020/3/10 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！石灰窑桥改造桥梁属于一期工程内容。目前，该桥梁尚未正式投入使用，需G204二期工程即桥梁两端公路拓宽后方可正常使用。从现场调查了解，石灰窑西村居民、石灰窑东村、石灰窑北村居民住宅主要分布在非桥梁段公路两侧（属于G204二期工程），G204二期工程目前处于设计阶段，噪声防护措施将在二期工程中论证实施。 《建设项目环境影响评价分类管理名录》里面哪条写了国道扩宽改造不需要办理环境影响评价报告书？ 办理流程2020/3/10 青岛市生态环境局办公室（信访） 接收并查看了此信件。2020/3/17 青岛市生态环境局办公室（信访） 发布了此信件的答复信息。答复部门市生态环境局答复时间2020/3/17答复信息您好，感谢您对生态环境工作的关心和支持！根据《建设项目环境影响评价分类管理名录》第四十九类交通运输业、管道运输业和仓储业第157项具体规定：等级公路（不含维护，不含改扩建四级公路）有以下几种情形。（一）新建30公路以上的三级及以上等级公路；新建涉及环境敏感区的1公里及以上的隧道；新建涉及环境敏感区的主桥长度1公里及以上的桥梁需编制环境影响报告书。（二）其他（配套设施、不涉及环境敏感区的四级公路除外）需编制报告表。（三）配套设施、不涉及环境敏感区的四级公路为登记表项目。 我去年就向你们反映二期工程没有办环评就开工，你们不是回复说不用办环评吗？你们是打算二期工程完工以后再补办环评？ ,2020-04-01,2020-04-03
38,高新区新居民咨询两个问题：1.请问青威高速青岛高新区延长线现在进行到哪步了？我是无意中知道了这条路，发现这条路对高新区以北的新居民（莱西，莱阳以及烟台威海地区）往返高新区极为方便，现在北部居民进入高新区最快的路线是从城阳南高速口下车经过204及双流高架路等拥挤路段转入胶州湾高速进入红岛，路程远、车流拥挤。此延长线通车将直接从高新区上青威高速可省去一小时时间，包括西边潍坊到高新区也会方便不少（向东可转龙青，向西可转青银）。2.地铁9号线一期现在进行到哪步了？起点是哪里？8号线接口科技馆站还是河东路站？高新区中片区（鲁商、卓越、世茂等）楼盘很多，交房后新增居民会剧增，我认为如果从河东路开始是不合理的。,2020-03-27,2020-04-03
