序号,诉求,诉求时间,回复时间
11,环卫队长单巧凤作为一个党员干部，利用手中考核记工的权利，让多个工人1人干活领2人工资，在上次举报后上瞒下骗，到环卫工人家赔礼道歉并承诺给按排好干的路段干并增加替工量，近日又哄骗多名老人办理信用卡，申办七人为其谋取智能手机一部拉杆箱1个，而办卡老人每人被骗600年费后苦不堪言，希望领导能实地调查，不要被其亲属是主管领导而蒙浑欺骗。,2020-04-01,2020-04-07
12,"我是山东省青岛市黄岛区泊里镇沙岭子村村民郭建山，青岛康尼尔环保科技有限公司对我家在沙岭子村的土地进行强拆强占，未经允许将十几年树龄的柿树杨树桃树梨树多种树木给毁坏掉。我多次说明可以转让承包权经营权但是要按照国家法律和相关拆迁补偿要求保证本人的基本权益，解决本人的基本生活养老等问题。按照《土地法》第四十八条规定征收土地应当给予公平、合理的补偿，保障被征地农民原有生活水平不降低、长远生计有保障征收土地应当依法及时足额支付土地补偿费、安置补助费以及农村村民住宅、其他地上附着物和青苗等的补偿费用，并安排被征地农民的社会保障费用。按照2015年《山东省人民政府关于调整山东省征地区片综合地价标准的批复》规定泊里镇征地价格是6.2万元/亩，又根据2020年《关于开展征地区片综合地价调整工作的通知》规定各县（市、区）区片地价上调幅度控制在 20—50%范围内，调整后全省最低区片地价为 6 万元 /亩，也就是泊里镇征地价格在一亩7到10万之间。根据2017年《青岛市征地地上附着物和青苗补偿标准》盛果期果树移植每亩38000-50000元，土筑水渠、水池30-110元/m3?,灌木一年生以上8-16元/墩。本人一亩多口粮地三亩多果园总共四亩多地需要赔偿30-40万。全部种植盛果期果树和一些十年以上杨树，需要赔偿16-20万元。一个土筑水渠、水池，大约200立方米左右，需要赔偿2万元。还有120米左右的荆棘树栅栏，赔偿价格3万元左右。并且其中一亩多口粮地需要解决一人的养老问题，按照国家最低标准替失地农民按当地养老保险标准缴纳15年的养老保险，总价在25万左右，而且在本人未签字未同意的情况下将本人的果树全部毁坏，两年未见收获，需要额外赔偿两年损失10万元。全部合计总价85-100万元之间。青岛康尼尔环保科技有限公司不按法律和相关政策赔偿，只通过泊里镇政府支付一亩七八万元的赔偿价格，本人不同意，青岛康尼尔环保科技公司强拆强占被阻止，便让镇政府信阳边防派出所出面，2020年3月2日到3月12日通过连续传唤对本人进行变相羁押超过100小时。为青岛康尼尔环保科技有限公司施工争取时间。这是明显的做保护伞，上级严令公安机关不得以任何形式参与征地拆迁等工作当中，黄岛区信阳边防派出所却每次参与其中，信阳边防派出所所长袁守强积极参与其中。 ",2020-04-03,2020-04-07
13,    尊敬的领导：    您好！    根据《中华人民共和国政府信息公开条例》第十一条第三款规定：三）征收或者征用土地、房屋拆迁及其补偿、补助费用的发放、使用情况。    然而本人未在青岛市政务网及其它网站看到关于山东头村拆迁补偿办法的细则，请领导或相关人员对其公式。                                                                                                                                                      青岛市市民,2020-03-25,2020-04-07
14,举报人刘天基提供本人照片和身份证各一份。举报人刘天基举报平度市开发区大泥河头村西北角违法建设市场大棚崔广东和邓伟玉等人的违法行为证据确凿，铁证如山，无须诉讼，通过举报信访等是反映崔广东和邓伟玉等人违法违规违纪腐败行为的一种合法渠道。请领导严查山东省政务热线12345的回复违法建设市场大棚公开帮崔广东和邓伟玉等人弄虚作假，玩弄法律，颠倒是非黑白，承当保护伞。请严查山东省平度市开发区大泥河头村的西北角违法建设的市场大棚举报约在3万多次没有拆除，有二十多份证据证明属于严重违法建设的市场大棚，举报三年之久至今为止没有拆除。刘天基自2017年6月份开始通过各种渠道举报违法建设市场大棚大约在3万多次，有山东省，青岛市，平度市国土局平度市城乡规划局等各部门的政府信息公开，法院判决等有二十多份证据包括行政处罚等证据都认可属于严重的违法建设市场大棚。举报人刘天基申请平度市国土局依法查处破坏基本农田建设市场大棚，平度市国土局局长邓伟玉不但不履行法定职责，依法查处违法建设市场大棚反而还弄虚作假，制造假的文件，违法批地，破坏基本农田，为他人谋取私利，邓伟玉玩忽职守属于严重的执法犯法，无法无天，顶风而上，弄虚作假，欺上瞒下，不作为，乱作为，搞形式主义，官僚主义特别严重。举报人刘天基申请平度市综合行政执法局依法拆除违法建设市场大棚，平度市综合行政执法局局长崔广东不但不依法履行法定职责反而成为为群众做好事，崔广东把一个违法行为变成为好事简直是天大笑话，崔广东渎职，玩忽职守，玩弄法律，颠倒是非黑白，执法犯法，无法无天，不作为，乱作为，搞形式主义，官僚主义特别严重。举报人刘天基通过各种渠道举报违法建设市场大棚遭到山东省政府，青岛市政府平度市政府各部门的层层保护伞的保护，举报人刘天基是上天无门，入地无路，有苦无地诉，有冤无地审。请国家领导人依法严查崔广东和邓伟玉等人知法犯法，无法无天，玩弄法律，颠倒是非黑白，渎职，玩忽职守，徇私舞弊，滥用职权，欺上瞒下，对抗国家政策和法律法规定，耍法律流氓，不作为，乱作为，搞形式主义，官僚主义等违法违纪腐败行为特别严重，违反了党纪国法，请罢免崔广东和邓伟玉等人的一切职务，移交司法机关追究法律责任。举报人刘天基，山东省平度市开发区大泥河头村219号。,2020-03-28,2020-04-07
15,崂山区中韩街道张村社区天然气补贴金什么时候发放给村民？之前整天统计打电话给村民也没有个补贴资金发放通知？,2020-03-30,2020-04-07
序号,诉求,诉求时间,回复时间
16,"我是山东省青岛市黄岛区泊里镇沙岭子村村民郭建山康尼尔环保科技有限公司对我家在沙岭子村的口粮地进行强拆强占，并且在不通知我的情况下把土地附着物十几年树龄的柿树 杨树 桃树 梨树多种树木给毁坏掉。 ??????? 我多次说明可以转让承包权经营权但是要按照国家法律要求以及相关拆迁补偿要求保证本人的基本权益，解决本人的基本生活养老等问题。按照《中华人民共和国土地法》第四十八条规定征收土地应当给予公平、合理的补偿，保障被征地农民原有生活水平不降低、长远生计有保障征收土地应当依法及时足额支付土地补偿费、安置补助费以及农村村民住宅、其他地上附着物和青苗等的补偿费用，并安排被征地农民的社会保障费用。按照《山东省人民政府关于调整山东省征地区片综合地价标准的批复》 鲁政字[2015]286 号规定泊里镇征地价格是62000一亩，又根据鲁自然资字[2020]1 号《关于开展征地区片综合地价调整工作的通知》规定各县（市、区）区片地价上调幅度控制在 20—50%范围内，调整后全省最低区片地价为 6 万元 /亩，也就是泊里镇征地价格在一亩7到10万之间。根据2017年《青岛市征地地上附着物和青苗补偿标准》盛果期果树移植每亩38000-50000元，土筑水渠、水池30-110元/m3?,灌木一年生以上8-16元/墩。本人一亩多口粮地三亩多果园总共四亩多地需要赔偿30-40万。全部种植盛果期果树和一些十年以上杨树，需要赔偿16-20万元。一个土筑水渠、水池，大约200立方米左右，需要赔偿6000-20000元。还有180米左右的荆棘树栅栏，赔偿价格3万元左右。并且其中一亩多口粮地需要解决一人的养老问题，按照国家最低标准替失地农民按当地养老保险标准缴纳15年的养老保险，总价在25万左右，而且在本人未签字未同意的情况下将本人的果树全部损害，两年未见收获，需要额外赔偿两年损失10万元。全部合计总价85-100万元之间。康尼尔环保科技有限公司不肯按法律和相关政策赔偿，只通过泊里镇政府支付一亩七八万元的赔偿价格，本人不同意，青岛康尼尔环保科技公司强拆强占被阻止，更是让镇政府信阳边防派出所出面，将本人强行带入派出所羁押，2020年3月2日到3月12日过连续传唤对本人进行变相羁押超过100小时。为青岛康尼尔环保科技有限公司施工争取时间。这是明显的做黑社会保护伞，国务院公安部严令公安机关不得以任何形式参与征地拆迁等工作当中，黄岛区泊里镇信阳边防派出所却每次参与其中，青岛市黄岛区信阳边防派出所所长袁守强更是玩忽职守，知法犯法，积极参与其中。????希望上级领导重视，依法征地，补偿本人损失。",2020-03-31,2020-04-07
17,举报人刘天基提供本人照片和身份证各一份。举报人刘天基举报平度市开发区大泥河头村西北角违法建设市场大棚崔广东和邓伟玉等人的违法行为证据确凿，铁证如山，无须诉讼，通过举报信访等是反映崔广东和邓伟玉等人违法违规违纪腐败行为的一种合法渠道。请领导严查山东省政务热线12345的回复违法建设市场大棚公开帮崔广东和邓伟玉等人弄虚作假，玩弄法律，颠倒是非黑白，承当保护伞。请严查山东省平度市开发区大泥河头村的西北角违法建设的市场大棚举报约在3万多次没有拆除，有二十多份证据证明属于严重违法建设的市场大棚，举报三年之久至今为止没有拆除。刘天基自2017年6月份开始通过各种渠道举报违法建设市场大棚大约在3万多次，有山东省，青岛市，平度市国土局平度市城乡规划局等各部门的政府信息公开，法院判决等有二十多份证据包括行政处罚等证据都认可属于严重的违法建设市场大棚。举报人刘天基申请平度市国土局依法查处破坏基本农田建设市场大棚，平度市国土局局长邓伟玉不但不履行法定职责，依法查处违法建设市场大棚反而还弄虚作假，制造假的文件，违法批地，破坏基本农田，为他人谋取私利，邓伟玉玩忽职守属于严重的执法犯法，无法无天，顶风而上，弄虚作假，欺上瞒下，不作为，乱作为，搞形式主义，官僚主义特别严重。举报人刘天基申请平度市综合行政执法局依法拆除违法建设市场大棚，平度市综合行政执法局局长崔广东不但不依法履行法定职责反而成为为群众做好事，崔广东把一个违法行为变成为好事简直是天大笑话，崔广东渎职，玩忽职守，玩弄法律，颠倒是非黑白，执法犯法，无法无天，不作为，乱作为，搞形式主义，官僚主义特别严重。举报人刘天基通过各种渠道举报违法建设市场大棚遭到山东省政府，青岛市政府平度市政府各部门的层层保护伞的保护，举报人刘天基是上天无门，入地无路，有苦无地诉，有冤无地审。请国家领导人依法严查崔广东和邓伟玉等人知法犯法，无法无天，玩弄法律，颠倒是非黑白，渎职，玩忽职守，徇私舞弊，滥用职权，欺上瞒下，对抗国家政策和法律法规定，耍法律流氓，不作为，乱作为，搞形式主义，官僚主义等违法违纪腐败行为特别严重，违反了党纪国法，请罢免崔广东和邓伟玉等人的一切职务，移交司法机关追究法律责任。举报人刘天基，山东省平度市开发区大泥河头村219号。,2020-03-30,2020-04-07
18,我们村很多房子不管违章不违章都没有施行宅基地确权，政府部门能不能给解决,2020-04-06,2020-04-07
19,举报人刘天基提供本人照片和身份证各一份。举报人刘天基举报平度市开发区大泥河头村西北角违法建设市场大棚崔广东和邓伟玉等人的违法行为证据确凿，铁证如山，无须诉讼，通过举报信访等是反映崔广东和邓伟玉等人违法违规违纪腐败行为的一种合法渠道。请领导严查山东省政务热线12345的回复违法建设市场大棚公开帮崔广东和邓伟玉等人弄虚作假，玩弄法律，颠倒是非黑白，承当保护伞。请严查山东省平度市开发区大泥河头村的西北角违法建设的市场大棚举报约在3万多次没有拆除，有二十多份证据证明属于严重违法建设的市场大棚，举报三年之久至今为止没有拆除。刘天基自2017年6月份开始通过各种渠道举报违法建设市场大棚大约在3万多次，有山东省，青岛市，平度市国土局平度市城乡规划局等各部门的政府信息公开，法院判决等有二十多份证据包括行政处罚等证据都认可属于严重的违法建设市场大棚。举报人刘天基申请平度市国土局依法查处破坏基本农田建设市场大棚，平度市国土局局长邓伟玉不但不履行法定职责，依法查处违法建设市场大棚反而还弄虚作假，制造假的文件，违法批地，破坏基本农田，为他人谋取私利，邓伟玉玩忽职守属于严重的执法犯法，无法无天，顶风而上，弄虚作假，欺上瞒下，不作为，乱作为，搞形式主义，官僚主义特别严重。举报人刘天基申请平度市综合行政执法局依法拆除违法建设市场大棚，平度市综合行政执法局局长崔广东不但不依法履行法定职责反而成为为群众做好事，崔广东把一个违法行为变成为好事简直是天大笑话，崔广东渎职，玩忽职守，玩弄法律，颠倒是非黑白，执法犯法，无法无天，不作为，乱作为，搞形式主义，官僚主义特别严重。举报人刘天基通过各种渠道举报违法建设市场大棚遭到山东省政府，青岛市政府平度市政府各部门的层层保护伞的保护，举报人刘天基是上天无门，入地无路，有苦无地诉，有冤无地审。请国家领导人依法严查崔广东和邓伟玉等人知法犯法，无法无天，玩弄法律，颠倒是非黑白，渎职，玩忽职守，徇私舞弊，滥用职权，欺上瞒下，对抗国家政策和法律法规定，耍法律流氓，不作为，乱作为，搞形式主义，官僚主义等违法违纪腐败行为特别严重，违反了党纪国法，请罢免崔广东和邓伟玉等人的一切职务，移交司法机关追究法律责任。举报人刘天基，山东省平度市开发区大泥河头村219号。,2020-03-29,2020-04-07
20,尊敬的市政府领导你好！我是该村居民！我们想让村变好！黄岛区琅琊镇丁石洼社区农民土地占用款迟迟不发放  周围村早已发放！村干部不作为，近年来只做面子工程！三村合一以来 越来越乱！存在乱盖房屋现象！个别干部 到处圈地！村民敢怒不敢言！村里的好事全在那固定的几户家里！请严查！,2020-03-26,2020-04-07
21,琅琊镇车轮山后村这几年会拆迁吗,2020-04-02,2020-04-07
22,领导好，张家楼镇岭前马家庄村有无拆迁计划或者土地征收计划,2020-04-01,2020-04-05
23,即墨区段泊岚镇刘家庄中心社区大胡埠村村民赵鹏在大吕戈庄二村村西借着卖备沙的名义每晚偷沙，在疫情如此严峻的情况下疯狂破坏基本农田30余亩，获利五百余万元，回填用的全部是生活跟建筑垃圾，政府部门可以现场用挖掘机打点取证，（详细地址原来大吕二村民徐大辉的三十万方沙堆转让给了赵鹏，大吕二村民苏常绪承包地北侧，大沽河河坝大吕二村指示牌东100米，大吕二村村民牟森林住所西邻）,2020-03-29,2020-04-04
24,"平度市南村镇杨家庙村土地确权,我村人口确权完成了吗,是土地承包经营权证嘛,还有想问一下自己居住的村落房屋如何进行不动产登记拿证,是以个人名义还是村集体土地登记",2020-04-01,2020-04-03
25,领导，您好   我家拆迁后，回迁协议上面回迁面积为82平方，由于家里老少三辈居住，82平方套2住不开，是否可以要个100平方以上的房子吗？超出的面积，按照多钱购买？,2020-04-02,2020-04-03
26,市长您好胶东国际机场三期噪音区拆迁有我们荒庄村，我是黑龙江的户口，2002年在荒庄买了四间正屋，两间平房，像我们这种情况房屋拆迁款是不是可以和本村的赔偿方式一样，望回复，谢谢您！,2020-04-02,2020-04-03
27,尊敬的领导，胶东国际机场为什么要拆迁6个村。胶莱街道办事处，的3个村就不拆了。请市长给个说法吧！,2020-03-27,2020-04-03
28,胶州市国土局挂牌出让李哥庄魏家屯村土地50亩，该村全体党员村民均不知道，请问是如何办理的手续，多少钱一亩的出让价格，为什么不能做到公务透明，连年来，该村土地被变卖殆尽，全体村民吃什么？后路怎么办？希望给出答复，此事全体党员村民密切关注，希望不要引起群体性上访事件。最好有政府工作人员来开会吧此事解释明白。,2020-04-03,2020-04-03
29,蓼兰镇许家村是否合村并居？什么时候开始？,2020-03-30,2020-04-03
30,胶州九龙街道东石河有没有拆迁计划？,2020-04-02,2020-04-03
序号,诉求,诉求时间,回复时间
31,想问下 清明期间想回趟德州岳父家（过年到现在一直没出过胶州）回来需要隔离吗？,2020-04-02,2020-04-03
32,2017年底，村里通知洙河要清理河道，沿岸的树木要砍伐清理，是否有补偿金？,2020-03-31,2020-04-03
33,我是甘水湾社区居民，军人家属，农村户口，在甘水湾有合法房屋4间。2017年11月10日甘水湾社区书记薛洪果在我不知情的情况下将我的房屋拆除，将安置房房和补偿款私自处置给了唐永前。我和唐永前虽然是姐弟关系，但建房时我们各自成家，他跟我的房屋没有任何关系。甘水湾社区书记薛洪果为了谋取私利，将属于我的安置利益私自处置给唐永前。长达两年半的时间，所有证据一目了然，我的房屋没有纠纷。我多次到薛家岛办事处要求返还安置房，社区书记薛洪果以家庭纠纷为由拒绝返还我安置房。我拿着证据反映问题，而社区书记编造谎言敷衍上级，薛家岛办事处领导官官相护推诿扯皮掩盖社区书记的违法犯罪行为。我这是第5次写信，希望市长不要让您的子民绝望，希望在您的带领下百姓安居乐业，再无村官恶霸！,2020-03-29,2020-04-03
34,举报人刘天基提供本人照片和身份证各一份。举报人刘天基举报平度市开发区大泥河头村西北角违法建设市场大棚崔广东和邓伟玉等人的违法行为证据确凿，铁证如山，无须诉讼，通过举报信访等是反映崔广东和邓伟玉等人违法违规违纪腐败行为的一种合法渠道。请领导严查山东省政务热线12345的回复违法建设市场大棚公开帮崔广东和邓伟玉等人弄虚作假，玩弄法律，颠倒是非黑白，承当保护伞。请严查山东省平度市开发区大泥河头村的西北角违法建设的市场大棚举报约在3万多次没有拆除，有二十多份证据证明属于严重违法建设的市场大棚，举报三年之久至今为止没有拆除。刘天基自2017年6月份开始通过各种渠道举报违法建设市场大棚大约在3万多次，有山东省，青岛市，平度市国土局平度市城乡规划局等各部门的政府信息公开，法院判决等有二十多份证据包括行政处罚等证据都认可属于严重的违法建设市场大棚。举报人刘天基申请平度市国土局依法查处破坏基本农田建设市场大棚，平度市国土局局长邓伟玉不但不履行法定职责，依法查处违法建设市场大棚反而还弄虚作假，制造假的文件，违法批地，破坏基本农田，为他人谋取私利，邓伟玉玩忽职守属于严重的执法犯法，无法无天，顶风而上，弄虚作假，欺上瞒下，不作为，乱作为，搞形式主义，官僚主义特别严重。举报人刘天基申请平度市综合行政执法局依法拆除违法建设市场大棚，平度市综合行政执法局局长崔广东不但不依法履行法定职责反而成为为群众做好事，崔广东把一个违法行为变成为好事简直是天大笑话，崔广东渎职，玩忽职守，玩弄法律，颠倒是非黑白，执法犯法，无法无天，不作为，乱作为，搞形式主义，官僚主义特别严重。举报人刘天基通过各种渠道举报违法建设市场大棚遭到山东省政府，青岛市政府平度市政府各部门的层层保护伞的保护，举报人刘天基是上天无门，入地无路，有苦无地诉，有冤无地审。请国家领导人依法严查崔广东和邓伟玉等人知法犯法，无法无天，玩弄法律，颠倒是非黑白，渎职，玩忽职守，徇私舞弊，滥用职权，欺上瞒下，对抗国家政策和法律法规定，耍法律流氓，不作为，乱作为，搞形式主义，官僚主义等违法违纪腐败行为特别严重，违反了党纪国法，请罢免崔广东和邓伟玉等人的一切职务，移交司法机关追究法律责任。举报人刘天基，山东省平度市开发区大泥河头村219号。,2020-03-27,2020-04-03
35,因沟崖村大部分口粮地被卖光，村委公示的卖地数量与实际不符，请求崂山区相关部门公示，沟崖社区早期与现在村域图各一份。 谢谢领导！,2020-03-20,2020-04-03
36,信件内容崂山区中韩街道西韩社区，年底村里发钱，标准不统一。我们家小孩前年就把户口拉回村里了，去年说拉的晚了，分不了。今年又说，后拉来的不享受分钱。问他们有什么依据？他们说就这么定的村委就说的算。听其他人说，这些钱很有可能就是故意找理由扣下不发，然后村里的几个干部自己偷着分了。而且同样的情况，村干部还有那些有关系的家里的小孩都享受分钱。请各级纪委、监察委出来查查他们，简直无法无天。而且今年村里卖了地了，好几十亿，怎么管理也不公开，这样下去早晚弄没了。市纪委、省巡视组、中央巡视组、电视台、媒体都看过来。----------------------------------------------------------请明确公开：1.社区党员与居民代表大会时间？2.社区党员与居民代表大会具体内容3.福利发放的标准和办法说不出来，一句话糊弄过去就是有鬼啊 -----、您好，对您反映的问题，崂山区政府进行了落实，西韩社区于2020年1月4日召开社区党员与居民代表大会，大会的具体内容以及福利发放的标准和办法建议到社区咨询。 你们是不是准备这么回答？ ,2020-03-27,2020-04-03
37,我是甘水湾社区居民，军人家属，农村户口，在甘水湾有合法房屋4间。2017年11月10日甘水湾社区书记薛洪果在我不知情的情况下将我的房屋拆除，将安置房房和补偿款私自处置给了唐永前。我和唐永前虽然是姐弟关系，但建房时我们各自成家，他跟我的房屋没有任何关系。甘水湾社区书记薛洪果为了谋取私利，将属于我的安置利益私自处置给唐永前。长达两年半的时间，所有证据一目了然，我的房屋没有纠纷。我多次到薛家岛办事处要求返还安置房，社区书记薛洪果以家庭纠纷为由拒绝返还我安置房。我拿着证据反映问题，而社区书记编造谎言敷衍上级，薛家岛办事处领导官官相护推诿扯皮掩盖社区书记的违法犯罪行为。我这是第5次写信，希望市长不要让您的子民绝望，希望在您的带领下百姓安居乐业，再无村官恶霸！,2020-03-29,2020-04-03
38,我是甘水湾社区居民，军人家属，农村户口，在甘水湾有合法房屋4间。2017年11月10日甘水湾社区书记薛洪果在我不知情的情况下将我的房屋拆除，将安置房房和补偿款私自处置给了唐永前。我和唐永前虽然是姐弟关系，但建房时我们各自成家，他跟我的房屋没有任何关系。甘水湾社区书记薛洪果为了谋取私利，将属于我的安置利益私自处置给唐永前。长达两年半的时间，所有证据一目了然，我的房屋没有纠纷。我多次到薛家岛办事处要求返还安置房，社区书记薛洪果以家庭纠纷为由拒绝返还我安置房。我拿着证据反映问题，而社区书记编造谎言敷衍上级，薛家岛办事处领导官官相护推诿扯皮掩盖社区书记的违法犯罪行为。我这是第5次写信，希望市长不要让您的子民绝望，希望在您的带领下百姓安居乐业，再无村官恶霸！,2020-03-29,2020-04-03
39,车文琴作为曲坊村书记不给老百姓办事，迫害老百姓，村民张瑞兰口粮被村委破坏，反映问题无数次一年多。到现在车文琴不给处理。车文琴作为领导就这样为老百姓服务？？车文琴作为领导该办的事不不办，明目张胆欺压百姓。我们要求上级领导对车文琴这样所谓的领导，依法处理。,2020-03-30,2020-04-03
40,领导您好：曲坊村书记车文琴。对村民张瑞兰口粮地的事推诿扯皮不给老百姓办事。车文琴作为管区区长，曲坊村书记光耍嘴皮。对车文琴这样滴领导。我们要求上级领导严查严办。维护老百姓利益。,2020-03-28,2020-04-03
41,您好!    请问青岛市即墨区温泉街道南北行村何时才能拆迁。望回!,2020-04-02,2020-04-03
42,在2月10号左右疫情严俊时，胶州市胶北街道办事处袁家村党支部书记袁茂猛多次放外村人进村，在2月18号 下午于家村村民孙笑话华去张仁本家修机井（他家没有自来水更涉及不到民生）通过袁茂猛的关系没有测体温等防护措施，让孙笑华自己登记写了体温，袁茂猛身为党支部书记，不为村民的健康安全着想，把党纪国法置之度外，应当严查处理！,2020-03-27,2020-04-03
