序号,诉求,诉求时间,回复时间
14,莱西一中自动正月初七上网课至今，只放过一整天假期。请问，教育部门对学生的在线学习时常有规定吗？规定是多少。请问莱西一中等莱西市的学校应该遵守教育部，省教育厅的规定吗？莱西一中应该遵守中华人民共和国的法律法规吗？莱西一中的课程表，清明节当天依然排满，据说要举行考试，是否是真实的？清明节应不应该休息？最后问一句，莱西市教育体育局是为人民服务的政府部门吗？态度端正吗？有一丝公信力吗！政府权威又在哪里？,2020-04-02,2020-04-07
15,尊敬的领导青岛市城阳三中高一学生分班的消息让我很气愤，有些中考成绩一般的学生分到了直升班，这些学生还得意的宣传自己找了人，是领导的亲戚，请严肃查一下，这里面有巨大的腐败，严惩为非作歹的学校当官的，这对学生来说很不公平。,2020-03-30,2020-04-07
序号,诉求,诉求时间,回复时间
16,今天拨打晨光幼儿园座机，有些事想联系一下我们中班的刘欣老师，接电话工作人员说，刘欣老师已经调到团岛园去了，请问此事是否属实，孩子与刘老师朝夕相处，已经习惯了刘老师的教学方式，产生了依赖，可否调动别的教师。,2020-03-30,2020-04-07
17,负责人您好！想问一下为什么市南区精神文明奖只发给全额拨款幼儿园的在编教师吗？差额幼儿园为什么不予发放？是因为幼儿园性质才不予发放的吗？市南区作为教育资源最为丰富的区域，学前教育又极为重要，老师们都是凭借自己的能力考入市南区教育系统的，这样的差别对待确实令人心寒。另外，小学和幼儿园老师待遇差距也很大，中小学老师涨工资，幼儿园老师不涨。市南区学前教育行业怎样留住教师？怎样吸引高素质人才？教师幸福感从何而来？首先待遇要公平。望给予重视！,2020-03-31,2020-04-07
18,青岛市58中为代表的市属事业单位都发了考核奖，不是全青岛市的事业单位都有吗？请问李沧区什么时候发老师的考核奖？,2020-03-30,2020-04-07
19,您好，我前年在高新区的鲁商蓝岸新城买了房子，最近打算搬过去。想咨询一下该小区的孩子应该到哪个小学去就读？另外，高新区西片区附近有没有新建小学和初中的计划？什么时候才能开工？谢谢。,2020-03-21,2020-04-07
20,2020年6月将从青岛科技大学MBA拿到毕业证书的毕业生付晓健同学，电话：15192022771，在读期间，在自己有家庭，有老公，有孩子的情况下，因和老公两地分居，勾引已婚男，知道对方有家庭，有孩子的情况下，多次半夜相约到酒店、自己的车里开房、车震。破坏别人家庭，现在、她自己的家庭劈裂，对方的家庭也是支离破碎，两个无辜的孩子成为单亲，可谓是思想败坏，毫无道德，毫无底线。 附：MBA的报考条件 (一)中华人民共和国公民。 (二)拥护中国共产党的领导，品德良好，遵纪守法。 第二条就明文规定，品德良好，遵纪守法！付晓健这样的行为，作为妻子，背叛家庭，背叛老公，不忠诚，作为妈妈，毫无榜样，愧做父母。作为同事，大半夜的骚扰别人家庭的老公让别人的老公去接自己回家，作风不检点。她这样的人别说品德良好，可以说是毫无品德可言。 我把这件事情反映给青岛科技大学经济管理系，那边的回复是她不是在校生，只是周末过来上课，不知道她的私生活这么混乱，可是我已经告诉了他们真相，校方又说是教育局负责发证，不归他们管，作为教书育人的教育高校，不能这么推脱责任，现在我实名举报，所有的证据，微信聊天，消费记录，电话通话记录，和付晓健本人谈判录音，包括和她本人对质的录音，以及对方说要结束关系时，她依旧不依不饶的纠缠的微信。所有的资料，我都整理完毕。条条足以证明这位学生，这位母亲，这位妻子，道德败坏。如若再需要和她本人对质都没问题。所以她连报考条件都不符合，青岛科技大学为什么还要给这样的不符合标准的人颁发毕业证书呢。 特此投诉。 ,2020-04-07,2020-04-07
21,请问咱们青岛市中小学是按照什么文件要求男老师从正月十五前到现在一直都在值夜班？学校不开学学校都没有人，有防控的必要吗，学校男老师只有个位数，还有外地的，都让我们都从老家回来了，还得隔离。只让男老师值夜班是不是有点太折腾人了？而且很没有必要？很多区都不值班，麻烦问一下李沧区什么时候值夜班结束。,2020-03-29,2020-04-07
22,尊敬的教育局领导您好：最近网上一直再传新建的重庆中路学校今年7月就可以招生是真的吗？但是主体还没有建好呀。还有这所学校的学区划分具体是哪里 湘潭路华胥美邦的孩子可以上吗 或者文昌路湖畔雅居的孩子可以上吗？ 期待您的回复谢谢您,2020-04-04,2020-04-07
23,前不久，山东省春季学期开学复课时间已经确定出来了，是在四月份中旬。那么岛城实行三级疫情响应，小区各个出入通道恢复开放，不在实行进出管制会否就在四月中旬之前，也就是在清明节之后。,2020-04-04,2020-04-07
24,你好！我是青西五中高一学生，清明节不是应该放三天吗？其他高校有放三天的，为什么我们学校清明节假期进行月考（周末，周一月考强制性必须考）（我还是个学生，没有电话，别打电话）,2020-04-03,2020-04-07
25,请问新都心蚌埠路上规划的初中什么时候建呢？是重点初中吗？,2020-03-28,2020-04-07
26,孩子们每天盯着电脑看电子版的教材，一看就是一天，这对视力损伤多大呀！很多学校都已经发放了课本，最早的学校有2月底就发课本的。那是多么敬业的校长和老师啊！长沙路小学为什么还不发课本？ 新校长就是这样主持工作的？ ,2020-03-27,2020-04-07
27,学生开学再即，为保证孩子在疫情期间的身心健康，建议公交公司定点定时，发专车拉送孩子，特别是初三和高三的孩子，最大限度的保证孩子的健康，不受疫情的干扰。谢谢。,2020-03-30,2020-04-07
28,李沧区管理民办学校的李沧区教体局，给民办学校设了三个群。领导群，工作群，年检群，一共三个群，能不能合成一个群？有时候发通知这么样，在领导群里说有个通知在工作群里。有时候工作群和年检群发重复的通知。强烈建议合成一个群，难道比统一中国还难？,2020-03-29,2020-04-07
29,清明节假前期孩子在家中进行了一场期中考试，作为家长的我认为这是孩子真实学习程度的验证。但等分数公布时我感到怀疑它的真实度，例如科学满分78而有的同学竟然考到100分。还有网课需要准备的教辅材料真的很让一些家长头疼，有复印机的可以给孩子打印测试题，没有复印机的就需要自己抄写。,2020-04-07,2020-04-07
30,麻烦领导帮忙落实一下1青岛市事业单位都发了年度考核奖，市教育局的学校教师也有发的，我们李沧区老师为什么不给发考核奖？2 李沧区为什么不给新教师发精神文明奖？之前2018级新教师2017级也都没发。,2020-04-07,2020-04-07
序号,诉求,诉求时间,回复时间
31,开学时间确定了么,2020-04-06,2020-04-07
32,投诉西海岸新区高中学校，学校通知封闭管理不允许走读，未有任何政策文件要求高中学校封闭管理，请求允许毕业年级学生走读！,2020-04-05,2020-04-07
33,老师是否也可以不出校门，陪同高三学生。毕竟老师出门遇到的人群更多更加密集，更容易出现感染事件。为了保护学生的安全，是否老师也应在校隔离?,2020-04-05,2020-04-07
34,尊敬的市领导： 您好，对于山东省发布的开学时间及相关安排，想对高中生住宿有关问题进行咨询，是否青岛市教育局进行安排并说明封校不允许走读行为？希望对低风险区予以不一样的安排，谢谢！ ,2020-04-06,2020-04-07
35,为什么李沧区在法定假日还上课？,2020-04-06,2020-04-07
36,很抱歉打扰，我希望中考不希望延期，没有太大作用，还耽误我们高中招生,2020-04-06,2020-04-07
37,莱西市济南路中学到今天4月6日已经上了整整8周的网课了，周一至周五早7点到晚9点，早7点到7点50早自习，8点开始上午4节课，下午4节课，周六复习一天，周日考试一天，8个周周周如此。早读视频打卡，课间操视频打卡，最近3周周一到周五每天晚上都开小会，这几天白天自习课用腾讯会议监控，每周每一至周四（以前是到周五）晚上7点开始两节晚自习，每节1个小时，周六复习、周日周考也没有休息时间，清明节放假三天，实际上只休息了第一天，第二天腾讯视频监控自习，第三天也就是今天考试一整天，知道老师为孩子们好，但是孩子们太累了，眼镜度数呼呼上涨，希望教育局管一管，只求周六或周日让孩子们歇一天就行。而且学校从这周开始对各种打卡进行加减分，5人一组，这都需要家长完成，家长根据学校发的加减分规则进行，每天上报班主任据说记入学生档案，家长复工上班这无疑又给家长增加了负担。知道学校是为孩子们好，但看到孩子们呼呼上涨的眼镜度数真让人心疼，写这封信不是为了投诉学校，毕竟孩子还在校学习，而是希望孩子能周六或周日休息一天，歇一歇，希望教育局帮忙看看。,2020-04-06,2020-04-07
38,您好，中职高三开学后必须要住校吗？走读的不可以回家吗？,2020-04-05,2020-04-05
39,高三4月15号开学之后必须住校吗？也必须住校吗？,2020-04-05,2020-04-05
40,市领导请明察一下李沧区上网课，每天盯盯直播，语数英老师直播就算了，竟然还让音体美老师直播，李沧区在开玩笑吗？学生在家无法完成大量的体育活动，楼下一直举报，去户外又不安全。在家唱歌一直扰民。孩子不学美术特长家里器材也不够。能不能干点实际有用的？学生也累，家长复工了也没时间照看，也增加老师负担。,2020-04-04,2020-04-05
41,您好，请问高一高二的开学时间是由省厅决定还是市局决定？若市局决定，目前考虑的是何时开学呢？希望不会太晚，可以考虑高中其他年段和初三一起开学吗？,2020-04-04,2020-04-04
42,尊敬的市领导：       您好，对于山东省发布的开学时间及相关安排，想对高中生住宿有关问题进行咨询，是否青岛市教育局进行安排并说明封校不允许走读行为？希望对低风险区予以不一样的安排，谢谢！,2020-04-03,2020-04-04
43,青岛西海岸第一中学清明节假期考试,2020-04-03,2020-04-04
44,学校每天早上要求学生签到，早7：30签到，每科作业签到，听课签到，给学生造成了巨大的心理压力，教育部明确表示，做好网上教学工作没有必要普遍要求教师去录播课程，同时，不得强行要求学生每天上网“打卡”、上传学习视频等，防止增加学生不必要的负担，该学校顶风作案，忽视教育部规定，一个学校不遵循教育部的规定，他还能称作学校吗？,2020-03-27,2020-04-04
45,城阳西小水小学，网络课授新课，还是录播课！给低年级学生留作业作业量过大，需要写到十点多，家长全程陪同写作业，新课进度很快，一下讲了三四个单元，前期不留作业，后面疯狂的让孩子补作业，老师很不负责人！,2020-03-25,2020-04-04
序号,诉求,诉求时间,回复时间
46,学校占用清明节考试，作业特别多,2020-04-03,2020-04-04
47,看到网站公布的青岛市第五届中小学海洋节获奖名单，教育局网站也没有找到该活动报名参赛的文章！我们小学也未通知过学生报名，这个比赛也是从未在学校处得知！请问类似的教育局主办的比赛信息，在哪里可以获取比赛通知和报名途径？我们也很想参加各种形式的活动和比赛，可是我们所在的学校很少会通知我们参加，比如读书节、海洋节、创意编程赛、程序设计赛....都从没听说过，每次都是看到获奖名单，从来没有途径可以报名参加！是小学没有将比赛信息传达到位吗？很不公平~~,2020-04-02,2020-04-03
48,   今天疫情来临 青岛市初三学生直到4月22日才能开学。虽说中考可能会延迟，会增加时间，但这些时间要给孩子学习巩固用的啊，网课基本上没有很大用处。今天新加音美中考，化学物理实验，再加上体育中考，真不知道能把孩子逼成什么样。都说体育中考是为了让那些不自觉的孩子锻炼起来，做一名健康的中学生。步入初中，那些孩子为了体育中考，不断练习，健康作息，这不是已经达到目标了吗。我希望您知道 体育中考不是为了分数而考，是为了孩子的身心健康。所以取消体育中考，完全可以的，根本没有必要为了形式而考。希望教育局有关人员能采纳我的意见。谢谢！,2020-04-03,2020-04-03
49,   今天疫情来临 青岛市初三学生直到4月22日才能开学。虽说中考可能会延迟，会增加时间，但这些时间要给孩子学习巩固用的啊，网课基本上没有很大用处。今天新加音美中考，化学物理实验，再加上体育中考，真不知道能把孩子逼成什么样。都说体育中考是为了让那些不自觉的孩子锻炼起来，做一名健康的中学生。步入初中，那些孩子为了体育中考，不断练习，健康作息，这不是已经达到目标了吗。我希望您知道 体育中考不是为了分数而考，是为了孩子的身心健康。所以取消体育中考，完全可以的，根本没有必要为了形式而考。希望教育局有关人员能采纳我的意见。谢谢！,2020-04-03,2020-04-03
50,   今天疫情来临 青岛市初三学生直到4月22日才能开学。虽说中考可能会延迟，会增加时间，但这些时间要给孩子学习巩固用的啊，网课基本上没有很大用处。今天新加音美中考，化学物理实验，再加上体育中考，真不知道能把孩子逼成什么样。都说体育中考是为了让那些不自觉的孩子锻炼起来，做一名健康的中学生。步入初中，那些孩子为了体育中考，不断练习，健康作息，这不是已经达到目标了吗。我希望您知道 体育中考不是为了分数而考，是为了孩子的身心健康。所以取消体育中考，完全可以的，根本没有必要为了形式而考。希望教育局有关人员能采纳我的意见。谢谢！,2020-04-03,2020-04-03
51,   今天疫情来临 青岛市初三学生直到4月22日才能开学。虽说中考可能会延迟，会增加时间，但这些时间要给孩子学习巩固用的啊，网课基本上没有很大用处。今天新加音美中考，化学物理实验，再加上体育中考，真不知道能把孩子逼成什么样。都说体育中考是为了让那些不自觉的孩子锻炼起来，做一名健康的中学生。步入初中，那些孩子为了体育中考，不断练习，健康作息，这不是已经达到目标了吗。我希望您知道 体育中考不是为了分数而考，是为了孩子的身心健康。所以取消体育中考，完全可以的，根本没有必要为了形式而考。希望教育局有关人员能采纳我的意见。谢谢！,2020-04-03,2020-04-03
52,   今天疫情来临 青岛市初三学生直到4月22日才能开学。虽说中考可能会延迟，会增加时间，但这些时间要给孩子学习巩固用的啊，网课基本上没有很大用处。今天新加音美中考，化学物理实验，再加上体育中考，真不知道能把孩子逼成什么样。都说体育中考是为了让那些不自觉的孩子锻炼起来，做一名健康的中学生。步入初中，那些孩子为了体育中考，不断练习，健康作息，这不是已经达到目标了吗。我希望您知道 体育中考不是为了分数而考，是为了孩子的身心健康。所以取消体育中考，完全可以的，根本没有必要为了形式而考。希望教育局有关人员能采纳我的意见。谢谢！,2020-04-03,2020-04-03
53,   今天疫情来临 青岛市初三学生直到4月22日才能开学。虽说中考可能会延迟，会增加时间，但这些时间要给孩子学习巩固用的啊，网课基本上没有很大用处。今天新加音美中考，化学物理实验，再加上体育中考，真不知道能把孩子逼成什么样。都说体育中考是为了让那些不自觉的孩子锻炼起来，做一名健康的中学生。步入初中，那些孩子为了体育中考，不断练习，健康作息，这不是已经达到目标了吗。我希望您知道 体育中考不是为了分数而考，是为了孩子的身心健康。所以取消体育中考，完全可以的，根本没有必要为了形式而考。希望教育局有关人员能采纳我的意见。谢谢！,2020-04-03,2020-04-03
54,   今天疫情来临 青岛市初三学生直到4月22日才能开学。虽说中考可能会延迟，会增加时间，但这些时间要给孩子学习巩固用的啊，网课基本上没有很大用处。今天新加音美中考，化学物理实验，再加上体育中考，真不知道能把孩子逼成什么样。都说体育中考是为了让那些不自觉的孩子锻炼起来，做一名健康的中学生。步入初中，那些孩子为了体育中考，不断练习，健康作息，这不是已经达到目标了吗。我希望您知道 体育中考不是为了分数而考，是为了孩子的身心健康。所以取消体育中考，完全可以的，根本没有必要为了形式而考。希望教育局有关人员能采纳我的意见。谢谢！,2020-04-03,2020-04-03
55,请问平度市2018级第一学段和第二学段模块检测考试范围是啥（语数英政史化）请予以告知，另外第一学段模块检测具体时间是几号？,2020-04-02,2020-04-03
56,   今天疫情来临 青岛市初三学生直到4月22日才能开学。虽说中考可能会延迟，会增加时间，但这些时间要给孩子学习巩固用的啊，网课基本上没有很大用处。今天新加音美中考，化学物理实验，再加上体育中考，真不知道能把孩子逼成什么样。都说体育中考是为了让那些不自觉的孩子锻炼起来，做一名健康的中学生。步入初中，那些孩子为了体育中考，不断练习，健康作息，这不是已经达到目标了吗。我希望您知道 体育中考不是为了分数而考，是为了孩子的身心健康。所以取消体育中考，完全可以的，根本没有必要为了形式而考。希望教育局有关人员能采纳我的意见。谢谢！,2020-04-03,2020-04-03
57,城阳TAHA小博士幼儿园普惠性幼儿园的进度怎样了?怎么没信了？,2020-04-02,2020-04-03
58,孩子反映这个领导整天吼学生，甚至个别公共场合骂学生，开会喊口号，做表面文章，把自己描绘成正义的化身，都听腻了，非常反感他。由孩子反映看出这人工作方式方法简单，在学生群体中口碑不佳。上学期因为孩子一次违纪，与他打过一次交到，深刻领会脱离群众的领导，不考虑家长与学生实际情况，坚持将孩子撵回家走读一周，怎么祈求都不行，我在外地，孩子妈妈在家伺候小的，那一个周让孩子住了一个周宾馆。假期与他的接触对孩子在家学习的管理，尤其听他几次会，却如孩子所说，肤浅没有内涵。面对学生假期厌学情绪，始终拿不出有效对策，到了如今面临管理失控，属于低能领导，上学期期中期末考试比不过二中，更比不过一中。,2020-03-30,2020-04-03
59,亚洲杯申办城市去年12月已经公布，青岛入选。其他入选城市都已经开工建设，但是青岛迟迟没有动静，根据申办的情况，青岛市选取了城阳某地块。但是相关规划和施工均未向社会公布啊,2020-03-27,2020-04-03
60,该校一直按规定放半月假？有够好笑的 自己看 光以前周末练习就连续 3周 这可不是因为清明节 不要偷换概念 我不知道您们经调查是不是只是问一下校领导 这样可没用,2020-04-02,2020-04-03
序号,诉求,诉求时间,回复时间
61,二中要求学生上课，并且放假时间短，周末还安排课程，清明节不放假，要求学生早起打卡,2020-04-02,2020-04-03
62,现在从江西省九江市去青岛还要隔离吗,2020-04-02,2020-04-03
63,小学都上半天，上午三个年级，下午三个年级。学生不在学校吃饭！,2020-04-03,2020-04-03
64,至今莱西一中依然没有给出清明节休息的具体消息。我希望当天放假，因为这是国家法定节假日和中华民族传统节日。莱西一中的领导们不应该不知道吧？4月4日全国哀悼，这是一个表达敬意，爱国之心的好时刻。10点全国默哀，瑞国莱西一中继续上课，可以视为对国家，对英雄，对人民的不尊重！,2020-04-03,2020-04-03
65,莱西市第一中学自从上网可以来，高一级部从未放假，据悉，清明节也不放假，希望解决注意：只有高一级部，高二级部放过一次,2020-04-02,2020-04-03
66,佳音英语北岭校区违规开设线上课程（给这个班起名叫小班精品课），并向家长收费。1、学校为规避管理，起名叫小班精品课，课程实际为原线下课程的延续，据悉以后线下课程开课后，这部分线上学习的内容不会重复学习，原来已经缴纳线下课程的费用，为什么转为线上就要收取费用？2、学校操作违反《关于全省教育系统依法防控新冠肺炎疫情的实施意见》提请相关部门处理。,2020-03-28,2020-04-03
67,    由于疫情防控的影响，本学期推迟了学校报到的时间，改为线上学习“空中课堂”。关于“空中课堂”的网络教学，各方反应褒贬不一，有的认为学习效果好还方便省时省力，有的认为孩子自控力差学习形同虚设收获不多。学生的家庭情况千差万别、学生的自控能力良莠不齐，造成对同学们“空中课堂”的学习效果也不尽相同。    网络上对于周末补课和暑假补课都有很高的呼声，但是无论周末补课还是暑假补课都不是最佳方案，应该针对学生们“空中课堂”的学习效果不同设计不同的学习方案，打一套“组合拳”。建议在开学后对学生“空中课堂”学习的学习效果开展评估检测，并对评估结果进行分级分类，在开学后开展不同的学习方案。对于“空中课堂”学习期间知识掌握较好的同学，不再额外进行补课，直接进行后续的知识学习；对于“空中课堂”学习期间知识掌握不佳的同学，利用周末时间对“空中课堂”所学知识进行梳理和补习。具体说明如下：1.周一到周五，按照正常学习进度开展正常教学（延续空中课堂之后的课程体系，空中课堂已经学习过的知识不再讲授）。2.周末，对“空中课堂”学习期间评估效果不佳的同学进行梳理补习、差缺补漏。周末学习对评估不通过的学生是必须参加，通过评估的同学可自愿参加。一方面，通过评估的同学不影响正常的生活作息，依然可以利用周末时间进行修正或艺术体育等特长的提升；另一方面，“空中课堂”老师们并没有休息，网络课程给老师们的生活作息和工作难度都大幅度的增加了困难，减少周末不必要的补课人数，可以让更多的老师进行轮休，更好的开展下一周的教学工作。（老师们七点半就到校，五点半以后才能离校，一天工作时间十个小时也非常的疲惫，老师们也非常需要周末的休息来调整状态）3.适当缩减暑假延长期末复习时间，加强对本学期的知识的全面梳理和巩固提高。不建议大量缩减暑假，同学们需要利用假期休整和提高，老师们也需要假期进行休整或再教育培训提升。    关于“空中课堂”的学习是一种全新的尝试，我们面对社会上的质疑的同时，也要肯定其成绩和效果。不能因为部分自控能力不佳的学生家长抱怨，而否定其成绩和效果，开展大规模的补习。希望教育局能够深入调研，在开学后针对不同情况设置不同的学习方案，让需要补习的孩子不要掉队，也不要让无需补习的孩子浪费不必要的资源。,2020-03-26,2020-04-03
68,王家港处的老黄海学院操场的东栅栏在拆除，这个学校要拆了重新规划吗？要建什么啊。闲置很多年了，也该整体规划一下了，建个一贯制幼儿园开始到高中的学校最好。,2020-03-26,2020-04-03
69,尊敬的城阳区教体局的领导：    您好，我的孩子今年9月份读小学一年级。我们2019年7月份在绿地国科健康科技小镇买的房子，当时买房时，置业顾问告诉我们今年可以读国科大小学，现在孩子马上就要报名了，我想问问1.孩子入学报名需要什么资料，我们好提前准备；2.报名的具体时间；3.孩子报名的网站。我家孩子的信息：姓名：朱先骏，身份证号：370214201404073518。,2020-03-31,2020-04-03
70,医养中心院长逼迫老人在床上大小便一个多月，老人想下床活动放松一下心情，院长带有嘲笑口吻讽刺老人，把老人气哭，要求院长道歉。,2020-04-02,2020-04-02
71,领导，咱们青岛篮球，足球，田径都属于升一级的协会。我们体育老师想多培训，多参加，学习教练员证，学习裁判证。现在教育主管部门领导的教育部学生体育协会，山东省学生体育协会，青岛市学生体育协会派体育老师参加教练员培训带队，裁判员培训执法都得到了校长的大力阻止。想问问咱们体育老师想发展专业，提高专业能力，接触最先进的专业培训用于学校教学和体育训练中，老师有心，却被阻挠调课，不允许参加。心里很苦。想问问领导们，想培训能否有法可依？,2020-03-30,2020-04-02
72,我现在其实有很大的疑问，中考听力部分的话题作文到底是什么作用的，老师给我们说的是锻炼我们的口语交际能力，可是我越来越觉得偏离了方向，具体过程是我们现在有一本练习册，里面写满了话题作文，老师上学生们全部背过上考场考试，并要装出来没有背过的样子。不得不承认的是的确可以拿高分，但是他并没有锻炼孩子们的口语交际，教研的对我们的英语教课组老师说只要按照《话题册》背诵就一定会拿高分！然后前几届同学自己整理的话题作文却不被认可。这不就是应试教育吗？对吧。所以我建议做话题作文的时候和官方的列文的相似程度不要太过于相似，不然着起不到话题作文本身的作用，你说是吧😀,2020-03-26,2020-04-02
73,青岛高新区中片区海尔珺玺周围的中小学用地有学校规划嘛,2020-03-24,2020-04-02
74,天泰幸福里明年六月交房，它现在化片区了吗？明年孩子上学可以吗？,2020-04-02,2020-04-02
75,2019年城阳区教师的精神文明奖和年度考核奖何时发放？其他区市已经开始发放。,2020-04-01,2020-04-02
