序号,诉求,诉求时间,回复时间
11,询问办理劳务派遣经营许可证需要什么材料 看到请回复 谢谢,2020-04-05,2020-04-07
12,"本人2016,4-2017,6在青岛工作,单位给交五险,2017年9月起我到烟台工作至今,现在我想把青岛的保险转移到烟台,请问怎么操作,山东政务服务网的办事服务里的咨询电话打了一圈全都忙线,急的我想打监督投诉电话了都,烦请人社局和医保局回复,电话回复也可,18561037326,",2020-04-07,2020-04-07
13,以下是上次提问的答复：青岛高新区党群工作部:市民您好！来件已收悉。根据《合作办学协议》，青岛实验学校教师招聘采取自主招聘的形式，对于事业编制教师招聘，招聘简章由上级主管部门审批后面向社会发布，招聘后集中办理事业单位入职手续。在事业编制教师不足的情况下，青岛实验学校招聘合同制教师，签订劳务派遣合同。感谢您对高新区的支持与关注！,2020-03-31,2020-04-07
14,我今年3月6日退休，为什么今年退休工资计算，社平工资要按2017年的社平基数？并且为什么不按青岛社平工资算，而按山东省社平工资算？,2020-04-03,2020-04-07
15,2020年4月1日晚的青岛电视二台的生活在线节目播出了，一个不签劳动合同和不交社保和欠薪的新闻。这个新闻中，那个男老板居然在电话里告诉记者说他不熟悉相关规定，记者和劳动局以后不要听这种借口，公司的负责人和人事部的人建议应该直接推定为他们非常熟悉相关规定。这个男老板还说有些职工是自愿不要社保的，这是不是天大的笑话？自愿不要五险一金是可能吗？别的公司，到现在那种入职必须签自愿不要社保的协议还是经常发生，明明是公司不给社保和不签劳动合同，却让职工签自愿或者要求公司不给社保的协议，实在天理难容，职工这个时候一定要录音录像，公司如果用这种协议来诽谤是职工不要社保的，怎么办？如果所有的公司都这样，怎么找工作？就像明明是公司想违法辞退，结果却让职工签因为自己原因辞职的申请，如果所有的公司都是让入职职工签署，所有的劳动权利都自愿放弃和所有的责任都自愿承担的协议，当然也包括必须自愿不要五险一金才能录取你的协议，那职工去火星上工作吗？劳动局千万要严格监管，那种公司就是不给社保，职工爱干不干，并且诽谤是职工自己不要社保的公司。如果出现这个口罩厂的口罩就是1000元一个，别人爱买不买，并且诽谤是别人自愿购买的和恶意索赔，这种卑鄙的霸王条款思想和诽谤购买人的行为，一定要严格监管。相关纪委监委可以考虑查查劳动监察以前是怎么监管的，有没有监管责任？劳动监察的调查结果是不是黑白颠倒的真相信了公司所说的是职工自愿不要社保的？是公司不给社保，结果公司通过让职工签自愿不要社保的协议颠倒事实真相，职工为了求职没有办法，就像某些人紧缺口罩，没有办法才购买，以后公司让入职职工签的任何，对公司有利的和公司逃避义务的协议，都无效和必须重罚公司和公司负责人个人。劳动监察的关注重点应该是公司的违法违规行为，事情是因为公司的违法违规行为诱发的，让公司不敢违法违规了，让公司及时交社保和不要拿出来霸王条款的协议签，别的事也就没有了，这才稳定，如果不关注公司的违法违规行为，如果打着居中处理的旗号帮助公司诽谤职工，千万不能老是找职工的缺点和破绽，这可能是腐败和玩忽职守激化社会矛盾，到时候社会现象就可能使某些真相水落石出了。,2020-04-02,2020-04-07
序号,诉求,诉求时间,回复时间
16,你好，想咨询一下在青毕业生住房补贴的发放方式可不可以更改？我目前选的是社保卡，可不可以改为农业银行储蓄卡？具体怎么操作？谢谢！,2020-04-04,2020-04-07
17,本人2006年参加工作入社保，2008年辞职创业，同年社保暂停缴纳，期间有老式的磁条社保卡，现在已然废除了，换芯片卡了。2019年重新开始上班，新公司开始缴纳社保，得知新公司的社保都是青岛银行的，请问我这种情况是否可以自己去合作的青岛银行办理个人医保卡?如果可以的话带什么资料如何办理？因为就我一个人的不想麻烦公司去给办，想自己去办，期待回复，谢谢！,2020-04-04,2020-04-07
18,领导你好，咱们本科生住房补贴每次申请完十天内就到账了，为什么系统还要在审核两个月，咱们平台能快点吗？保证每月都可以领上个月的？,2020-04-03,2020-04-07
19,我户籍在三亚，持三亚社保卡，是黄岛区的公务员，请问能享受本地居民的医保待遇吗？就医能否用三亚的社保卡？,2020-03-27,2020-04-07
20,领导你好，咱们本科生住房补贴每次申请完十天内就到账了，为什么系统还要在审核两个月，咱们平台能快点吗？保证每月都可以领上个月的？,2020-04-03,2020-04-07
21,根据国有关法律法规的规定，企业必须无条件给员工缴纳五险。而现实是我经历过和看到的好多企业特别是中小企业给员工缴纳五险的少之又少，有些企业说是缴纳其实只给办公室的交。普通员工真是又气又急。我想问有关部门，是民不告官不究呢还是你们的行政不作为？请给一个合理的解释。谢谢！,2020-04-03,2020-04-07
22,"申请代理记账资格提交资料中,2,2,持有会计从业资格证书的专职从业人员不少于3人,3,3,主管代理记账业务的负责人具有会计师以上专业技术职务资格或者从事会计人员工作不少于三年,且为专职从业人员,第一,现在会计从业资格证书已经取消,专职从业人员怎么认定呢,第二,从事会计人员不少于三年,是提供简历,如果不是,那提供什么证明材料呢,第三,专职从业人员不少于3人,是否包含着负责人呢,负责人本身就是员工之一",2020-04-03,2020-04-07
23,请问新教师入职当年有没有本年度半年的精神文明奖？同一批进学校，老教师就有，新教师就没有。崂山区，市南区，西海岸 城阳区，2017 2018 2019年入职的新教师都发了半年的精神文明奖，李沧区为什么扣发？是没有财政预算还是扣发？,2020-04-03,2020-04-07
24,河套红岛农民响应国家号召，积极配合棚户区改造，而政府承诺的养老金迟迟没有解决，特别是年龄大的老人，不知有生之年能否享受到党的温暖，强烈建议先给65岁以上的老人一次性补偿养老金，学习胶州机场搬迁政策,2020-04-02,2020-04-07
25,河套红岛农民响应国家号召，积极配合棚户区改造，而政府承诺的养老金迟迟没有解决，特别是年龄大的老人，不知有生之年能否享受到党的温暖，强烈建议先给65岁以上的老人一次性补偿养老金，学习胶州机场搬迁政策,2020-04-02,2020-04-07
26,尊敬的领导：我是青岛市公安局开发区分局的一名派出所辅警。2020年1月27日根据市局通知提前结束过年休假，投入疫情防控工作一直到现在。我想问一下为什么同一个派出所有部分辅警就可以不用来上班？同样的工作岗位他们就可以在家不来上班，而我们却一直坚守工作岗位。甚至都有很多人到了2月底才来上班，甚至直到现在还是有很多人经常不来上班，为什么他们都不来上班却拿着和我们一样的工资?为什么他们的考勤表上却都是全勤上班？这种现象已发展成为常态。这对冒着疫情风险一直坚守工作岗位的我们来说，公平吗？,2020-04-03,2020-04-07
27,"私营企业以效益不好为由，随意苛扣工资，加班费等问题，单位招聘本市40.50人员，享受政府税收补贴，现在物价怎么高，单位还开2000块钱左右，2016时开2600元左右，直接降了600,有没有说理的地方。",2020-04-02,2020-04-07
28,"没找到企业名称自主申报承诺书上传的地方,",2020-04-03,2020-04-07
29,我是黑龙江省的外来务工人员，现在在青岛市一汽物流公司下属的蓝石物流公司当汽车配送司机。拖欠运费3000多，各种理由推脱不给结账。以前在吉瑞泰物流公司李德贵队长带领也是拖欠3000多，人消失联系不上了。投诉过，没人理。传闻政府有人，不会有处理的。我不信试试，有人管没！,2020-04-04,2020-04-07
30,区长你好。我在彤顺德火锅店干了7个月，老板故意不给开工资。拖欠了4个月工资，23000元。找可劳动局去投诉，劳动局核实后，让我等老板信息。但是现在是老板，还有劳动局为什么都在没有声音了。我们7-8号人。难道就不能通过合法渠道要出工资吗？非得逼的我们用非正常的方法来要回我们的血汗钱吗？我们是被逼没法了，年前4个月不开工资，年后3个月没工作。区长，给帮帮忙吧，,2020-04-05,2020-04-07
序号,诉求,诉求时间,回复时间
31,"关于转移至临沂市河东区,但在临沂市河东区政务大厅未查询到有效信息,显示姓名,身份正好,个人账户不匹配,个人账户与职工编号是一样的吗,该如何办理转移,",2020-04-02,2020-04-07
32,由于疫情我们遇到切实的问题马上面临破产，员工面临失业。我公司主要的业务是针对学校和大酒店。从疫情开始我们一直认真执行国家的政策：一直都是按政策给员工如数的发放工资。目前我个人的信用卡都已经刷报警了。从2011年我们公司成立以来一直谨遵国家政府的政策该交的税我们都交了。疫情来了要捐款我们不管多少也捐了。我是停薪留职人员社保有原单位承担我个人只交一少部分。就因为我的社保不能在这里交、所有的优惠政策我们都得不到。目前已到了破产员工失业的边缘。望政府能给予妥善解决。,2020-03-26,2020-04-05
33,希望大大们连上丰城镇,2020-03-29,2020-04-04
34,青岛市医保中心业务办理电话：85712877和市南医保中心义务办理电话永远占线，什么时候都打不通，我怀疑他们根本就是把电话放在一边不接听，我办理的是外地医保转移到青岛本地，网站上却也怎么也办不好，已经办理超过一个月了，也没有任何进展，电话也打不通，青岛就是这么欢迎外地人员来青岛就业的？办理手续这么繁杂，为什么青岛2019年人才净流入才10万人？,2020-04-02,2020-04-03
35,"增加个体经营项目,网上申报流程怎么操作,能否告知",2020-04-02,2020-04-03
36,胶州市胶北办事处小区防疫人员有没有防疫补贴？什么标准？从正月初四就已经上岗，目前已经值班到4月9号了，请问有补贴吗。,2020-04-02,2020-04-03
37,疫情期间。沙子口街道天天安排人员上班，从初二上午通知，初二下午开始上班。大过年的，一大堆人一起上班。不怕传染？然后安排人员天天在小区门口值班。早上7点开始到晚上22点。有的小区24小时值班，从初二开始到今天3月31号天天值班加班。一分补助没有。连续工作60多天，一天没休息？公务员就是朝九晚五，高高在上吗？请问这是拿着人当钢铁侠？敢问贵单位。疫情期间谁规定的这个工作时间？每天晚上10点下班回家打车？早餐不管？一个月工资，不够打车费，甚至晚上打不到车，走很远的路才碰到。政府单位就这个样子吗？,2020-03-31,2020-04-03
38,“根据《国家税务总局关于发布〈税务文书电子送达规定（试行）〉的公告》（国家税务总局公告2019年第39号）的有关规定，国家税务总局青岛市税务局于2020年4月1日起实现税务文书电子送达。>”税务经常出现使用数字证书等电子报送的情况，但没有发现如何去哪儿怎么办理数字证书的内容，企业在开办时，由于公积金缴纳，均已办理“CA数字证书”用于公积金网上营业厅。请问该证书是否可直接应用于税务？还是需要额外办理？能否“一证书多用途”，不然税务，公积金各种均需办理多个证书，也是资源浪费,2020-04-02,2020-04-03
39,市长您好，我想提一下意见，订购口罩的所有的订单能不能统一查到,2020-04-01,2020-04-03
40,各位领导：    您好，我是青岛地铁站务部2529名员工中的一员，2020年3月26日，接上级领导通知，在上班后我们需要“被掏兜儿”。事发起因源于因地铁运营行业的特殊性，值班站长及以下员工上岗期间不允许带手机，但近阶段因疫情原因有极小部分员工在岗期间查看手机信息，导致个别领导愤慨后粗暴下达值班站长在巡站时需要让员工“自行自愿”将裤兜内物品掏出的规定，值班站长如不执行，上级领导发现有员工私带手机上岗等情况将一并提级处理。在此我们2000余名一线生产员工有以下几点质疑，请市主管部门相关领导予以解答：    一.“胁迫”值班站长要求员工“自行自愿”掏兜儿是否合情合理合法？    据相关法律所示，青岛地铁作为企业尚无相关人身搜查权，《宪法》第37条规定：“中华人民共和国公民的人身自由不受侵犯。任何公民，非经人民检察院批准或者决定或者人民法院决定，并由公安机关执行，不受逮捕。禁止非法拘禁和以其他方法非法剥夺或者限制公民的人身自由，禁止非法搜查公民的身体。《行政诉讼法》第11条第2项规定：人民法院受理公民对限制人身自由的行政强制措施不服的行政诉讼。最高人民法院于1991年6月11日发布的《关于贯彻执行<中华人民共和国行政诉讼法>若干问题的意见（试行）》第2条规定：“根据行政诉讼法第11条规定的受案范围，公民对劳动教养管理委员会作出的劳动教养的决定不服的，可以向人民法院提起行政诉讼。公民对公安机关作出的强制收容审查的决定不服的，可以向人民法院提起行政诉讼。”对侵犯人身自由权的犯罪行为，公民则可以依据《刑事诉讼法》第13条、第59条的规定，向司法机提出控告和检举。    二.为避免班组长上班玩手机，站务部特采购一批价格较为昂贵的“移动互联网终端”是否合理？    青岛地铁3月2日起，站务3车间正式施行值班站长上班严禁携带私人手机的禁令，工作期间均使用部门配发的移动互联网终端，其淘宝售价为5000元左右，仅三号线22各站便需花费国有资金110000元，其所配手机卡为站区长开户，话费由公司买单。以上花费是否合理？是否有必要花费11万元来防止极个别员工的过失？   三.青岛地铁站务部管理岗人事任用是否需要作出调整？    以上举措均需得到车间管理岗、部门管理岗及公司高层领导的授权，类似胁迫值班站长要求员工“自行自愿”“掏兜儿”的荒唐事宜在站务部不在少数，但从官方口径发出，能够取得确切证据的为数不多，以上要求是到得了朱姓领导的授权？还是沙姓领导的肯定？还是高姓领导的授意？还是柴姓领导的支持？我们不得而知；采购万元“移动互联网终端”来防止值班站长玩手机更是荒唐可笑。以上操作是否可以理解为相关管理岗管理思路的拙劣呢？   以上，仅为站务部千余名普通一线员工的质疑，请上级领导详查，确保国有企业的清廉形象与行业正气。,2020-03-26,2020-04-03
41,青岛即发集团华和针织有限公司二厂：车间领导贪污受贿、工人工资与实际工作量严重不符、谁送礼谁不用干活、不送礼的就让我们拼命的干活、到月底不干活的比我们干活的工资上学差距太大！以前同事离职之后回来要保险、一拖再拖、红包600-800之间给予一定的好处费、合同才能给、什么风气！是谁给一个车间主任如此放纵的权利！恳请政府领导帮忙解决、这严重败坏我们青岛的社会风气！,2020-04-02,2020-04-03
42,"您好,我单位想申请测绘资质,需要满足什么条件,还有具体流程,初次申请可申请级别有哪些,另外公示电话0532-85916498一直没人接,请问是否有别的咨询电话",2020-04-02,2020-04-03
43,这个电子身份证政府保安都不认，还要这个有什么用，还要原件？这个APP的意义在哪，用来搞笑吗,2020-03-26,2020-04-03
44,现在体现不到政府对小微个体工商户的扶持，原因是我家开个超市现在资金周转不开，面临倒闭。想要贷点款。但是贷不出来！,2020-03-27,2020-04-03
45,尊敬的领导：您好！    我想问一下，现在是2020.3.25日，我们公司2020.1月的工资还未发放，我于2020.3.13日向公司提出辞职，辞职时说是3月底走，现在3月我们领导找的人还未到位，他就不让我3月29走，我想问一下，我这个样发放工资还必须1个月走吗？我如果不用提前1个月走，需要怎么办呢？需要收集什么资料呢？证明自己？,2020-03-25,2020-04-03
序号,诉求,诉求时间,回复时间
46,今天干活的时候看着俺公司三楼板房车间墙板是泡沫的。不是不让用了吗？会不会有危险？俺公司是青岛明药堂医疗股份有限公司,2020-04-03,2020-04-03
47,想问一下为什么崂山，即墨，高新区等地辅警工资最低到手3500元，还有一金，为什么单独城阳区辅警工资才2200元左右？差距也太大了吧？城阳区喊改革口号喊了很多年也没有落实到位，是不是有些人克扣辅警工资？把给辅警的工资瓜分，装进自己得罪腰包？希望调查清楚，把我们的工资涨上去，要不就没办法生活了,2020-03-30,2020-04-03
48,"本人2015年在青岛上班,在2016年离开青岛,但是社保及住房公积金没有做处理,现在想把住房公积金和社保转到深圳,但是我又去不了青岛,请问如何在网上办理",2020-04-01,2020-04-03
49,"以前交过公积金,时间大概是2010年,当时因公司倒闭l离职,以后没有再交公积金,本人是农业户口,取了以前交的公积金,现在就业的公司要缴纳公积金,不能开通,找不到以前的公司办理转移怎么办,",2020-03-31,2020-04-02
50,请问在建筑企业资质办理过程中，建设厅发证的技术工人必须要提交的材料中提供技术工人系统用户名和密码吗？要在本单位技术工人系统下可查询吗？还是说企业给缴纳社会保险就可以认定？需要企业提供用户吗和密码以及要查询是否在本单位的依据是什么？,2020-04-01,2020-04-02
51,2020年3月31日，即墨区发放2019年下半年的个人绩效工资，但是个人绩效工资总数被扣600元，这是政府违法扣除个人绩效工资。为什么个人绩效工资总数被扣600元？这是按照国家的要求根据绩效考核发放绩效工资？请将被扣除的600元返还给个人。,2020-04-01,2020-04-02
52,公司统一改换签合同，之前和用人单位直接签合同，现在公司突然通知下月开始换另一家劳务公司签合同，工资待遇暂时不变，等于把正式员工全部外包出去。要么签，要么走人，请问这样合法吗？,2020-03-30,2020-04-02
53,各位相关领导们，你们好！最近网上开始灵活就业人员社保补贴政策，但设置很多门槛，一个是相关社保部门只能网上申报，这对于不会上网人员是个难题，另外设置领取条件过于复杂，本身是个好政策，操作起来老百姓根本感觉不到温度！更像鸡肋，诚意减分！       不知道个体属于不属于灵活就业人员，不能因为有了张营业执照就不算灵活就业啊？要看营业额，。都半年没开出一张发票。。。困难的要死，竟然还不算灵活就业人员？总之一句话，请政府指定政策，尤其好的政策，拿出点诚意，不要宣传得很好听，最后老百姓得不到实惠！         成了一场自我标榜成绩的自嗨秀！,2020-03-31,2020-04-02
54,为什么机关单位的非在编员工没有精神文明奖？工资本身就低,2020-04-01,2020-04-02
55,我家老人在2019年3月份去世！我们申请了殡葬费和抚恤金有半年多钱没有发放到位！又去申请急用把一部分发给我们了！剩余一部分直到2020年4月了一年多没有全额发放到位！请问我们的钱什么时间收到！,2020-04-02,2020-04-02
56,我是胶南市民王同明，2020年3月30日，我在西海岸不动产登记中心（西区）办理抵押登记业务。由于自身原因，到达营业大厅已经临近下班，但大厅内等候办理业务的仍然人头攒动，我非常着急，担心我的抵押业务处理不完，我就不能及时得到银行贷款。转眼间到了下班时间了，前面等候处理业务的人仍然不少，这时一名主管为我们这些尚未被叫号的等候办理人员统筹分配了对接窗口。到我们办理业务时，已经接近17：30分了，还记得好像是55号窗口的办事员，他的同事们都陆续下班离开了，而他一点没有怨言，仍旧热心的为我们服务。由于情况特殊，我们这项业务需要协调档案、审核等环节岗位，这名办事员又立即向相关领导请示，给我们协调了各个岗位（部门），各岗位并没有因为下班而推诿，甚至有些岗位是因为我们这笔业务回家又折返回来的，终于顺利完成我们的抵押登记业务，我们离开时天色渐晚，大厅里几乎已经空寂无人，为我们办理业务的那个55号窗口灯火通明，我猜测那个小伙子还要日结等后续处理完成才能离开，我们满怀感激离开了，但我知道，这为我们延时服务的是一个团队，很多人默默的付出了本该属于自己的休息时间。这种做法正是全心全意为人民服务的体现，是新时达勇于担当的表现，这说明西海岸不动产登记中心（西区）有协调统筹的好领导、全新为民的好员工、机动灵活的好制度，在此我对西海岸新区不动产登记中心（西区）表示由衷的感谢！,2020-03-31,2020-04-02
57,"您好,我的社保想从青岛转出,现查询发现有个社平调差缴费未交,想请问这个事必须本人或者原单位人事去代缴吗,授权其他人去缴纳费用是否可以,",2020-04-01,2020-04-02
58,尊敬的领导，您好，我想咨询一下城阳区乡村医生防疫补助什么时候发？按照什么标准来发？城阳区最低基本工资1900为何我们工资才1200，加上绩效才1900。绩效工资跟基本工资能一样吗？工资太低了，工作有苦又累，待遇确是很低很低。说是五险一金，也就是社保里面最低档的最低基数。现在我们是拿着最低的工资，享受着最低的保险，干着四五个人的活。请领导关心一下我们,2020-03-26,2020-04-02
59,我想咨询一下，我家开了一个130平米的超市，现在资金周转不开了，问能不能在银行贷点款？在什么银行能贷？应该具备什么条件？,2020-03-26,2020-04-02
60,领导您好，我是城阳区一名乡医。今年与卫生院签订劳动合同，工资变成了1200，而没有签合同的乡医工资变成了2500。卫生院答复是就把补助的钱给我们买保险了，跟不签订劳动合同待遇如是一样的话，那我们整天熬夜学习考取医师资格证这些现在反倒不如没有医师资格证的挣得多？如与卫生院职工同等待遇，是否会有十三月工资？医院的一切福利是否会享受？防疫补助什么时间发放？,2020-03-27,2020-04-02
序号,诉求,诉求时间,回复时间
61,私营企业以效益不好，随意苛扣工资，加班费等问题，疫情期间只发了一个口罩，一个防护罩，戴到现在。请问应该找哪个部门投诉，青岛市就没有能管理私营企业的地方吗？欺人太甚。,2020-04-02,2020-04-02
62,本人前公司欠缴公司员工社保已有一年，且多次协商无果，严重耽误员工基本生活保障以及医疗报销等，希望政府部门能出面为群众做主，强制执行等，事关人民群众的切身利益，谢谢,2020-04-01,2020-04-02
63,你好，我想问一下我们李哥庄政府人员在一线值勤的双倍工资什么时候能发下来？,2020-03-28,2020-04-02
64,《住房公积金管理条例》和《青岛市住房公积金缴存管理办法》规定，本市行政区域内的国家机关、事业单位、企业、民办非企业单位、基金会、社会团体等组织应当为其在职职工缴存住房公积金。在职职工是指与单位存在劳动关系，在单位中工作并由单位支付工资的各类人员。单位录用职工的，应当自录用之日起30日内向市住房公积金管理中心办理缴存登记，并办理职工住房公积金账户的设立或者转移手续。单位应当按时、足额缴存住房公积金，不得逾期缴存或者少缴。单位欠缴职工住房公积金的，应当按国家有关规定将欠缴的住房公积金，补缴至职工住房公积金账户。城阳街道联防队员与城阳思达签订三方劳动合同，未给在职联防投公积金，请住房公积金中心依法处理。,2020-03-30,2020-04-02
65,城阳区城阳街道雇佣联防队员与思达劳务公司签订派遣合同，思达公司却不给在职联防队员投住房公积金，违反国家颁布<<住房公积金管理条例>>第三十条规定，投住房公积金是国家强制要求，联防队员也从未放弃享有权益，请住房公积金管理中心督查，按照法律规定处理。,2020-03-29,2020-04-02
66,1根据青岛市有关规定，所有企业2019年6月起应该给农业户口职工缴纳公积金，多次反应要求青岛青食有限公司给职工缴纳2019年6-12月份公积金，时至今日一直没有缴纳！2  企业在没有经营困难，反而利润一直连续每年增长的情况下给青食有限公司下调保持了若干年的公积金缴纳比列，就是因为要给企业这一百多个农业户口职工缴纳了就立马下调了吗！！！！3肯定有关规定企业缴纳比例为统一比例，请按照青食有限公司2019年得公积金缴纳比例补交2019年6月到12月的公积金！,2020-03-27,2020-04-02
67,为什么青岛明药堂医疗股份有限公司，发国难财赚了几千万，一个口罩卖16。为什么还给我们拖延发工资？为什么劳动局又不管了，快来吧还能给你拿几个口罩带。我们办公室人员晚上加班费也不给了。是不是应该查查哪个人收了口罩,2020-03-27,2020-04-02
68,收到96606的短信，因为疫情期间，都在家不出门，献血的人很少。急需要献血，打96606无数次电话咨询，始终打不通，96606是摆设，虚设的吗？既然给我发的短信，需要献血，为什么电话打不通？,2020-03-30,2020-04-02
69,青岛市领导你好：     我是青岛即墨蓝谷高新区东洼里后村村民，我求助青岛市领导能够督促青岛市即墨省级高新技术开发区管委给我解惑。           2019年12月24日，我向山东省人民政府信访局的信件转交青岛市即墨省级高新技术开发区管委(以下简称华山政府)办理，华山政府说是给了巜答复意见书》，我想知道华山政府给的巜答复意见书》的内容是什么？以什么形式给的，又是谁收到的。希望能给我解惑。    2019年12月26日，我向山东省人民政府信访局的信件转交青岛市即墨区华山政府办理，华山政府给我出具了“不再受理告知(超期末提出复查申请),2020-03-26,2020-04-02
70,领导好  城阳很多复工企业 中午午休甚至要1个半小时  疫情期间能不能减少这样的接触时间呀   ,2020-03-25,2020-04-02
