序号,诉求,诉求时间,回复时间
11,邻居们说滨海欢乐城原来滨海办的位置要建设公园，我们很高兴。但是能不能建设公园是多多种树，栽种草坪，少设计些硬化路面。,2020-03-30,2020-04-01
12,第一不满意：房价太高，工资太低。生活成本高，就很难吸引青年精英在青岛创业。第二不满意：政府部门服务台意识差。各级公务员官气重、官架子大，官与民交流沟通的渠道少且不畅通。12345市民热线和青岛电视台民生新闻报道的事实证明，一件不该发生的事出现后，转办和报道的结果往往是相关各部门都是会搬出所有法律法规来竭力证明此事与我无关，而不是积极主动去承担或协调去解决问题。不少部门是你说你的，我干我的。青岛的12345热线在山东省内各市中，排名也是靠后和低效能的。一座城市如何发展，关键在干部。想不到，肯定做不到。第三不满意：城市建设规划层次低，城市建设质量粗糙。不到30年的时间，前海一线西起八大峡东到石老人，立起了一堵“高楼墙”。城市道路铺设质量低劣，不断开挖翻修、补修。马路上古力盖不发出声响的大概只有香港路市政府前那一段吧？市区过街天桥太少，环形过街桥至今没有一座，人车争道现象导致道路通行率大大下降。第四不满意：山头公园建设现状堪忧，跟同样有山有海城市比，差距不是一个层次。浮山是市区内最大的山，号称“青岛绿肺”，山南的楼都劈山盖到山腰了，保护绿线居然也没有了。听说还要规划开凿三条贯穿南北的隧道。浮山现在分别由三个区来建设管理，建了几个运动场，要么封闭不让市民锻炼，要么建在山头附近，又不允许市民开车上去锻炼，只好空着。上山道路多数建设质量低劣，两三年就变形甚至被冲毁。浮山上常年有人居住，他们放羊、养鸡、种菜、养鱼、网鸟，生活垃圾扔的到处是，污染山体……山上到处都能见到散乱的坟堆。山顶不建环山木栈道，大量登山者践踏山体，脆弱的土层迅速流失，几十年的黑松陆续都死了，浮山九峰山顶也秃了。近几年整个浮山打草防火，导致自然植被破坏严重，浮山的动物资源锐减，连野兔野鸡都很难看到了。浮山脚下至今没建一座森林式停车场，这一点，青岛连日照都不如。第五不满意：市区马路到处设有收费停车场，与民争利。一座著名的海滨旅游城市，号称“东方瑞士”，不该如此贪吝，显得格外小家子气。第六不满意：僵尸车在市区背街小巷、立交桥下、农贸市场边上、开放小区的各个角落一停就是几年十几年，成为清理不完的最大垃圾。第七不满意：作为山东最发达城市，社会保险形同虚设，社保不交监管不力，各种形式规避，比如，中海油下属各种外包劳务公司，北海船厂下属单位，武船重工外包公司等！第八不满意：医疗资源不均衡。青医附院江苏路院区和青岛妇儿医院人满为患，天天大堵车。第九不满意：30年来没管好出租车。每到旅游旺季，挑客宰客现象比比皆是。第十不满意：崂山一日游和前海海上游览的乱象一直没有得到根治。九龙治水。,2020-03-19,2020-03-31
13,市北区长春路1号（营口路77号）的佰仕达花园绿化面积太少，好多原本种树种草的地方，被物业开辟为停车位！比如去年打着清理小菜地的名义，又开辟了好多停车位。整个小区绿地面积太少了。请上级部门督查他，叫他趁着春天多种树！,2020-03-25,2020-03-31
14,长了二十几年的法国梧桐树，又碍啥事了，好好的就又给挖了？？？？？？瞎折腾，乱花钱。求解释。。。。。。。,2020-03-30,2020-03-31
15,请问黄岛区翰林学府四号楼南侧和西侧被破坏的草皮绿化地什么时候能够还原？虽然交房开始的时候地面上的草皮有些稀疏但是经过两年的繁殖已经慢慢的逐步覆盖了，被破坏的草皮光秃秃的每次路过特别难看！本来买房是为了投资的，小区环境不好以后卖房都不好卖！春天来了，希望能尽快将草皮恢复而不再作它用，避免到了秋天又是落叶枯萎露出地皮！,2020-03-24,2020-03-31
序号,诉求,诉求时间,回复时间
16,沧口越秀星汇蓝湾二期绿化差，很多地方只铺点草坪糊弄，很多地方都土地裸露了，也有树木枯死。种的小灌木又小又稀。望政府督促，改善至一期的水平。另外路铺的高低不平，很多地方裂了，砖头质量也差，都磨掉了砖面，石板也脱落了，塑胶跑道很多坑。,2020-03-22,2020-03-30
17,重庆中路和金水路交叉路口处（升平苑社区东侧）一大片绿化带树木进几年虫害严重，近两年虽然打药了，但是树木长叶子很少，树都半死不活的样子。该小区靠近重庆中路主干道，车辆多，噪音大，树木多能有效起到隔音效果，但是目前来看完全起不到任何作用，而且影响美观。建议园林局补种其他树种。如，该道路未改造前种了一排梧桐树，很少招虫，而且隔音效果非常好，夏天也能为车站等车的人遮阴。春天快要到了，强烈建议贵局补种树木。谢谢！,2020-03-19,2020-03-30
18,沧口越秀星汇蓝湾二期绿化差，很多地方只铺点草坪糊弄，很多地方都土地裸露了，也有树木枯死。种的小灌木又小又稀。望政府督促，改善至一期的水平。另外路铺的高低不平，很多地方裂了，砖头质量也差，都磨掉了砖面，石板也脱落了，塑胶跑道很多坑,2020-03-22,2020-03-30
19,板桥坊河下游河道中很多垃圾，尤其是越秀星汇蓝湾段，有个橡胶坝，水深处有轮胎、纸箱等各种垃圾，很影响市容，河道中淤泥也多。望市政能定期清理一下,2020-03-22,2020-03-30
20,沧口晋中路绿化带很多缺口，望补种！安顺路、左云路、沔阳路及沧安路也存在这种情况,2020-03-22,2020-03-30
21,居家风尚酒店接收隔离人员， 酒店属人员密集区域，让附近居民恐慌。附近青树皮酒店、亚朵酒店 都属于人员密集区域，不适合做隔离点。投诉政府不合实际的安排。强烈建议更换隔离点，消除居民恐慌,2020-03-26,2020-03-29
22,市长你好，马山是全市唯一的国家级自然保护区，但是马山现在的问题纯属破坏生态环境，违反国家级自然保护区管理条例，所有主管部门是严重不作为，所有部门都是欺上瞒下，推诿扯皮，弄虛作假，大量编造虚假文件应对上级政府和督察组，性质恶劣。绿盾2017的时候马山国家级自然保护区内北山入口的停车场掩埋种上花草了，青威路北侧的别墅拆了，宫某某的饭店拆了，但是别墅南侧北山东村刘某某的饭店没拆，当时只拆了门窗，但是后来又安上了照常营业，西侧南山东村刘某某的花棚和车间也没拆，旅投公司的违建房屋都拆了，马山石林前侧娱乐场边上的小木屋清理了，但是娱乐场没清理，现在是疫情期间，娱乐场这里没有游客，疫情过了以后到了周末和节假日这里肯定都是人山人海，因为每年3月份以后到了周末和节假日这里都是人山人海，还有流动小贩卖东西，这都是旅游过热，马山是国家级自然保护区不是旅游区，绿盾2018的时候马山部队东侧这里只拆了海来福大棚，边上那家的大棚和废旧老屋都没拆，这片地里只挖孔掩埋了一部分垃圾，根本就没有彻底清理，通济街道办事处竟然说这片地里的垃圾早已清理完毕，今年竟然说这片地里没有发现垃圾，难道是工作人员眼瞎了吗？蓝家庄以前的老公墓南侧与新公墓西侧很多垃圾，刘泽其以前厂房哪里很多垃圾，海来福地里和沟里很多垃圾，经常有人偷着往这里倒垃圾，这片地里经常有人砍伐树木，每年五一节前后就是槐花盛开的季节，每年都有很多不良村民在这里严重毁树采摘槐花，从来没有工作人员过来管，这几年市民们多次投诉，即墨区政府和通济街道办事处一开始就说这片地是和马山部队的置换用地，等部队给予评估补偿到位后将立即解决这里的问题，但是好几年了一直没有置换，后来又说村委正在指定方案解决这里的，但是也没有解决，去年市民们向市园林和林业局投诉，市园林和林业局将问题反映给即墨区政府，即墨区承诺要将这片地进行封闭，实施封闭管理，但是都快一年了，这片地一直没有封闭，现在这片地既没有和马山部队进行置换，也没有封闭，也不绿化，真不知道即墨区主管部门到底有啥想法，难道就想把自然保护区这片地变成垃圾场、放牧场、随意砍伐树木的地方吗？自然保护区内别的地方都封闭起来了都绿化起来了为什么就得把这片地单独圈出来，马山自然保护区内还能有第二块这样的地方吗？去年市里召开会议要整顿自然保护区违规违纪问题，要清理自然保护区内散乱坟头，要实施平坟头、立卧杯、园林式，但是快一年了，马山自然保护区内旅投公司西侧南山东村的好几十个坟头还在这好好的，每年清明节十月一上坟的季节这里都得起火，这里每天还有人放羊，去年市民们投诉放羊的和违建房屋问题，这里只清理了另外一家的羊，只拆了一家的违建板房应对上级一下，另外一家的羊根本就没有清理，去年马山石林前侧的蒙古包酒店给予补偿搬家了，但是房屋一直没拆，济公井哪里的房屋也没拆，马山自然保护区内还有许多违建房屋，我们现在就不多说了，要是即墨区政府再不解决这里的问题我们一定会反映给上级的我的电话和微信都是16511383987,2020-03-20,2020-03-27
23,市长你好，马山是全市唯一的国家级自然保护区，但是马山现在的问题纯属破坏生态环境，违反国家级自然保护区管理条例，所有主管部门是严重不作为，所有部门都是欺上瞒下，推诿扯皮，弄虛作假，大量编造虚假文件应对上级政府和督察组，性质恶劣。绿盾2017的时候马山国家级自然保护区内北山入口的停车场掩埋种上花草了，青威路北侧的别墅拆了，宫某某的饭店拆了，但是别墅南侧北山东村刘某某的饭店没拆，当时只拆了门窗，但是后来又安上了照常营业，西侧南山东村刘某某的花棚和车间也没拆，旅投公司的违建房屋都拆了，马山石林前侧娱乐场边上的小木屋清理了，但是娱乐场没清理，现在是疫情期间，娱乐场这里没有游客，疫情过了以后到了周末和节假日这里肯定都是人山人海，因为每年3月份以后到了周末和节假日这里都是人山人海，还有流动小贩卖东西，这都是旅游过热，马山是国家级自然保护区不是旅游区，绿盾2018的时候马山部队东侧这里只拆了海来福大棚，边上那家的大棚和废旧老屋都没拆，这片地里只挖孔掩埋了一部分垃圾，根本就没有彻底清理，通济街道办事处竟然说这片地里的垃圾早已清理完毕，今年竟然说这片地里没有发现垃圾，难道是工作人员眼瞎了吗？蓝家庄以前的老公墓南侧与新公墓西侧很多垃圾，刘泽其以前厂房哪里很多垃圾，海来福地里和沟里很多垃圾，经常有人偷着往这里倒垃圾，这片地里经常有人砍伐树木，每年五一节前后就是槐花盛开的季节，每年都有很多不良村民在这里严重毁树采摘槐花，从来没有工作人员过来管，这几年市民们多次投诉，即墨区政府和通济街道办事处一开始就说这片地是和马山部队的置换用地，等部队给予评估补偿到位后将立即解决这里的问题，但是好几年了一直没有置换，后来又说村委正在指定方案解决这里的，但是也没有解决，去年市民们向市园林和林业局投诉，市园林和林业局将问题反映给即墨区政府，即墨区承诺要将这片地进行封闭，实施封闭管理，但是都快一年了，这片地一直没有封闭，现在这片地既没有和马山部队进行置换，也没有封闭，也不绿化，真不知道即墨区主管部门到底有啥想法，难道就想把自然保护区这片地变成垃圾场、放牧场、随意砍伐树木的地方吗？自然保护区内别的地方都封闭起来了都绿化起来了为什么就得把这片地单独圈出来，马山自然保护区内还能有第二块这样的地方吗？去年市里召开会议要整顿自然保护区违规违纪问题，要清理自然保护区内散乱坟头，要实施平坟头、立卧杯、园林式，但是快一年了，马山自然保护区内旅投公司西侧南山东村的好几十个坟头还在这好好的，每年清明节十月一上坟的季节这里都得起火，这里每天还有人放羊，去年市民们投诉放羊的和违建房屋问题，这里只清理了另外一家的羊，只拆了一家的违建板房应对上级一下，另外一家的羊根本就没有清理，去年马山石林前侧的蒙古包酒店给予补偿搬家了，但是房屋一直没拆，济公井哪里的房屋也没拆，马山自然保护区内还有许多违建房屋，我们现在就不多说了，要是即墨区政府再不解决这里的问题我们一定会反映给上级的我的电话和微信都是17076110792,2020-03-20,2020-03-27
24,位于黄岛区三沙路和月牙河路交界处河北岸路东，,2020-03-21,2020-03-26
25,别的小区都种树，我们小区物业给我们砍树，说好听的弄车位，真有一套，人民好物业啊，给我们补种！！！,2020-03-26,2020-03-26
26,青岛政务网订的口罩，根本不是医用口罩，以前的自取口罩质量多好，现在开始糊弄人了，良心何在！！！,2020-03-26,2020-03-26
27,尊敬的市长你好，马山是全市唯一的国家级自然保护区，马山现在的问题纯属破坏生态环境违反国家级自然保护区管理条例，即墨区所有主管部门都是严重不作为，所有部门（区自然资源局［马山管理处］通济街道办事处以及各个村委）都是欺上瞒下、推诿扯皮、弄虛作假、大量编造虚假文件应付上级政府和督察组，性质恶劣。自绿盾2017以来，马山国家级自然保护区内的问题从来没有彻底解决，每次都是解决一点应付一下，绿盾2017的时候马山国家级自然保护区内北山入口处的停车场掩埋了种上花草，青威路北侧的别墅拆了，宫某某的饭店拆了，但是别墅南侧北山东村刘某某的饭店和西侧南山东村刘某某的车间和花棚都没拆，旅投公司的房屋拆了，马山石林前侧娱乐场边上的小木屋清理了，但是娱乐场没有清理，现在是疫情期间，娱乐场这里没有游客，但是等疫情过了以后到了周末和节假日这里肯定是人山人海，因为每年3月份以后到了周末和节假日都是人山人海，还有流动小贩卖东西，这纯属旅游过热，马山是国家级自然保护区，不是旅游区，国家级自然保护区管理条例明确规定禁止在自然保护区核心区、缓冲区、实验区开发旅游的，边上的小木屋就是破坏生态环境难道娱乐场就不是破坏生态环境吗？绿盾2018的时候马山部队东侧这里只拆了海来福大棚，海来福边上那家是一根铁管都没拆，为什么只拆海来福的大棚，为什么不拆她的大棚和废旧老屋，这里只挖孔掩埋了一部分垃圾，根本就没有彻底清理，通济街道办事处现在竟然说这片地里的垃圾早已清理，除非是工作人员眼瞎了，这片地海来福地里和沟里、蓝家庄以前的老公墓南侧与新公墓西侧很多建筑垃圾，刘泽其以前厂房哪里很多建筑垃圾，经常还有人偷着往这里倒垃圾（倒完就走）这片地里经常有人砍伐树木，每年五一节前后就是槐花盛开的离开，每年都有很多不良村民在这里严重毁树采摘槐花，从来没有工作人员过来管，市民们多次投诉这片地里的问题，即墨区政府和通济街道办事处一开始就说这片地是与马山部队的置换用地，等马山部队给予评估补偿到位后将立即解决这里的问题，后来就说村委正在制定方案解决这里的问题，但是已经好几年了，问题一直都没有解决，去年市民们向市园林和林业局投诉，市园林和林业局将问题反映给即墨区政府，即墨区政府承诺要将这片地进行封闭，实施封闭管理，但是都快一年了，这片地一直没有封闭，现在即墨区主管部门既不把这片地置换给马山部队也不把这片地进行封闭，也不绿化，难道就想把这片地当成垃圾场、放牧场、随意砍伐树木的地方吗？自然保护区内还能找出第二块这样的地方吗？自然保护区内别的地方都封闭起来了、都绿化的很好，为什么就得把这片地单独圈出来，真不知道通济街道办事处和区自然资源局有啥想法。这片地里每天都有人放羊，马山是国家级自然保护区，国家级自然保护区是禁养区，是禁止放牧和养殖的，去年市民们向上级投诉，这里只清理了一家养殖户，另外一家根本就没有清理，通济街道办事处竟然说她家要求补偿太高，说这话根本就不是理由，要是她继续要求高价补偿，是不是就永远不会解决他的养殖问题，去年市里召开自然保护区整顿会议，要整顿自然保护区内违建和散乱坟头，要实施平坟头、立卧杯、园林式，但是已经快一年了，旅投公司西侧南山东村的好几十个坟头还在这好好的，每年清明节和十月一村民上坟的时候这里都得起火，马山石林前侧蒙古包酒店去年就给予补偿搬家了，但是房屋一直没拆，济公井哪里的住户也搬家好几年了，房屋也一直没拆，马山自然保护区内还有很多违规违法的问题，希望政府予以重视，不要等到市民们全部反映到上级后再逐步解决,2020-03-21,2020-03-26
28,市长你好，马山是全市唯一的国家级自然保护区，但是马山现在的问题纯属破坏生态环境，违反国家级自然保护区管理条例，所有主管部门是严重不作为，所有部门都是欺上瞒下，推诿扯皮，弄虛作假，大量编造虚假文件应对上级政府和督察组，性质恶劣。绿盾2017的时候马山国家级自然保护区内北山入口的停车场掩埋种上花草了，青威路北侧的别墅拆了，宫某某的饭店拆了，但是别墅南侧北山东村刘某某的饭店没拆，当时只拆了门窗，但是后来又安上了照常营业，西侧南山东村刘某某的花棚和车间也没拆，旅投公司的违建房屋都拆了，马山石林前侧娱乐场边上的小木屋清理了，但是娱乐场没清理，现在是疫情期间，娱乐场这里没有游客，疫情过了以后到了周末和节假日这里肯定都是人山人海，因为每年3月份以后到了周末和节假日这里都是人山人海，还有流动小贩卖东西，这都是旅游过热，马山是国家级自然保护区不是旅游区，绿盾2018的时候马山部队东侧这里只拆了海来福大棚，边上那家的大棚和废旧老屋都没拆，这片地里只挖孔掩埋了一部分垃圾，根本就没有彻底清理，通济街道办事处竟然说这片地里的垃圾早已清理完毕，今年竟然说这片地里没有发现垃圾，难道是工作人员眼瞎了吗？蓝家庄以前的老公墓南侧与新公墓西侧很多垃圾，刘泽其以前厂房哪里很多垃圾，海来福地里和沟里很多垃圾，经常有人偷着往这里倒垃圾，这片地里经常有人砍伐树木，每年五一节前后就是槐花盛开的季节，每年都有很多不良村民在这里严重毁树采摘槐花，从来没有工作人员过来管，这几年市民们多次投诉，即墨区政府和通济街道办事处一开始就说这片地是和马山部队的置换用地，等部队给予评估补偿到位后将立即解决这里的问题，但是好几年了一直没有置换，后来又说村委正在指定方案解决这里的，但是也没有解决，去年市民们向市园林和林业局投诉，市园林和林业局将问题反映给即墨区政府，即墨区承诺要将这片地进行封闭，实施封闭管理，但是都快一年了，这片地一直没有封闭，现在这片地既没有和马山部队进行置换，也没有封闭，也不绿化，真不知道即墨区主管部门到底有啥想法，难道就想把自然保护区这片地变成垃圾场、放牧场、随意砍伐树木的地方吗？自然保护区内别的地方都封闭起来了都绿化起来了为什么就得把这片地单独圈出来，马山自然保护区内还能有第二块这样的地方吗？去年市里召开会议要整顿自然保护区违规违纪问题，要清理自然保护区内散乱坟头，要实施平坟头、立卧杯、园林式，但是快一年了，马山自然保护区内旅投公司西侧南山东村的好几十个坟头还在这好好的，每年清明节十月一上坟的季节这里都得起火，这里每天还有人放羊，去年市民们投诉放羊的和违建房屋问题，这里只清理了另外一家的羊，只拆了一家的违建板房应对上级一下，另外一家的羊根本就没有清理，去年马山石林前侧的蒙古包酒店给予补偿搬家了，但是房屋一直没拆，济公井哪里的房屋也没拆，马山自然保护区内还有许多违建房屋，我们现在就不多说了，要是即墨区政府再不解决这里的问题我们一定会反映给上级的我的电话和微信都是17076110792,2020-03-20,2020-03-26
29,市长你好，马山是全市唯一的国家级自然保护区，但是马山现在的问题纯属破坏生态环境，违反国家级自然保护区管理条例，所有主管部门是严重不作为，所有部门都是欺上瞒下，推诿扯皮，弄虛作假，大量编造虚假文件应对上级政府和督察组，性质恶劣。绿盾2017的时候马山国家级自然保护区内北山入口的停车场掩埋种上花草了，青威路北侧的别墅拆了，宫某某的饭店拆了，但是别墅南侧北山东村刘某某的饭店没拆，当时只拆了门窗，但是后来又安上了照常营业，西侧南山东村刘某某的花棚和车间也没拆，旅投公司的违建房屋都拆了，马山石林前侧娱乐场边上的小木屋清理了，但是娱乐场没清理，现在是疫情期间，娱乐场这里没有游客，疫情过了以后到了周末和节假日这里肯定都是人山人海，因为每年3月份以后到了周末和节假日这里都是人山人海，还有流动小贩卖东西，这都是旅游过热，马山是国家级自然保护区不是旅游区，绿盾2018的时候马山部队东侧这里只拆了海来福大棚，边上那家的大棚和废旧老屋都没拆，这片地里只挖孔掩埋了一部分垃圾，根本就没有彻底清理，通济街道办事处竟然说这片地里的垃圾早已清理完毕，今年竟然说这片地里没有发现垃圾，难道是工作人员眼瞎了吗？蓝家庄以前的老公墓南侧与新公墓西侧很多垃圾，刘泽其以前厂房哪里很多垃圾，海来福地里和沟里很多垃圾，经常有人偷着往这里倒垃圾，这片地里经常有人砍伐树木，每年五一节前后就是槐花盛开的季节，每年都有很多不良村民在这里严重毁树采摘槐花，从来没有工作人员过来管，这几年市民们多次投诉，即墨区政府和通济街道办事处一开始就说这片地是和马山部队的置换用地，等部队给予评估补偿到位后将立即解决这里的问题，但是好几年了一直没有置换，后来又说村委正在指定方案解决这里的，但是也没有解决，去年市民们向市园林和林业局投诉，市园林和林业局将问题反映给即墨区政府，即墨区承诺要将这片地进行封闭，实施封闭管理，但是都快一年了，这片地一直没有封闭，现在这片地既没有和马山部队进行置换，也没有封闭，也不绿化，真不知道即墨区主管部门到底有啥想法，难道就想把自然保护区这片地变成垃圾场、放牧场、随意砍伐树木的地方吗？自然保护区内别的地方都封闭起来了都绿化起来了为什么就得把这片地单独圈出来，马山自然保护区内还能有第二块这样的地方吗？去年市里召开会议要整顿自然保护区违规违纪问题，要清理自然保护区内散乱坟头，要实施平坟头、立卧杯、园林式，但是快一年了，马山自然保护区内旅投公司西侧南山东村的好几十个坟头还在这好好的，每年清明节十月一上坟的季节这里都得起火，这里每天还有人放羊，去年市民们投诉放羊的和违建房屋问题，这里只清理了另外一家的羊，只拆了一家的违建板房应对上级一下，另外一家的羊根本就没有清理，去年马山石林前侧的蒙古包酒店给予补偿搬家了，但是房屋一直没拆，济公井哪里的房屋也没拆，马山自然保护区内还有许多违建房屋，我们现在就不多说了，要是即墨区政府再不解决这里的问题我们一定会反映给上级的我的电话和微信都是16511383987,2020-03-20,2020-03-26
30,逄局长 你好 请问城阳区流亭街道胶州湾内部 白沙河和墨水河入海口最近今年两侧有不少是围海造陆的地方 请问手续合法吗？两侧是否有大面积的植树造林，多种一些松树。,2020-03-25,2020-03-25
序号,诉求,诉求时间,回复时间
31,您好，请问青岛市2018年的森林覆盖率是多少？,2020-03-25,2020-03-25
32,求助树植部门，我家浮山后开放式小区，现在单元楼南边有好几棵碗口大松树长得很茂盛，高达15米，有望长成参天大树，但不适宜在居民区楼前继续生长。因严重影响我们的生活健康（整个单元的南卧室的采光，从早上到中午十二点也不能把阳光照射到房子，使得房屋阴冷潮湿，从而影响身心健康。应把它们移植到山林中做更大的价值贡献。现申请办理移植登记手续，请林业与绿化部门给予帮助，感谢你们。,2020-03-14,2020-03-24
